id,pokemon_id,version_id,game_index
1663,84,3,70
1664,84,4,84
1665,84,5,84
1666,84,6,84
1667,84,7,84
1668,84,8,84
1669,84,9,84
1670,84,10,84
1671,84,11,84
1672,84,12,84
1673,84,13,84
1674,84,14,84
1675,84,15,84
1676,84,16,84
1677,84,17,84
1678,84,18,84
1679,84,21,84
1680,84,22,84
1681,85,1,116
1682,85,2,116
1683,85,3,116
1684,85,4,85
1685,85,5,85
1686,85,6,85
1687,85,7,85
1688,85,8,85
1689,85,9,85
1690,85,10,85
1691,85,11,85
1692,85,12,85
1693,85,13,85
1694,85,14,85
1695,85,15,85
1696,85,16,85
1697,85,17,85
1698,85,18,85
1699,85,21,85
1700,85,22,85
1701,86,1,58
1702,86,2,58
1703,86,3,58
1704,86,4,86
1705,86,5,86
1706,86,6,86
1707,86,7,86
1708,86,8,86
1709,86,9,86
1710,86,10,86
1711,86,11,86
1712,86,12,86
1713,86,13,86
1714,86,14,86
1715,86,15,86
1716,86,16,86
1717,86,17,86
1718,86,18,86
1719,86,21,86
1720,86,22,86
1721,87,1,120
1722,87,2,120
1723,87,3,120
1724,87,4,87
1725,87,5,87
1726,87,6,87
1727,87,7,87
1728,87,8,87
1729,87,9,87
1730,87,10,87
1731,87,11,87
1732,87,12,87
1733,87,13,87
1734,87,14,87
1735,87,15,87
1736,87,16,87
1737,87,17,87
1738,87,18,87
1739,87,21,87
1740,87,22,87
1741,88,1,13
1742,88,2,13
1743,88,3,13
1744,88,4,88
1745,88,5,88
1746,88,6,88
1747,88,7,88
1748,88,8,88
1749,88,9,88
1750,88,10,88
1751,88,11,88
1752,88,12,88
1753,88,13,88
1754,88,14,88
1755,88,15,88
1756,88,16,88
1757,88,17,88
1758,88,18,88
1759,88,21,88
1760,88,22,88
1761,89,1,136
1762,89,2,136
1763,89,3,136
1764,89,4,89
1765,89,5,89
1766,89,6,89
1767,89,7,89
1768,89,8,89
1769,89,9,89
1770,89,10,89
1771,89,11,89
1772,89,12,89
1773,89,13,89
1774,89,14,89
1775,89,15,89
1776,89,16,89
1777,89,17,89
1778,89,18,89
1779,89,21,89
1780,89,22,89
1781,90,1,23
1782,90,2,23
1783,90,3,23
1784,90,4,90
1785,90,5,90
1786,90,6,90
1787,90,7,90
1788,90,8,90
1789,90,9,90
1790,90,10,90
1791,90,11,90
1792,90,12,90
1793,90,13,90
1794,90,14,90
1795,90,15,90
1796,90,16,90
1797,90,17,90
1798,90,18,90
1799,90,21,90
1800,90,22,90
1801,91,1,139
1802,91,2,139
1803,91,3,139
1804,91,4,91
1805,91,5,91
1806,91,6,91
1807,91,7,91
1808,91,8,91
1809,91,9,91
1810,91,10,91
1811,91,11,91
1812,91,12,91
1813,91,13,91
1814,91,14,91
1815,91,15,91
1816,91,16,91
1817,91,17,91
1818,91,18,91
1819,91,21,91
1820,91,22,91
1821,92,1,25
1822,92,2,25
1823,92,3,25
1824,92,4,92
1825,92,5,92
1826,92,6,92
1827,92,7,92
1828,92,8,92
1829,92,9,92
1830,92,10,92
1831,92,11,92
1832,92,12,92
1833,92,13,92
1834,92,14,92
1835,92,15,92
1836,92,16,92
1837,92,17,92
1838,92,18,92
1839,92,21,92
1840,92,22,92
1841,93,1,147
1842,93,2,147
1843,93,3,147
1844,93,4,93
1845,93,5,93
1846,93,6,93
1847,93,7,93
1848,93,8,93
1849,93,9,93
1850,93,10,93
1851,93,11,93
1852,93,12,93
1853,93,13,93
1854,93,14,93
1855,93,15,93
1856,93,16,93
1857,93,17,93
1858,93,18,93
1859,93,21,93
1860,93,22,93
1861,94,1,14
1862,94,2,14
1863,94,3,14
1864,94,4,94
1865,94,5,94
1866,94,6,94
1867,94,7,94
1868,94,8,94
1869,94,9,94
1870,94,10,94
1871,94,11,94
1872,94,12,94
1873,94,13,94
1874,94,14,94
1875,94,15,94
1876,94,16,94
1877,94,17,94
1878,94,18,94
1879,94,21,94
1880,94,22,94
1881,95,1,34
1882,95,2,34
1883,95,3,34
1884,95,4,95
1885,95,5,95
1886,95,6,95
1887,95,7,95
1888,95,8,95
1889,95,9,95
1890,95,10,95
1891,95,11,95
1892,95,12,95
1893,95,13,95
1894,95,14,95
1895,95,15,95
1896,95,16,95
1897,95,17,95
1898,95,18,95
1899,95,21,95
1900,95,22,95
1901,96,1,48
1902,96,2,48
1903,96,3,48
1904,96,4,96
1905,96,5,96
1906,96,6,96
1907,96,7,96
1908,96,8,96
1909,96,9,96
1910,96,10,96
1911,96,11,96
1912,96,12,96
1913,96,13,96
1914,96,14,96
1915,96,15,96
1916,96,16,96
1917,96,17,96
1918,96,18,96
1919,96,21,96
1920,96,22,96
1921,97,1,129
1922,97,2,129
1923,97,3,129
1924,97,4,97
1925,97,5,97
1926,97,6,97
1927,97,7,97
1928,97,8,97
1929,97,9,97
1930,97,10,97
1931,97,11,97
1932,97,12,97
1933,97,13,97
1934,97,14,97
1935,97,15,97
1936,97,16,97
1937,97,17,97
1938,97,18,97
1939,97,21,97
1940,97,22,97
1941,98,1,78
1942,98,2,78
1943,98,3,78
1944,98,4,98
1945,98,5,98
1946,98,6,98
1947,98,7,98
1948,98,8,98
1949,98,9,98
1950,98,10,98
1951,98,11,98
1952,98,12,98
1953,98,13,98
1954,98,14,98
1955,98,15,98
1956,98,16,98
1957,98,17,98
1958,98,18,98
1959,98,21,98
1960,98,22,98
1961,99,1,138
1962,99,2,138
1963,99,3,138
1964,99,4,99
1965,99,5,99
1966,99,6,99
1967,99,7,99
1968,99,8,99
1969,99,9,99
1970,99,10,99
1971,99,11,99
1972,99,12,99
1973,99,13,99
1974,99,14,99
1975,99,15,99
1976,99,16,99
1977,99,17,99
1978,99,18,99
1979,99,21,99
1980,99,22,99
1981,100,1,6
1982,100,2,6
1983,100,3,6
1984,100,4,100
1985,100,5,100
1986,100,6,100
1987,100,7,100
1988,100,8,100
1989,100,9,100
1990,100,10,100
1991,100,11,100
1992,100,12,100
1993,100,13,100
1994,100,14,100
1995,100,15,100
1996,100,16,100
1997,100,17,100
1998,100,18,100
1999,100,21,100
2000,100,22,100
2001,101,1,141
2002,101,2,141
2003,101,3,141
2004,101,4,101
2005,101,5,101
2006,101,6,101
2007,101,7,101
2008,101,8,101
2009,101,9,101
2010,101,10,101
2011,101,11,101
2012,101,12,101
2013,101,13,101
2014,101,14,101
2015,101,15,101
2016,101,16,101
2017,101,17,101
2018,101,18,101
2019,101,21,101
2020,101,22,101
2021,102,1,12
2022,102,2,12
2023,102,3,12
2024,102,4,102
2025,102,5,102
2026,102,6,102
2027,102,7,102
2028,102,8,102
2029,102,9,102
2030,102,10,102
2031,102,11,102
2032,102,12,102
2033,102,13,102
2034,102,14,102
2035,102,15,102
2036,102,16,102
2037,102,17,102
2038,102,18,102
2039,102,21,102
2040,102,22,102
2041,103,1,10
2042,103,2,10
2043,103,3,10
2044,103,4,103
2045,103,5,103
2046,103,6,103
2047,103,7,103
2048,103,8,103
2049,103,9,103
2050,103,10,103
2051,103,11,103
2052,103,12,103
2053,103,13,103
2054,103,14,103
2055,103,15,103
2056,103,16,103
2057,103,17,103
2058,103,18,103
2059,103,21,103
2060,103,22,103
2061,104,1,17
2062,104,2,17
2063,104,3,17
2064,104,4,104
2065,104,5,104
2066,104,6,104
2067,104,7,104
2068,104,8,104
2069,104,9,104
2070,104,10,104
2071,104,11,104
2072,104,12,104
2073,104,13,104
2074,104,14,104
2075,104,15,104
2076,104,16,104
2077,104,17,104
2078,104,18,104
2079,104,21,104
2080,104,22,104
2081,105,1,145
2082,105,2,145
2083,105,3,145
2084,105,4,105
2085,105,5,105
2086,105,6,105
2087,105,7,105
2088,105,8,105
2089,105,9,105
2090,105,10,105
2091,105,11,105
2092,105,12,105
2093,105,13,105
2094,105,14,105
2095,105,15,105
2096,105,16,105
2097,105,17,105
2098,105,18,105
2099,105,21,105
2100,105,22,105
2101,106,1,43
2102,106,2,43
2103,106,3,43
2104,106,4,106
2105,106,5,106
2106,106,6,106
2107,106,7,106
2108,106,8,106
2109,106,9,106
2110,106,10,106
2111,106,11,106
2112,106,12,106
2113,106,13,106
2114,106,14,106
2115,106,15,106
2116,106,16,106
2117,106,17,106
2118,106,18,106
2119,106,21,106
2120,106,22,106
2121,107,1,44
2122,107,2,44
2123,107,3,44
2124,107,4,107
2125,107,5,107
2126,107,6,107
2127,107,7,107
2128,107,8,107
2129,107,9,107
2130,107,10,107
2131,107,11,107
2132,107,12,107
2133,107,13,107
2134,107,14,107
2135,107,15,107
2136,107,16,107
2137,107,17,107
2138,107,18,107
2139,107,21,107
2140,107,22,107
2141,108,1,11
2142,108,2,11
2143,108,3,11
2144,108,4,108
2145,108,5,108
2146,108,6,108
2147,108,7,108
2148,108,8,108
2149,108,9,108
2150,108,10,108
2151,108,11,108
2152,108,12,108
2153,108,13,108
2154,108,14,108
2155,108,15,108
2156,108,16,108
2157,108,17,108
2158,108,18,108
2159,108,21,108
2160,108,22,108
2161,109,1,55
2162,109,2,55
2163,109,3,55
2164,109,4,109
2165,109,5,109
2166,109,6,109
2167,109,7,109
2168,109,8,109
2169,109,9,109
2170,109,10,109
2171,109,11,109
2172,109,12,109
2173,109,13,109
2174,109,14,109
2175,109,15,109
2176,109,16,109
2177,109,17,109
2178,109,18,109
2179,109,21,109
2180,109,22,109
2181,110,1,143
2182,110,2,143
2183,110,3,143
2184,110,4,110
2185,110,5,110
2186,110,6,110
2187,110,7,110
2188,110,8,110
2189,110,9,110
2190,110,10,110
2191,110,11,110
2192,110,12,110
2193,110,13,110
2194,110,14,110
2195,110,15,110
2196,110,16,110
2197,110,17,110
2198,110,18,110
2199,110,21,110
2200,110,22,110
2201,111,1,18
2202,111,2,18
2203,111,3,18
2204,111,4,111
2205,111,5,111
2206,111,6,111
2207,111,7,111
2208,111,8,111
2209,111,9,111
2210,111,10,111
2211,111,11,111
2212,111,12,111
2213,111,13,111
2214,111,14,111
2215,111,15,111
2216,111,16,111
2217,111,17,111
2218,111,18,111
2219,111,21,111
2220,111,22,111
2221,112,1,1
2222,112,2,1
2223,112,3,1
2224,112,4,112
2225,112,5,112
2226,112,6,112
2227,112,7,112
2228,112,8,112
2229,112,9,112
2230,112,10,112
2231,112,11,112
2232,112,12,112
2233,112,13,112
2234,112,14,112
2235,112,15,112
2236,112,16,112
2237,112,17,112
2238,112,18,112
2239,112,21,112
2240,112,22,112
2241,113,1,40
2242,113,2,40
2243,113,3,40
2244,113,4,113
2245,113,5,113
2246,113,6,113
2247,113,7,113
2248,113,8,113
2249,113,9,113
2250,113,10,113
2251,113,11,113
2252,113,12,113
2253,113,13,113
2254,113,14,113
2255,113,15,113
2256,113,16,113
2257,113,17,113
2258,113,18,113
2259,113,21,113
2260,113,22,113
2261,114,1,30
2262,114,2,30
2263,114,3,30
2264,114,4,114
2265,114,5,114
2266,114,6,114
2267,114,7,114
2268,114,8,114
2269,114,9,114
2270,114,10,114
2271,114,11,114
2272,114,12,114
2273,114,13,114
2274,114,14,114
2275,114,15,114
2276,114,16,114
2277,114,17,114
2278,114,18,114
2279,114,21,114
2280,114,22,114
2281,115,1,2
2282,115,2,2
2283,115,3,2
2284,115,4,115
2285,115,5,115
2286,115,6,115
2287,115,7,115
2288,115,8,115
2289,115,9,115
2290,115,10,115
2291,115,11,115
2292,115,12,115
2293,115,13,115
2294,115,14,115
2295,115,15,115
2296,115,16,115
2297,115,17,115
2298,115,18,115
2299,115,21,115
2300,115,22,115
2301,116,1,92
2302,116,2,92
2303,116,3,92
2304,116,4,116
2305,116,5,116
2306,116,6,116
2307,116,7,116
2308,116,8,116
2309,116,9,116
2310,116,10,116
2311,116,11,116
2312,116,12,116
2313,116,13,116
2314,116,14,116
2315,116,15,116
2316,116,16,116
2317,116,17,116
2318,116,18,116
2319,116,21,116
2320,116,22,116
2321,117,1,93
2322,117,2,93
2323,117,3,93
2324,117,4,117
2325,117,5,117
2326,117,6,117
2327,117,7,117
2328,117,8,117
2329,117,9,117
2330,117,10,117
2331,117,11,117
2332,117,12,117
2333,117,13,117
2334,117,14,117
2335,117,15,117
2336,117,16,117
2337,117,17,117
2338,117,18,117
2339,117,21,117
2340,117,22,117
2341,118,1,157
2342,118,2,157
2343,118,3,157
2344,118,4,118
2345,118,5,118
2346,118,6,118
2347,118,7,118
2348,118,8,118
2349,118,9,118
2350,118,10,118
2351,118,11,118
2352,118,12,118
2353,118,13,118
2354,118,14,118
2355,118,15,118
2356,118,16,118
2357,118,17,118
2358,118,18,118
2359,118,21,118
2360,118,22,118
2361,119,1,158
2362,119,2,158
2363,119,3,158
2364,119,4,119
2365,119,5,119
2366,119,6,119
2367,119,7,119
2368,119,8,119
2369,119,9,119
2370,119,10,119
2371,119,11,119
2372,119,12,119
2373,119,13,119
2374,119,14,119
2375,119,15,119
2376,119,16,119
2377,119,17,119
2378,119,18,119
2379,119,21,119
2380,119,22,119
2381,120,1,27
2382,120,2,27
2383,120,3,27
2384,120,4,120
2385,120,5,120
2386,120,6,120
2387,120,7,120
2388,120,8,120
2389,120,9,120
2390,120,10,120
2391,120,11,120
2392,120,12,120
2393,120,13,120
2394,120,14,120
2395,120,15,120
2396,120,16,120
2397,120,17,120
2398,120,18,120
2399,120,21,120
2400,120,22,120
2401,121,1,152
2402,121,2,152
2403,121,3,152
2404,121,4,121
2405,121,5,121
2406,121,6,121
2407,121,7,121
2408,121,8,121
2409,121,9,121
2410,121,10,121
2411,121,11,121
2412,121,12,121
2413,121,13,121
2414,121,14,121
2415,121,15,121
2416,121,16,121
2417,121,17,121
2418,121,18,121
2419,121,21,121
2420,121,22,121
2421,122,1,42
2422,122,2,42
2423,122,3,42
2424,122,4,122
2425,122,5,122
2426,122,6,122
2427,122,7,122
2428,122,8,122
2429,122,9,122
2430,122,10,122
2431,122,11,122
2432,122,12,122
2433,122,13,122
2434,122,14,122
2435,122,15,122
2436,122,16,122
2437,122,17,122
2438,122,18,122
2439,122,21,122
2440,122,22,122
2441,123,1,26
2442,123,2,26
2443,123,3,26
2444,123,4,123
2445,123,5,123
2446,123,6,123
2447,123,7,123
2448,123,8,123
2449,123,9,123
2450,123,10,123
2451,123,11,123
2452,123,12,123
2453,123,13,123
2454,123,14,123
2455,123,15,123
2456,123,16,123
2457,123,17,123
2458,123,18,123
2459,123,21,123
2460,123,22,123
2461,124,1,72
2462,124,2,72
2463,124,3,72
2464,124,4,124
2465,124,5,124
2466,124,6,124
2467,124,7,124
2468,124,8,124
2469,124,9,124
2470,124,10,124
2471,124,11,124
2472,124,12,124
2473,124,13,124
2474,124,14,124
2475,124,15,124
2476,124,16,124
2477,124,17,124
2478,124,18,124
2479,124,21,124
2480,124,22,124
2481,125,1,53
2482,125,2,53
2483,125,3,53
2484,125,4,125
2485,125,5,125
2486,125,6,125
2487,125,7,125
2488,125,8,125
2489,125,9,125
2490,125,10,125
2491,125,11,125
2492,125,12,125
2493,125,13,125
2494,125,14,125
2495,125,15,125
2496,125,16,125
2497,125,17,125
2498,125,18,125
2499,125,21,125
2500,125,22,125
2501,126,1,51
2502,126,2,51
2503,126,3,51
2504,126,4,126
2505,126,5,126
2506,126,6,126
2507,126,7,126
2508,126,8,126
2509,126,9,126
2510,126,10,126
2511,126,11,126
2512,126,12,126
2513,126,13,126
2514,126,14,126
2515,126,15,126
2516,126,16,126
2517,126,17,126
2518,126,18,126
2519,126,21,126
2520,126,22,126
2521,127,1,29
2522,127,2,29
2523,127,3,29
2524,127,4,127
2525,127,5,127
2526,127,6,127
2527,127,7,127
2528,127,8,127
2529,127,9,127
2530,127,10,127
2531,127,11,127
2532,127,12,127
2533,127,13,127
2534,127,14,127
2535,127,15,127
2536,127,16,127
2537,127,17,127
2538,127,18,127
2539,127,21,127
2540,127,22,127
2541,128,1,60
2542,128,2,60
2543,128,3,60
2544,128,4,128
2545,128,5,128
2546,128,6,128
2547,128,7,128
2548,128,8,128
2549,128,9,128
2550,128,10,128
2551,128,11,128
2552,128,12,128
2553,128,13,128
2554,128,14,128
2555,128,15,128
2556,128,16,128
2557,128,17,128
2558,128,18,128
2559,128,21,128
2560,128,22,128
2561,129,1,133
2562,129,2,133
2563,129,3,133
2564,129,4,129
2565,129,5,129
2566,129,6,129
2567,129,7,129
2568,129,8,129
2569,129,9,129
2570,129,10,129
2571,129,11,129
2572,129,12,129
2573,129,13,129
2574,129,14,129
2575,129,15,129
2576,129,16,129
2577,129,17,129
2578,129,18,129
2579,129,21,129
2580,129,22,129
2581,130,1,22
2582,130,2,22
2583,130,3,22
2584,130,4,130
2585,130,5,130
2586,130,6,130
2587,130,7,130
2588,130,8,130
2589,130,9,130
2590,130,10,130
2591,130,11,130
2592,130,12,130
2593,130,13,130
2594,130,14,130
2595,130,15,130
2596,130,16,130
2597,130,17,130
2598,130,18,130
2599,130,21,130
2600,130,22,130
2601,131,1,19
2602,131,2,19
2603,131,3,19
2604,131,4,131
2605,131,5,131
2606,131,6,131
2607,131,7,131
2608,131,8,131
2609,131,9,131
2610,131,10,131
2611,131,11,131
2612,131,12,131
2613,131,13,131
2614,131,14,131
2615,131,15,131
2616,131,16,131
2617,131,17,131
2618,131,18,131
2619,131,21,131
2620,131,22,131
2621,132,1,76
2622,132,2,76
2623,132,3,76
2624,132,4,132
2625,132,5,132
2626,132,6,132
2627,132,7,132
2628,132,8,132
2629,132,9,132
2630,132,10,132
2631,132,11,132
2632,132,12,132
2633,132,13,132
2634,132,14,132
2635,132,15,132
2636,132,16,132
2637,132,17,132
2638,132,18,132
2639,132,21,132
2640,132,22,132
2641,133,1,102
2642,133,2,102
2643,133,3,102
2644,133,4,133
2645,133,5,133
2646,133,6,133
2647,133,7,133
2648,133,8,133
2649,133,9,133
2650,133,10,133
2651,133,11,133
2652,133,12,133
2653,133,13,133
2654,133,14,133
2655,133,15,133
2656,133,16,133
2657,133,17,133
2658,133,18,133
2659,133,21,133
2660,133,22,133
2661,134,1,105
2662,134,2,105
2663,134,3,105
2664,134,4,134
2665,134,5,134
2666,134,6,134
2667,134,7,134
2668,134,8,134
2669,134,9,134
2670,134,10,134
2671,134,11,134
2672,134,12,134
2673,134,13,134
2674,134,14,134
2675,134,15,134
2676,134,16,134
2677,134,17,134
2678,134,18,134
2679,134,21,134
2680,134,22,134
2681,135,1,104
2682,135,2,104
2683,135,3,104
2684,135,4,135
2685,135,5,135
2686,135,6,135
2687,135,7,135
2688,135,8,135
2689,135,9,135
2690,135,10,135
2691,135,11,135
2692,135,12,135
2693,135,13,135
2694,135,14,135
2695,135,15,135
2696,135,16,135
2697,135,17,135
2698,135,18,135
2699,135,21,135
2700,135,22,135
2701,136,1,103
2702,136,2,103
2703,136,3,103
2704,136,4,136
2705,136,5,136
2706,136,6,136
2707,136,7,136
2708,136,8,136
2709,136,9,136
2710,136,10,136
2711,136,11,136
2712,136,12,136
2713,136,13,136
2714,136,14,136
2715,136,15,136
2716,136,16,136
2717,136,17,136
2718,136,18,136
2719,136,21,136
2720,136,22,136
2721,137,1,170
2722,137,2,170
2723,137,3,170
2724,137,4,137
2725,137,5,137
2726,137,6,137
2727,137,7,137
2728,137,8,137
2729,137,9,137
2730,137,10,137
2731,137,11,137
2732,137,12,137
2733,137,13,137
2734,137,14,137
2735,137,15,137
2736,137,16,137
2737,137,17,137
2738,137,18,137
2739,137,21,137
2740,137,22,137
2741,138,1,98
2742,138,2,98
2743,138,3,98
2744,138,4,138
2745,138,5,138
2746,138,6,138
2747,138,7,138
2748,138,8,138
2749,138,9,138
2750,138,10,138
2751,138,11,138
2752,138,12,138
2753,138,13,138
2754,138,14,138
2755,138,15,138
2756,138,16,138
2757,138,17,138
2758,138,18,138
2759,138,21,138
2760,138,22,138
2761,139,1,99
2762,139,2,99
2763,139,3,99
2764,139,4,139
2765,139,5,139
2766,139,6,139
2767,139,7,139
2768,139,8,139
2769,139,9,139
2770,139,10,139
2771,139,11,139
2772,139,12,139
2773,139,13,139
2774,139,14,139
2775,139,15,139
2776,139,16,139
2777,139,17,139
2778,139,18,139
2779,139,21,139
2780,139,22,139
2781,140,1,90
2782,140,2,90
2783,140,3,90
2784,140,4,140
2785,140,5,140
2786,140,6,140
2787,140,7,140
2788,140,8,140
2789,140,9,140
2790,140,10,140
2791,140,11,140
2792,140,12,140
2793,140,13,140
2794,140,14,140
2795,140,15,140
2796,140,16,140
2797,140,17,140
2798,140,18,140
2799,140,21,140
2800,140,22,140
2801,141,1,91
2802,141,2,91
2803,141,3,91
2804,141,4,141
2805,141,5,141
2806,141,6,141
2807,141,7,141
2808,141,8,141
2809,141,9,141
2810,141,10,141
2811,141,11,141
2812,141,12,141
2813,141,13,141
2814,141,14,141
2815,141,15,141
2816,141,16,141
2817,141,17,141
2818,141,18,141
2819,141,21,141
2820,141,22,141
2821,142,1,171
2822,142,2,171
2823,142,3,171
2824,142,4,142
2825,142,5,142
2826,142,6,142
2827,142,7,142
2828,142,8,142
2829,142,9,142
2830,142,10,142
2831,142,11,142
2832,142,12,142
2833,142,13,142
2834,142,14,142
2835,142,15,142
2836,142,16,142
2837,142,17,142
2838,142,18,142
2839,142,21,142
2840,142,22,142
2841,143,1,132
2842,143,2,132
2843,143,3,132
2844,143,4,143
2845,143,5,143
2846,143,6,143
2847,143,7,143
2848,143,8,143
2849,143,9,143
2850,143,10,143
2851,143,11,143
2852,143,12,143
2853,143,13,143
2854,143,14,143
2855,143,15,143
2856,143,16,143
2857,143,17,143
2858,143,18,143
2859,143,21,143
2860,143,22,143
2861,144,1,74
2862,144,2,74
2863,144,3,74
2864,144,4,144
2865,144,5,144
2866,144,6,144
2867,144,7,144
2868,144,8,144
2869,144,9,144
2870,144,10,144
2871,144,11,144
2872,144,12,144
2873,144,13,144
2874,144,14,144
2875,144,15,144
2876,144,16,144
2877,144,17,144
2878,144,18,144
2879,144,21,144
2880,144,22,144
2881,145,1,75
2882,145,2,75
2883,145,3,75
2884,145,4,145
2885,145,5,145
2886,145,6,145
2887,145,7,145
2888,145,8,145
2889,145,9,145
2890,145,10,145
2891,145,11,145
2892,145,12,145
2893,145,13,145
2894,145,14,145
2895,145,15,145
2896,145,16,145
2897,145,17,145
2898,145,18,145
2899,145,21,145
2900,145,22,145
2901,146,1,73
2902,146,2,73
2903,146,3,73
2904,146,4,146
2905,146,5,146
2906,146,6,146
2907,146,7,146
2908,146,8,146
2909,146,9,146
2910,146,10,146
2911,146,11,146
2912,146,12,146
2913,146,13,146
2914,146,14,146
2915,146,15,146
2916,146,16,146
2917,146,17,146
2918,146,18,146
2919,146,21,146
2920,146,22,146
2921,147,1,88
2922,147,2,88
2923,147,3,88
2924,147,4,147
2925,147,5,147
2926,147,6,147
2927,147,7,147
2928,147,8,147
2929,147,9,147
2930,147,10,147
2931,147,11,147
2932,147,12,147
2933,147,13,147
2934,147,14,147
2935,147,15,147
2936,147,16,147
2937,147,17,147
2938,147,18,147
2939,147,21,147
2940,147,22,147
2941,148,1,89
2942,148,2,89
2943,148,3,89
2944,148,4,148
2945,148,5,148
2946,148,6,148
2947,148,7,148
2948,148,8,148
2949,148,9,148
2950,148,10,148
2951,148,11,148
2952,148,12,148
2953,148,13,148
2954,148,14,148
2955,148,15,148
2956,148,16,148
2957,148,17,148
2958,148,18,148
2959,148,21,148
2960,148,22,148
2961,149,1,66
2962,149,2,66
2963,149,3,66
2964,149,4,149
2965,149,5,149
2966,149,6,149
2967,149,7,149
2968,149,8,149
2969,149,9,149
2970,149,10,149
2971,149,11,149
2972,149,12,149
2973,149,13,149
2974,149,14,149
2975,149,15,149
2976,149,16,149
2977,149,17,149
2978,149,18,149
2979,149,21,149
2980,149,22,149
2981,150,1,131
2982,150,2,131
2983,150,3,131
2984,150,4,150
2985,150,5,150
2986,150,6,150
2987,150,7,150
2988,150,8,150
2989,150,9,150
2990,150,10,150
2991,150,11,150
2992,150,12,150
2993,150,13,150
2994,150,14,150
2995,150,15,150
2996,150,16,150
2997,150,17,150
2998,150,18,150
2999,150,21,150
3000,150,22,150
3001,151,1,21
3002,151,2,21
3003,151,3,21
3004,151,4,151
3005,151,5,151
3006,151,6,151
3007,151,7,151
3008,151,8,151
3009,151,9,151
3010,151,10,151
3011,151,11,151
3012,151,12,151
3013,151,13,151
3014,151,14,151
3015,151,15,151
3016,151,16,151
3017,151,17,151
3018,151,18,151
3019,151,21,151
3020,151,22,151
3021,152,4,152
3022,152,5,152
3023,152,6,152
3024,152,7,152
3025,152,8,152
3026,152,9,152
3027,152,10,152
3028,152,11,152
3029,152,12,152
3030,152,13,152
3031,152,14,152
3032,152,15,152
3033,152,16,152
3034,152,17,152
3035,152,18,152
3036,152,21,152
3037,152,22,152
3038,153,4,153
3039,153,5,153
3040,153,6,153
3041,153,7,153
3042,153,8,153
3043,153,9,153
3044,153,10,153
3045,153,11,153
3046,153,12,153
3047,153,13,153
3048,153,14,153
3049,153,15,153
3050,153,16,153
3051,153,17,153
3052,153,18,153
3053,153,21,153
3054,153,22,153
3055,154,4,154
3056,154,5,154
3057,154,6,154
3058,154,7,154
3059,154,8,154
3060,154,9,154
3061,154,10,154
3062,154,11,154
3063,154,12,154
3064,154,13,154
3065,154,14,154
3066,154,15,154
3067,154,16,154
3068,154,17,154
3069,154,18,154
3070,154,21,154
3071,154,22,154
3072,155,4,155
3073,155,5,155
3074,155,6,155
3075,155,7,155
3076,155,8,155
3077,155,9,155
3078,155,10,155
3079,155,11,155
3080,155,12,155
3081,155,13,155
3082,155,14,155
3083,155,15,155
3084,155,16,155
3085,155,17,155
3086,155,18,155
3087,155,21,155
3088,155,22,155
3089,156,4,156
3090,156,5,156
3091,156,6,156
3092,156,7,156
3093,156,8,156
3094,156,9,156
3095,156,10,156
3096,156,11,156
3097,156,12,156
3098,156,13,156
3099,156,14,156
3100,156,15,156
3101,156,16,156
3102,156,17,156
3103,156,18,156
3104,156,21,156
3105,156,22,156
3106,157,4,157
3107,157,5,157
3108,157,6,157
3109,157,7,157
3110,157,8,157
3111,157,9,157
3112,157,10,157
3113,157,11,157
3114,157,12,157
3115,157,13,157
3116,157,14,157
3117,157,15,157
3118,157,16,157
3119,157,17,157
3120,157,18,157
3121,157,21,157
3122,157,22,157
3123,158,4,158
3124,158,5,158
3125,158,6,158
3126,158,7,158
3127,158,8,158
3128,158,9,158
3129,158,10,158
3130,158,11,158
3131,158,12,158
3132,158,13,158
3133,158,14,158
3134,158,15,158
3135,158,16,158
3136,158,17,158
3137,158,18,158
3138,158,21,158
3139,158,22,158
3140,159,4,159
3141,159,5,159
3142,159,6,159
3143,159,7,159
3144,159,8,159
3145,159,9,159
3146,159,10,159
3147,159,11,159
3148,159,12,159
3149,159,13,159
3150,159,14,159
3151,159,15,159
3152,159,16,159
3153,159,17,159
3154,159,18,159
3155,159,21,159
3156,159,22,159
3157,160,4,160
3158,160,5,160
3159,160,6,160
3160,160,7,160
3161,160,8,160
3162,160,9,160
3163,160,10,160
3164,160,11,160
3165,160,12,160
3166,160,13,160
3167,160,14,160
3168,160,15,160
3169,160,16,160
3170,160,17,160
3171,160,18,160
3172,160,21,160
3173,160,22,160
3174,161,4,161
3175,161,5,161
3176,161,6,161
3177,161,7,161
3178,161,8,161
3179,161,9,161
3180,161,10,161
3181,161,11,161
3182,161,12,161
3183,161,13,161
3184,161,14,161
3185,161,15,161
3186,161,16,161
3187,161,17,161
3188,161,18,161
3189,161,21,161
3190,161,22,161
3191,162,4,162
3192,162,5,162
3193,162,6,162
3194,162,7,162
3195,162,8,162
3196,162,9,162
3197,162,10,162
3198,162,11,162
3199,162,12,162
3200,162,13,162
3201,162,14,162
3202,162,15,162
3203,162,16,162
3204,162,17,162
3205,162,18,162
3206,162,21,162
3207,162,22,162
3208,163,4,163
3209,163,5,163
3210,163,6,163
3211,163,7,163
3212,163,8,163
3213,163,9,163
3214,163,10,163
3215,163,11,163
