id,location_id,local_language_id,name
919,428,9,"Abyssal Ruins"
920,429,5,Clémenti-Ville
921,429,9,"Petalburg City"
922,430,5,Poivressel
923,430,9,"Slateport City"
924,431,5,Nénucrique
925,431,9,"Lilycove City"
926,432,5,Algatia
927,432,9,"Mossdeep City"
928,433,5,Atalanopolis
929,433,9,"Sootopolis City"
930,434,5,Eternara
931,434,9,"Ever Grande City"
932,435,5,"Site Météore"
933,435,9,"Meteor Falls"
934,436,5,"Tunnel Mérazon"
935,436,9,"Rusturf Tunnel"
936,437,5,"Grotte Granite"
937,437,9,"Granite Cave"
938,438,5,"Bois Clémenti"
939,438,9,"Petalburg Woods"
940,439,5,"Sentier Sinuroc"
941,439,9,"Jagged Pass"
942,440,5,"Chemin Ardent"
943,440,9,"Fiery Path"
944,441,5,"Mont Mémoria"
945,441,9,"Mt. Pyre"
946,442,5,"Caverne Fondmer"
947,442,9,"Seafloor Cavern"
948,443,5,"Grotte Origine"
949,443,9,"Cave of Origin"
950,444,5,"Route Victoire"
951,444,9,"Victory Road"
952,445,5,"Grotte Tréfonds"
953,445,9,"Shoal Cave"
954,446,5,"New Lavandia"
955,446,9,"New Mauville"
956,447,5,Épave
957,447,9,"Abandoned Ship"
958,448,5,"Tour Céleste"
959,448,9,"Sky Pillar"
960,449,5,"Route 101"
961,449,9,"Route 101"
962,450,5,"Route 102"
963,450,9,"Route 102"
964,451,5,"Route 103"
965,451,9,"Route 103"
966,452,5,"Route 104"
967,452,9,"Route 104"
968,453,5,"Route 105"
969,453,9,"Route 105"
970,454,5,"Route 106"
971,454,9,"Route 106"
972,455,5,"Route 107"
973,455,9,"Route 107"
974,456,5,"Route 108"
975,456,9,"Route 108"
976,457,5,"Route 109"
977,457,9,"Route 109"
978,458,5,"Route 110"
979,458,9,"Route 110"
980,459,5,"Route 111"
981,459,9,"Route 111"
982,460,5,"Route 112"
983,460,9,"Route 112"
984,461,5,"Route 113"
985,461,9,"Route 113"
986,462,5,"Route 114"
987,462,9,"Route 114"
988,463,5,"Route 115"
989,463,9,"Route 115"
990,464,5,"Route 116"
991,464,9,"Route 116"
992,465,5,"Route 117"
993,465,9,"Route 117"
994,466,5,"Route 118"
995,466,9,"Route 118"
996,467,5,"Route 119"
997,467,9,"Route 119"
998,468,5,"Route 120"
999,468,9,"Route 120"
1000,469,5,"Route 121"
1001,469,9,"Route 121"
1002,470,5,"Route 122"
1003,470,9,"Route 122"
1004,471,5,"Route 123"
1005,471,9,"Route 123"
1006,472,5,"Route 124"
1007,472,9,"Route 124"
1008,473,5,"Route 125"
1009,473,9,"Route 125"
1010,474,5,"Route 126"
1011,474,9,"Route 126"
1012,475,5,"Route 127"
1013,475,9,"Route 127"
1014,476,5,"Route 128"
1015,476,9,"Route 128"
1016,477,5,"Route 129"
1017,477,9,"Route 129"
1018,478,5,"Route 130"
1019,478,9,"Route 130"
1020,479,5,"Route 131"
1021,479,9,"Route 131"
1022,480,5,"Route 132"
1023,480,9,"Route 132"
1024,481,5,"Route 133"
1025,481,9,"Route 133"
1026,482,5,"Route 134"
1027,482,9,"Route 134"
1028,483,5,"Parc Safari"
1029,483,9,"Safari Zone"
1030,484,5,"Village Myokara"
1031,484,9,"Dewford Town"
1032,485,5,Pacifiville
1033,485,9,"Pacifidlog Town"
1034,486,5,"Planque Magma"
1035,486,9,"Magma Hideout"
1036,487,5,"Tour Mirage"
1037,487,9,"Mirage Tower"
1038,488,5,"Voie du Désert"
1039,488,9,"Desert Underpass"
1040,489,5,"Grotte Atelier"
1041,489,9,"Artisan Cave"
1042,490,5,"Grotte Métamo"
1043,490,9,"Altering Cave"
1044,491,5,"Chambre Anemune"
1045,491,9,"Monean Chamber"
1046,492,5,"Chambre Deulipe"
1047,492,9,"Liptoo Chamber"
1048,493,5,"Chambre Prois"
1049,493,9,"Weepth Chamber"
1050,494,5,"Chambre Jonquatre"
1051,494,9,"Dilford Chamber"
1052,495,5,"Chambre Hibicinq"
1053,495,9,"Scufib Chamber"
1054,496,5,"Chambre Irix"
1055,496,9,"Rixy Chamber"
1056,497,5,"Chambre Poinsept"
1057,497,9,"Viapos Chamber"
1058,498,5,L'Océane
1059,498,9,"S.S. Anne"
1060,500,5,"Mont Braise"
1061,500,9,"Mt. Ember"
1062,501,5,"Bois Baies"
1063,501,9,"Berry Forest"
1064,502,5,"Grotte de Glace"
1065,502,9,"Icefall Cave"
1066,503,5,Forbuissons
1067,503,9,"Pattern Bush"
1068,504,5,"Grotte Perdue"
1069,504,9,"Lost Cave"
1070,505,5,"Route Tison"
1071,505,9,"Kindle Road"
1072,506,5,"Plage Trésor"
1073,506,9,"Treasure Beach"
1074,507,5,"Cap Falaise"
1075,507,9,"Cape Brink"
1076,508,5,"Pont du Lien"
1077,508,9,"Bond Bridge"
1078,509,5,"Port Ile 3"
1079,509,9,"Three Isle Port"
1080,510,5,"Camp de Vacances"
1081,510,9,"Resort Gorgeous"
1082,511,5,"Labyrinthe d'O"
1083,511,9,"Water Labyrinth"
1084,512,5,"Pré Ile 5"
1085,512,9,"Five Isle Meadow"
1086,513,5,Mémorial
1087,513,9,"Memorial Pillar"
1088,514,5,"Ile du Lointain"
1089,514,9,"Outcast Island"
1090,515,5,"Chemin Vert"
1091,515,9,"Green Path"
1092,516,5,Agualcanal
1093,516,9,"Water Path"
1094,517,5,"Vallée Ruine"
1095,517,9,"Ruin Valley"
1096,518,5,"Tour Dresseurs"
1097,518,9,"Trainer Tower"
1098,519,5,"Entrée du Canyon"
1099,519,9,"Canyon Entrance"
1100,520,5,"Canyon Sesor"
1101,520,9,"Sevault Canyon"
1102,521,5,"Ruines Tanoby"
1103,521,9,"Tanoby Ruins"
1104,526,5,"Ile 1"
1105,526,9,"One Island"
1106,527,5,"Ile 4"
1107,527,9,"Four Island"
1108,528,5,"Ile 5"
1109,528,9,"Five Island"
1110,529,5,"Grotte Métamo"
1111,529,9,"Altering Cave"
1112,531,1,ヒオウギシティ
1113,531,5,Pavonnay
1114,531,9,"Aspertia City"
1115,532,1,タチワキシティ
1116,532,5,Ondes-sur-Mer
1117,532,9,"Virbank City"
1118,533,1,セイガイハシティ
1119,533,5,Papeloa
1120,533,9,"Humilau City"
1121,534,1,ポケウッド
1122,534,5,Pokéwood
1123,534,9,"PokéStar Studios"
1124,535,1,ジョインアベニュー
1125,535,5,"Galerie Concorde"
1126,535,9,"Join Avenue"
1127,536,1,サンギタウン
1128,536,5,Amaillide
1129,536,9,"Floccesy Town"
1130,537,1,ヤマジタウン
1131,537,5,Arpentières
1132,537,9,"Lentimas Town"
1133,538,1,１９番道路
1134,538,5,"Route 19"
1135,538,9,"Route 19"
1136,539,1,２０番道路
1137,539,5,"Route 20"
1138,539,9,"Route 20"
1139,540,1,２１番水道
1140,540,5,"Chenal 21"
1141,540,9,"Route 21"
1142,541,1,２２番道路
1143,541,5,"Route 22"
1144,541,9,"Route 22"
1145,542,1,２３番道路
1146,542,5,"Route 23"
1147,542,9,"Route 23"
1148,543,1,ヒウン下水道
1149,543,5,"Égouts de Volucité"
1150,543,9,"Castelia Sewers"
1151,544,1,サンギ牧場
1152,544,5,"Ranch d'Amaillide"
1153,544,9,"Floccesy Ranch"
1154,545,1,タチワキコンビナート
1155,545,5,"Z.I. d'Ondes-sur-Mer"
1156,545,9,"Virbank Complex"
1157,546,1,リバースマウンテン
1158,546,5,"Mont Renenvers"
1159,546,9,"Reversal Mountain"
1160,547,1,ストレンジャーハウス
1161,547,5,"Manoir de l'Étrange"
1162,547,9,"Strange House"
1163,548,1,チャンピオンロード
1164,548,5,"Route Victoire"
1165,548,9,"Victory Road"
1166,549,1,プラズマフリゲート
1167,549,5,"Frégate Plasma"
1168,549,9,"Plasma Frigate"
1169,550,1,古代の抜け道
1170,550,5,"Chemin Enfoui"
1171,550,9,"Relic Passage"
1172,551,1,ヤーコンロード
1173,551,5,"Route Bardane"
1174,551,9,"Clay Tunnel"
1175,552,1,白の樹洞
1176,552,5,"Arbre Creux Blanc"
1177,552,9,"White Treehollow"
1178,553,1,黒の摩天楼
1179,553,5,"Gratte-Ciel Noir"
1180,553,9,"Black Tower"
1181,554,1,海辺の洞穴
1182,554,5,"Grotte Littorale"
1183,554,9,"Seaside Cave"
1184,555,1,心の空洞
1185,555,5,"Caverne des Esprits"
1186,555,9,"Cave of Being"
1187,556,1,隠し穴
1188,556,5,"Trouée Cachée"
1189,556,9,"Hidden Grotto"
1190,557,1,マリンチューブ
1191,557,5,Aquatube
1192,557,9,"Marine Tube"
1193,558,1,タチワキゲート
1194,558,5,"Porte Ondes-sur-Mer"
1195,558,9,"Virbank Gate"
1196,559,1,ヒオウギゲート
1197,559,5,"Porte Pavonnay"
1198,559,9,"Aspertia Gate"
1199,560,1,自然保護区
1200,560,5,"Réserve Naturelle"
1201,560,9,"Nature Sanctuary"
1202,561,1,メダル事務局
1203,561,5,"Bureau des Médailles"
1204,561,9,"Medal Secretariat"
1205,562,1,地底遺跡
1206,562,5,"Ruines Enfouies"
1207,562,9,"Underground Ruins"
1208,563,1,岩山の間
1209,563,5,"Salle Pic Rocheux"
1210,563,9,"Rocky Mountain Room"
1211,564,1,氷山の間
1212,564,5,"Salle Iceberg"
1213,564,9,"Glacier Room"
1214,565,1,鉄の間
1215,565,5,"Salle Fer"
1216,565,9,"Iron Room"
1217,566,1,誓いの林
1218,566,5,"Bois du Serment"
1219,566,9,"Pledge Grove"
1220,567,5,Bourg-en-Vol
1221,567,9,"Littleroot Town"
1222,568,5,Rosyères
1223,568,9,"Oldale Town"
1224,569,5,Vermilava
1225,569,9,"Lavaridge Town"
1226,570,5,Autéquia
1227,570,9,"Fallarbor Town"
1228,571,5,Vergazon
1229,571,9,"Verdanturf Town"
1230,572,5,Lavandia
1231,572,9,"Mauville City"
1232,573,5,Mérouville
1233,573,9,"Rustboro City"
1234,574,5,Cimetronelle
1235,574,9,"Fortree City"
1236,575,5,"Fond marin"
1237,575,9,Underwater
1238,576,5,"Mont Chimnée"
1239,576,9,"Mt. Chimney"
1240,577,5,"Ile Mirage"
1241,577,9,"Mirage Island"
1242,578,5,"Ile du Sud"
1243,578,9,"Southern Island"
1244,579,5,Sanctuaire
1245,579,9,"Sealed Chamber"
1246,580,5,"Grotte Zénith"
1247,580,9,"Scorched Slab"
1248,581,5,"Grotte Island"
1249,581,9,"Island Cave"
1250,582,5,"Ruines Désert"
1251,582,9,"Desert Ruins"
1252,583,5,"Tombeau Antique"
1253,583,9,"Ancient Tomb"
1254,584,5,"Dans le camion"
1255,584,9,"Inside of truck"
1256,585,5,"Base Secrète"
1257,585,9,"Secret Base"
1258,586,5,"Tour de Combat"
1259,586,9,"Battle Tower"
1260,587,1,アサメタウン
1261,587,3,조아마을
1262,587,5,"Bourg Croquis"
1263,587,6,Escissia
1264,587,7,"Pueblo Boceto"
1265,587,8,"Borgo Bozzetto"
1266,587,9,"Vaniville Town"
1267,587,11,アサメタウン
1268,588,1,１ばんどうろ
1269,588,3,1번도로
1270,588,5,"Route 1"
1271,588,6,"Route 1"
1272,588,7,"Ruta 1"
1273,588,8,"Percorso 1"
1274,588,9,"Route 1"
1275,588,11,１番道路
1276,589,1,アサメのこみち
1277,589,3,"조아의 작은 길"
1278,589,5,"Sentier Croquis"
1279,589,6,Escissia-Pfad
1280,589,7,"Sendero Boceto"
1281,589,8,"Vicolo Bozzetto"
1282,589,9,"Vaniville Pathway"
1283,589,11,アサメの小道
1284,590,1,メイスイタウン
1285,590,3,수미마을
1286,590,5,Quarellis
1287,590,6,Aquarellia
1288,590,7,"Pueblo Acuarela"
1289,590,8,"Rio Acquerello"
1290,590,9,"Aquacorde Town"
1291,590,11,メイスイタウン
1292,591,1,２ばんどうろ
1293,591,3,2번도로
1294,591,5,"Route 2"
1295,591,6,"Route 2"
1296,591,7,"Ruta 2"
1297,591,8,"Percorso 2"
1298,591,9,"Route 2"
1299,591,11,２番道路
1300,592,1,アバンセどおり
1301,592,3,"아방쎄 도로"
1302,592,5,"Chemin Progrès"
1303,592,6,Progrès-Weg
1304,592,7,"Vía del Avance"
1305,592,8,"Via Progresso"
1306,592,9,"Avance Trail"
1307,592,11,アバンセ通り
1308,593,1,ハクダンのもり
1309,593,3,백단숲
1310,593,5,"Forêt de Neuvartault"
1311,593,6,Nouvaria-Wald
1312,593,7,"Bosque de Novarte"
1313,593,8,"Bosco Novartopoli"
1314,593,9,"Santalune Forest"
1315,593,11,ハクダンの森
1316,594,1,３ばんどうろ
1317,594,3,3번도로
1318,594,5,"Route 3"
1319,594,6,"Route 3"
1320,594,7,"Ruta 3"
1321,594,8,"Percorso 3"
1322,594,9,"Route 3"
1323,594,11,３番道路
1324,595,1,ウベールどおり
1325,595,3,"우베르 도로"
1326,595,5,"Chemin Ouvert"
1327,595,6,Ouvert-Weg
1328,595,7,"Senda Despejada"
1329,595,8,"Via Aperta"
1330,595,9,"Ouvert Way"
1331,595,11,ウベール通り
1332,596,1,ハクダンシティ
1333,596,3,백단시티
1334,596,5,Neuvartault
1335,596,6,"Nouvaria City"
1336,596,7,"Ciudad Novarte"
1337,596,8,Novartopoli
1338,596,9,"Santalune City"
1339,596,11,ハクダンシティ
1340,597,1,４ばんどうろ
1341,597,3,4번도로
1342,597,5,"Route 4"
1343,597,6,"Route 4"
1344,597,7,"Ruta 4"
1345,597,8,"Percorso 4"
1346,597,9,"Route 4"
1347,597,11,４番道路
1348,598,1,パルテールかいどう
1349,598,3,"파르테르 가도"
1350,598,5,"Route Fleurie"
1351,598,6,Parterre-Weg
1352,598,7,"Senda del Parterre"
1353,598,8,"Viale Parterre"
1354,598,9,"Parterre Way"
1355,598,11,パルテール街道
1356,599,1,ミアレシティ
1357,599,3,미르시티
1358,599,5,Illumis
1359,599,6,"Illumina City"
1360,599,7,"Ciudad Luminalia"
1361,599,8,Luminopoli
1362,599,9,"Lumiose City"
1363,599,11,ミアレシティ
1364,600,1,プリズムタワー
1365,600,3,프리즘타워
1366,600,5,"Tour Prismatique"
1367,600,6,Prismaturm
1368,600,7,"Torre Prisma"
1369,600,8,"Torre Prisma"
1370,600,9,"Prism Tower"
1371,600,11,プリズムタワー
1372,601,1,フラダリラボ
1373,601,3,"플라드리 래버러토리"
1374,601,5,"Labos Lysandre"
1375,601,6,"Labor von Flordelis"
1376,601,7,"Laboratorios Lysson"
1377,601,8,"Laboratori Elisio"
1378,601,9,"Lysandre Labs"
1379,601,11,フラダリラボ
1380,602,1,５ばんどうろ
1381,602,3,5번도로
1382,602,5,"Route 5"
1383,602,6,"Route 5"
1384,602,7,"Ruta 5"
1385,602,8,"Percorso 5"
1386,602,9,"Route 5"
1387,602,11,５番道路
1388,603,1,ベルサンどおり
1389,603,3,"베르성 도로"
1390,603,5,"Chemin du Versant"
1391,603,6,Coteau-Weg
1392,603,7,"Vía Repecho"
1393,603,8,"Via Versante"
1394,603,9,"Versant Road"
1395,603,11,ベルサン通り
1396,604,1,コボクタウン
1397,604,3,고목내마을
1398,604,5,Fort-Vanitas
1399,604,6,Vanitéa
1400,604,7,"Pueblo Vánitas"
1401,604,8,"Castel Vanità"
1402,604,9,"Camphrier Town"
1403,604,11,コボクタウン
1404,605,1,ショボンヌじょう
1405,605,3,"침울한 성"
1406,605,5,"Fort de Vanitas"
1407,605,6,"Château Tristesse"
1408,605,7,"Castillo Caduco"
1409,605,8,"Maniero Sottotono"
1410,605,9,"Shabboneau Castle"
1411,605,11,ショボンヌ城
1412,606,1,６ばんどうろ
1413,606,3,6번도로
1414,606,5,"Route 6"
1415,606,6,"Route 6"
1416,606,7,"Ruta 6"
1417,606,8,"Percorso 6"
1418,606,9,"Route 6"
1419,606,11,６番道路
1420,607,1,パレのなみきみち
1421,607,3,"팔레 가로수 길"
1422,607,5,"Allée du Palais"
1423,607,6,Palais-Allee
1424,607,7,"Alameda del Palacio"
1425,607,8,"Boulevard Palazzo"
1426,607,9,"Palais Lane"
1427,607,11,パレの並木道
1428,608,1,パルファムきゅうでん
1429,608,3,"파르팽 궁전"
1430,608,5,"Palais Chaydeuvre"
1431,608,6,Magnum-Opus-Palast
1432,608,7,"Palacio Cénit"
1433,608,8,"Reggia Aurea"
1434,608,9,"Parfum Palace"
1435,608,11,パルファム宮殿
1436,609,1,７ばんどうろ
1437,609,3,7번도로
1438,609,5,"Route 7"
1439,609,6,"Route 7"
1440,609,7,"Ruta 7"
1441,609,8,"Percorso 7"
1442,609,9,"Route 7"
1443,609,11,７番道路
1444,610,1,リビエールライン
1445,610,3,"리비에르 라인"
1446,610,5,"Chemin des Berges"
1447,610,6,Rivière-Promenade
1448,610,7,"Paseo de la Ribera"
1449,610,8,"Via Fiume"
1450,610,9,"Rivière Walk"
1451,610,11,リビエールライン
1452,611,1,ショウヨウシティ
1453,611,3,삼채시티
1454,611,5,Relifac-le-Haut
1455,611,6,"Relievera City"
1456,611,7,"Ciudad Relieve"
1457,611,8,Altoripoli
1458,611,9,"Cyllage City"
1459,611,11,ショウヨウシティ
1460,612,1,８ばんどうろ
1461,612,3,8번도로
1462,612,5,"Route 8"
1463,612,6,"Route 8"
1464,612,7,"Ruta 8"
1465,612,8,"Percorso 8"
1466,612,9,"Route 8"
1467,612,11,８番道路
1468,613,1,ミュライユかいがん
1469,613,3,"미라유 해안"
1470,613,5,"Falaise Muraille"
1471,613,6,Muraille-Küstenpfad
1472,613,7,"Muralla Costera"
1473,613,8,"Muraglia Costiera"
1474,613,9,"Muraille Coast"
1475,613,11,ミュライユ海岸
1476,614,1,コウジンタウン
1477,614,3,가라마을
1478,614,5,Roche-sur-Gliffe
1479,614,6,Petrophia
1480,614,7,"Pueblo Petroglifo"
1481,614,8,Petroglifari
1482,614,9,"Ambrette Town"
1483,614,11,コウジンタウン
1484,615,1,９ばんどうろ
1485,615,3,9번도로
1486,615,5,"Route 9"
1487,615,6,"Route 9"
1488,615,7,"Ruta 9"
1489,615,8,"Percorso 9"
1490,615,9,"Route 9"
1491,615,11,９番道路
1492,616,1,トゲトゲさんどう
1493,616,3,"뿔 산길"
1494,616,5,"Piste Piquante"
1495,616,6,Rihorn-Pass
1496,616,7,"Paso de Rhyhorn"
1497,616,8,"Sentiero Punzoni"
1498,616,9,"Spikes Passage"
1499,616,11,トゲトゲ山道
1500,617,1,バトルシャトー
1501,617,3,배틀샤토
1502,617,5,"Château de Combat"
1503,617,6,Kampfschloss
1504,617,7,"Bastión Batalla"
1505,617,8,"Castello Lotta"
1506,617,9,"Battle Chateau"
1507,617,11,バトルシャトー
1508,618,1,１０ばんどうろ
1509,618,3,10번도로
1510,618,5,"Route 10"
1511,618,6,"Route 10"
1512,618,7,"Ruta 10"
1513,618,8,"Percorso 10"
1514,618,9,"Route 10"
1515,618,11,１０番道路
1516,619,1,メンヒルロード
1517,619,3,멘히르로드
1518,619,5,"Route Menhir"
1519,619,6,Menhir-Weg
1520,619,7,"Camino Menhires"
1521,619,8,"Strada dei Menhir"
1522,619,9,"Menhir Trail"
1523,619,11,メンヒルロード
1524,620,1,セキタイタウン
1525,620,3,옥유마을
1526,620,5,Cromlac’h
1527,620,6,Cromlexia
1528,620,7,"Pueblo Crómlech"
1529,620,8,Cromleburgo
1530,620,9,"Geosenge Town"
1531,620,11,セキタイタウン
1532,621,1,１１ばんどうろ
1533,621,3,11번도로
1534,621,5,"Route 11"
1535,621,6,"Route 11"
1536,621,7,"Ruta 11"
1537,621,8,"Percorso 11"
1538,621,9,"Route 11"
1539,621,11,１１番道路
1540,622,1,ミロワールどおり
1541,622,3,"미르와르 도로"
1542,622,5,"Chemin Miroir"
1543,622,6,Miroir-Weg
1544,622,7,"Senda Reflejos"
1545,622,8,"Via dei Riflessi"
1546,622,9,"Miroir Way"
1547,622,11,ミロワール通り
1548,623,1,うつしみのどうくつ
1549,623,3,"비춤의 동굴"
1550,623,5,"Grotte Miroitante"
1551,623,6,Spiegelhöhle
1552,623,7,"Cueva Reflejos"
1553,623,8,"Grotta dei Riflessi"
1554,623,9,"Reflection Cave"
1555,623,11,映し身の洞窟
1556,624,1,シャラシティ
1557,624,3,사라시티
1558,624,5,Yantreizh
1559,624,6,"Yantara City"
1560,624,7,"Ciudad Yantra"
1561,624,8,Yantaropoli
1562,624,9,"Shalour City"
1563,624,11,シャラシティ
1564,625,1,マスタータワー
1565,625,3,마스터타워
1566,625,5,"Tour Maîtrise"
1567,625,6,"Turm der Erkenntnis"
1568,625,7,"Torre Maestra"
1569,625,8,"Torre Maestra"
1570,625,9,"Tower of Mastery"
1571,625,11,マスタータワー
1572,626,1,１２ばんどうろ
1573,626,3,12번도로
1574,626,5,"Route 12"
1575,626,6,"Route 12"
1576,626,7,"Ruta 12"
1577,626,8,"Percorso 12"
1578,626,9,"Route 12"
1579,626,11,１２番道路
1580,627,1,フラージュどおり
1581,627,3,"프라주 도로"
1582,627,5,"Chemin Fourrage"
1583,627,6,Fourrage-Weg
1584,627,7,"Vereda del Heno"
1585,627,8,"Via dei Pascoli"
1586,627,9,"Fourrage Road"
1587,627,11,フラージュ通り
1588,628,1,ヒヨクシティ
1589,628,3,비익시티
1590,628,5,"Port Tempères"
1591,628,6,"Tempera City"
1592,628,7,"Ciudad Témpera"
1593,628,8,Temperopoli
1594,628,9,"Coumarine City"
1595,628,11,ヒヨクシティ
1596,629,1,１３ばんどうろ
1597,629,3,13번도로
1598,629,5,"Route 13"
1599,629,6,"Route 13"
1600,629,7,"Ruta 13"
1601,629,8,"Percorso 13"
1602,629,9,"Route 13"
1603,629,11,１３番道路
1604,630,1,ミアレのこうや
1605,630,3,"미르 황야"
1606,630,5,"Steppe d’Illumis"
1607,630,6,Illumina-Steppe
1608,630,7,"Páramo de Luminalia"
1609,630,8,"Landa di Luminopoli"
1610,630,9,"Lumiose Badlands"
1611,630,11,ミアレの荒野
1612,631,1,１４ばんどうろ
1613,631,3,14번도로
1614,631,5,"Route 14"
1615,631,6,"Route 14"
1616,631,7,"Ruta 14"
1617,631,8,"Percorso 14"
1618,631,9,"Route 14"
1619,631,11,１４番道路
1620,632,1,クノエのりんどう
1621,632,3,"후늬 임도"
1622,632,5,"Laie Romant-ss-Bois"
1623,632,6,Romantia-Waldweg
1624,632,7,"Arboleda Romantis"
1625,632,8,"Sentiero Romantopoli"
1626,632,9,"Laverre Nature Trail"
1627,632,11,クノエの林道
1628,633,1,クノエシティ
1629,633,3,후늬시티
1630,633,5,Romant-sous-Bois
1631,633,6,"Romantia City"
1632,633,7,"Ciudad Romantis"
1633,633,8,Romantopoli
1634,633,9,"Laverre City"
1635,633,11,クノエシティ
1636,634,1,ボールこうじょう
1637,634,3,"볼 공장"
1638,634,5,"Usine de Poké Balls"
1639,634,6,Pokéball-Fabrik
1640,634,7,"Fábrica Poké Balls"
1641,634,8,"Fabbrica Poké Ball"
1642,634,9,"Poké Ball Factory"
1643,634,11,ボール工場
1644,635,1,１５ばんどうろ
1645,635,3,15번도로
1646,635,5,"Route 15"
1647,635,6,"Route 15"
1648,635,7,"Ruta 15"
1649,635,8,"Percorso 15"
1650,635,9,"Route 15"
1651,635,11,１５番道路
1652,636,1,ブランどおり
1653,636,3,"브렁 도로"
1654,636,5,"Chemin Brun"
1655,636,6,Brun-Weg
1656,636,7,"Sendero Hojarasca"
1657,636,8,"Via Fogliebrune"
1658,636,9,"Brun Way"
1659,636,11,ブラン通り
1660,637,1,フウジョタウン
1661,637,3,버들비마을
1662,637,5,"La Frescale"
1663,637,6,Frescora
1664,637,7,"Pueblo Fresco"
1665,637,8,Frescovilla
1666,637,9,"Dendemille Town"
1667,637,11,フウジョタウン
1668,638,1,１６ばんどうろ
1669,638,3,16번도로
1670,638,5,"Route 16"
1671,638,6,"Route 16"
1672,638,7,"Ruta 16"
1673,638,8,"Percorso 16"
1674,638,9,"Route 16"
1675,638,11,１６番道路
1676,639,1,トリストどおり
1677,639,3,"트리스트 도로"
1678,639,5,"Chemin Tristesse"
1679,639,6,Tristesse-Weg
1680,639,7,"Senda Melancolía"
1681,639,8,"Via Malinconia"
1682,639,9,"Mélancolie Path"
1683,639,11,トリスト通り
1684,640,1,フロストケイブ
1685,640,3,프로스트케이브
1686,640,5,"Caverne Gelée"
1687,640,6,Frosthöhle
1688,640,7,"Gruta Helada"
1689,640,8,"Caverna Gelata"
1690,640,9,"Frost Cavern"
1691,640,11,フロストケイブ
1692,641,1,１７ばんどうろ
1693,641,3,17번도로
1694,641,5,"Route 17"
1695,641,6,"Route 17"
1696,641,7,"Ruta 17"
1697,641,8,"Percorso 17"
1698,641,9,"Route 17"
1699,641,11,１７番道路
1700,642,1,マンムーロード
1701,642,3,맘모꾸리로드
1702,642,5,"Route Mammochon"
1703,642,6,Mamutel-Weg
1704,642,7,"Sendero Mamoswine"
1705,642,8,"Passo Mamoswine"
1706,642,9,"Mamoswine Road"
1707,642,11,マンムーロード
1708,643,1,ヒャッコクシティ
1709,643,3,향전시티
1710,643,5,Flusselles
1711,643,6,"Fluxia City"
1712,643,7,"Ciudad Fluxus"
1713,643,8,Fluxopoli
1714,643,9,"Anistar City"
1715,643,11,ヒャッコクシティ
1716,644,1,１８ばんどうろ
1717,644,3,18번도로
1718,644,5,"Route 18"
1719,644,6,"Route 18"
1720,644,7,"Ruta 18"
1721,644,8,"Percorso 18"
1722,644,9,"Route 18"
1723,644,11,１８番道路
1724,645,1,エトロワ・バレどおり
1725,645,3,"에뜨르와 발레 도로"
1726,645,5,"Chemin des Gorges"
1727,645,6,Vallée-Étroite-Weg
1728,645,7,"Senda Valle Angosto"
1729,645,8,"Via Valle Stretta"
1730,645,9,"Vallée Étroite Way"
1731,645,11,エトロワ・バレ通り
1732,646,1,レンリタウン
1733,646,3,배롱마을
1734,646,5,Mozheim
1735,646,6,Mosaia
1736,646,7,"Pueblo Mosaico"
1737,646,8,"Ponte Mosaico"
1738,646,9,"Couriway Town"
1739,646,11,レンリタウン
1740,647,1,１９ばんどうろ
1741,647,3,19번도로
1742,647,5,"Route 19"
1743,647,6,"Route 19"
1744,647,7,"Ruta 19"
1745,647,8,"Percorso 19"
1746,647,9,"Route 19"
1747,647,11,１９番道路
1748,648,1,ラルジュ・バレどおり
1749,648,3,"라주 발레 도로"
1750,648,5,"Chemin du Val"
1751,648,6,Vallée-Large-Weg
1752,648,7,"Senda del Gran Valle"
1753,648,8,"Via Valle Larga"
1754,648,9,"Grande Vallée Way"
1755,648,11,ラルジュ・バレ通り
1756,649,1,エイセツシティ
1757,649,3,이설시티
1758,649,5,Auffrac-les-Congères
1759,649,6,"Fractalia City"
1760,649,7,"Ciudad Fractal"
1761,649,8,Fractalopoli
1762,649,9,"Snowbelle City"
1763,649,11,エイセツシティ
1764,650,1,２０ばんどうろ
1765,650,3,20번도로
1766,650,5,"Route 20"
1767,650,6,"Route 20"
1768,650,7,"Ruta 20"
1769,650,8,"Percorso 20"
1770,650,9,"Route 20"
1771,650,11,２０番道路
1772,651,1,まよいのもり
1773,651,3,"미혹의 숲"
1774,651,5,"Bois du Dédale"
1775,651,6,Irrwald
1776,651,7,"Bosque Errantes"
1777,651,8,"Bosco Passoperso"
1778,651,9,"Winding Woods"
1779,651,11,迷いの森
1780,652,1,ポケモンのむら
1781,652,3,포켓몬마을
1782,652,5,"Village Pokémon"
1783,652,6,Pokémon-Dorf
1784,652,7,"Villa Pokémon"
1785,652,8,"Valle dei Pokémon"
1786,652,9,"Pokémon Village"
1787,652,11,ポケモンの村
1788,653,1,２１ばんどうろ
1789,653,3,21번도로
1790,653,5,"Route 21"
1791,653,6,"Route 21"
1792,653,7,"Ruta 21"
1793,653,8,"Percorso 21"
1794,653,9,"Route 21"
1795,653,11,２１番道路
1796,654,1,デルニエどおり
1797,654,3,"데르니에 도로"
1798,654,5,"Chemin Final"
1799,654,6,Dernier-Weg
1800,654,7,"Vía Ultimia"
