id,item_id,local_language_id,name
999,145,5,"Baie Nanana"
1000,145,6,Sananabeere
1001,145,7,"Baya Pinia"
1002,145,8,Baccananas
1003,145,9,"Pinap Berry"
1004,146,1,ザロクのみ
1005,146,3,유석열매
1006,146,5,"Baie Grena"
1007,146,6,Granabeere
1008,146,7,"Baya Grana"
1009,146,8,Baccagrana
1010,146,9,"Pomeg Berry"
1011,147,1,ネコブのみ
1012,147,3,시마열매
1013,147,5,"Baie Alga"
1014,147,6,Setangbeere
1015,147,7,"Baya Algama"
1016,147,8,Baccalga
1017,147,9,"Kelpsy Berry"
1018,148,1,タポルのみ
1019,148,3,파비열매
1020,148,5,"Baie Qualot"
1021,148,6,Qualotbeere
1022,148,7,"Baya Ispero"
1023,148,8,Baccaloquat
1024,148,9,"Qualot Berry"
1025,149,1,ロメのみ
1026,149,3,로매열매
1027,149,5,"Baie Lonme"
1028,149,6,Honmelbeere
1029,149,7,"Baya Meluce"
1030,149,8,Baccamelon
1031,149,9,"Hondew Berry"
1032,150,1,ウブのみ
1033,150,3,또뽀열매
1034,150,5,"Baie Résin"
1035,150,6,Labrusbeere
1036,150,7,"Baya Uvav"
1037,150,8,Baccauva
1038,150,9,"Grepa Berry"
1039,151,1,マトマのみ
1040,151,3,토망열매
1041,151,5,"Baie Tamato"
1042,151,6,Tamotbeere
1043,151,7,"Baya Tamate"
1044,151,8,Baccamodoro
1045,151,9,"Tamato Berry"
1046,152,1,モコシのみ
1047,152,3,수숙열매
1048,152,5,"Baie Siam"
1049,152,6,Saimbeere
1050,152,7,"Baya Mais"
1051,152,8,Baccavena
1052,152,9,"Cornn Berry"
1053,153,1,ゴスのみ
1054,153,3,고스티열매
1055,153,5,"Baie Mangou"
1056,153,6,Magostbeere
1057,153,7,"Baya Aostan"
1058,153,8,Baccagostan
1059,153,9,"Magost Berry"
1060,154,1,ラブタのみ
1061,154,3,라부탐열매
1062,154,5,"Baie Rabuta"
1063,154,6,Rabutabeere
1064,154,7,"Baya Rautan"
1065,154,8,Baccambutan
1066,154,9,"Rabuta Berry"
1067,155,1,ノメルのみ
1068,155,3,노멜열매
1069,155,5,"Baie Tronci"
1070,155,6,Tronzibeere
1071,155,7,"Baya Monli"
1072,155,8,Baccalemon
1073,155,9,"Nomel Berry"
1074,156,1,ノワキのみ
1075,156,3,메호키열매
1076,156,5,"Baie Kiwan"
1077,156,6,Kiwanbeere
1078,156,7,"Baya Wikano"
1079,156,8,Baccamelos
1080,156,9,"Spelon Berry"
1081,157,1,シーヤのみ
1082,157,3,자야열매
1083,157,5,"Baie Palma"
1084,157,6,Pallmbeere
1085,157,7,"Baya Plama"
1086,157,8,Baccapalma
1087,157,9,"Pamtre Berry"
1088,158,1,カイスのみ
1089,158,3,슈박열매
1090,158,5,"Baie Stekpa"
1091,158,6,Wasmelbeere
1092,158,7,"Baya Sambia"
1093,158,8,Baccacomero
1094,158,9,"Watmel Berry"
1095,159,1,ドリのみ
1096,159,3,두리열매
1097,159,5,"Baie Durin"
1098,159,6,Durinbeere
1099,159,7,"Baya Rudion"
1100,159,8,Baccadurian
1101,159,9,"Durin Berry"
1102,160,1,ベリブのみ
1103,160,3,루베열매
1104,160,5,"Baie Myrte"
1105,160,6,Myrtilbeere
1106,160,7,"Baya Andano"
1107,160,8,Baccartillo
1108,160,9,"Belue Berry"
1109,161,1,オッカのみ
1110,161,3,오카열매
1111,161,5,"Baie Chocco"
1112,161,6,Koakobeere
1113,161,7,"Baya Caoca"
1114,161,8,Baccacao
1115,161,9,"Occa Berry"
1116,162,1,イトケのみ
1117,162,3,꼬시개열매
1118,162,5,"Baie Pocpoc"
1119,162,6,Foepasbeere
1120,162,7,"Baya Pasio"
1121,162,8,Baccapasflo
1122,162,9,"Passho Berry"
1123,163,1,ソクノのみ
1124,163,3,초나열매
1125,163,5,"Baie Parma"
1126,163,6,Kerzalbeere
1127,163,7,"Baya Gualot"
1128,163,8,Baccaparmen
1129,163,9,"Wacan Berry"
1130,164,1,リンドのみ
1131,164,3,린드열매
1132,164,5,"Baie Ratam"
1133,164,6,Grindobeere
1134,164,7,"Baya Tamar"
1135,164,8,Baccarindo
1136,164,9,"Rindo Berry"
1137,165,1,ヤチェのみ
1138,165,3,플카열매
1139,165,5,"Baie Nanone"
1140,165,6,Kiroyabeere
1141,165,7,"Baya Rimoya"
1142,165,8,Baccamoya
1143,165,9,"Yache Berry"
1144,166,1,ヨプのみ
1145,166,3,로플열매
1146,166,5,"Baie Pomroz"
1147,166,6,Rospelbeere
1148,166,7,"Baya Pomaro"
1149,166,8,Baccarosmel
1150,166,9,"Chople Berry"
1151,167,1,ビアーのみ
1152,167,3,으름열매
1153,167,5,"Baie Kébia"
1154,167,6,Grarzbeere
1155,167,7,"Baya Kebia"
1156,167,8,Baccakebia
1157,167,9,"Kebia Berry"
1158,168,1,シュカのみ
1159,168,3,슈캐열매
1160,168,5,"Baie Jouca"
1161,168,6,Schukebeere
1162,168,7,"Baya Acardo"
1163,168,8,Baccanaca
1164,168,9,"Shuca Berry"
1165,169,1,バコウのみ
1166,169,3,바코열매
1167,169,5,"Baie Cobaba"
1168,169,6,Kobabeere
1169,169,7,"Baya Kouba"
1170,169,8,Baccababa
1171,169,9,"Coba Berry"
1172,170,1,ウタンのみ
1173,170,3,야파열매
1174,170,5,"Baie Yapap"
1175,170,6,Pyapabeere
1176,170,7,"Baya Payapa"
1177,170,8,Baccapayapa
1178,170,9,"Payapa Berry"
1179,171,1,タンガのみ
1180,171,3,리체열매
1181,171,5,"Baie Panga"
1182,171,6,Tanigabeere
1183,171,7,"Baya Yecana"
1184,171,8,Baccaitan
1185,171,9,"Tanga Berry"
1186,172,1,ヨロギのみ
1187,172,3,루미열매
1188,172,5,"Baie Charti"
1189,172,6,Chiaribeere
1190,172,7,"Baya Alcho"
1191,172,8,Baccaciofo
1192,172,9,"Charti Berry"
1193,173,1,カシブのみ
1194,173,3,수불열매
1195,173,5,"Baie Sédra"
1196,173,6,Zitarzbeere
1197,173,7,"Baya Drasi"
1198,173,8,Baccacitrus
1199,173,9,"Kasib Berry"
1200,174,1,ハバンのみ
1201,174,3,하반열매
1202,174,5,"Baie Fraigo"
1203,174,6,Terirobeere
1204,174,7,"Baya Anjiro"
1205,174,8,Baccahaban
1206,174,9,"Haban Berry"
1207,175,1,ナモのみ
1208,175,3,마코열매
1209,175,5,"Baie Lampou"
1210,175,6,Burleobeere
1211,175,7,"Baya Dillo"
1212,175,8,Baccaxan
1213,175,9,"Colbur Berry"
1214,176,1,リリバのみ
1215,176,3,바리비열매
1216,176,5,"Baie Babiri"
1217,176,6,Babiribeere
1218,176,7,"Baya Baribá"
1219,176,8,Baccababiri
1220,176,9,"Babiri Berry"
1221,177,1,ホズのみ
1222,177,3,카리열매
1223,177,5,"Baie Zalis"
1224,177,6,Latchibeere
1225,177,7,"Baya Chilan"
1226,177,8,Baccacinlan
1227,177,9,"Chilan Berry"
1228,178,1,チイラのみ
1229,178,3,치리열매
1230,178,5,"Baie Lichii"
1231,178,6,Lydzibeere
1232,178,7,"Baya Lichi"
1233,178,8,Baccalici
1234,178,9,"Liechi Berry"
1235,179,1,リュガのみ
1236,179,3,용아열매
1237,179,5,"Baie Lingan"
1238,179,6,Linganbeere
1239,179,7,"Baya Gonlan"
1240,179,8,Baccalongan
1241,179,9,"Ganlon Berry"
1242,180,1,カムラのみ
1243,180,3,캄라열매
1244,180,5,"Baie Sailak"
1245,180,6,Salkabeere
1246,180,7,"Baya Aslac"
1247,180,8,Baccasalak
1248,180,9,"Salac Berry"
1249,181,1,ヤタピのみ
1250,181,3,야타비열매
1251,181,5,"Baie Pitaye"
1252,181,6,Tahaybeere
1253,181,7,"Baya Yapati"
1254,181,8,Baccapitaya
1255,181,9,"Petaya Berry"
1256,182,1,ズアのみ
1257,182,3,규살열매
1258,182,5,"Baie Abriko"
1259,182,6,Apikobeere
1260,182,7,"Baya Aricoc"
1261,182,8,Baccacocca
1262,182,9,"Apicot Berry"
1263,183,1,サンのみ
1264,183,3,랑사열매
1265,183,5,"Baie Lansat"
1266,183,6,Lansatbeere
1267,183,7,"Baya Zonlan"
1268,183,8,Baccalangsa
1269,183,9,"Lansat Berry"
1270,184,1,スターのみ
1271,184,3,스타열매
1272,184,5,"Baie Frista"
1273,184,6,Krambobeere
1274,184,7,"Baya Arabol"
1275,184,8,Baccambola
1276,184,9,"Starf Berry"
1277,185,1,ナゾのみ
1278,185,3,의문열매
1279,185,5,"Baie Enigma"
1280,185,6,Enigmabeere
1281,185,7,"Baya Enigma"
1282,185,8,Baccaenigma
1283,185,9,"Enigma Berry"
1284,186,1,ミクルのみ
1285,186,3,미클열매
1286,186,5,"Baie Micle"
1287,186,6,Wunfrubeere
1288,186,7,"Baya Lagro"
1289,186,8,Baccaracolo
1290,186,9,"Micle Berry"
1291,187,1,イバンのみ
1292,187,3,애슈열매
1293,187,5,"Baie Chérim"
1294,187,6,Eipfelbeere
1295,187,7,"Baya Chiri"
1296,187,8,Baccacrela
1297,187,9,"Custap Berry"
1298,188,1,ジャポのみ
1299,188,3,자보열매
1300,188,5,"Baie Jaboca"
1301,188,6,Jabocabeere
1302,188,7,"Baya Jaboca"
1303,188,8,Baccajaba
1304,188,9,"Jaboca Berry"
1305,189,1,レンブのみ
1306,189,3,애터열매
1307,189,5,"Baie Pommo"
1308,189,6,Roselbeere
1309,189,7,"Baya Magua"
1310,189,8,Baccaroam
1311,189,9,"Rowap Berry"
1312,190,1,ひかりのこな
1313,190,3,반짝가루
1314,190,5,"Poudre Claire"
1315,190,6,Blendpuder
1316,190,7,"Polvo Brillo"
1317,190,8,Luminpolvere
1318,190,9,"Bright Powder"
1319,191,1,しろいハーブ
1320,191,3,하양허브
1321,191,5,"Herbe Blanche"
1322,191,6,Schlohkraut
1323,191,7,"Hierba Blanca"
1324,191,8,Erbachiara
1325,191,9,"White Herb"
1326,192,1,きょうせいギプス
1327,192,3,교정깁스
1328,192,5,"Bracelet Macho"
1329,192,6,Machoband
1330,192,7,"Brazal Firme"
1331,192,8,Crescicappa
1332,192,9,"Macho Brace"
1333,193,1,がくしゅうそうち
1334,193,3,학습장치
1335,193,5,"Multi Exp"
1336,193,6,EP-Teiler
1337,193,7,"Repartir Exp"
1338,193,8,"Condividi Esp."
1339,193,9,"Exp. Share"
1340,194,1,せんせいのツメ
1341,194,3,선제공격손톱
1342,194,5,"Vive Griffe"
1343,194,6,Flinkklaue
1344,194,7,"Garra Rápida"
1345,194,8,Rapidartigli
1346,194,9,"Quick Claw"
1347,195,1,やすらぎのすず
1348,195,3,평온의방울
1349,195,5,"Grelot Zen"
1350,195,6,Sanftglocke
1351,195,7,"Campana Alivio"
1352,195,8,Calmanella
1353,195,9,"Soothe Bell"
1354,196,1,メンタルハーブ
1355,196,3,멘탈허브
1356,196,5,"Herbe Mental"
1357,196,6,Mentalkraut
1358,196,7,"Hierba Mental"
1359,196,8,Mentalerba
1360,196,9,"Mental Herb"
1361,197,1,こだわりハチマキ
1362,197,3,구애머리띠
1363,197,5,"Bandeau Choix"
1364,197,6,Wahlband
1365,197,7,"Cinta Elegida"
1366,197,8,Bendascelta
1367,197,9,"Choice Band"
1368,198,1,おうじゃのしるし
1369,198,3,왕의징표석
1370,198,5,"Roche Royale"
1371,198,6,King-Stein
1372,198,7,"Roca del Rey"
1373,198,8,"Roccia di Re"
1374,198,9,"King's Rock"
1375,199,1,ぎんのこな
1376,199,3,은빛가루
1377,199,5,"Poudre Argentée"
1378,199,6,Silberstaub
1379,199,7,"Polvo Plata"
1380,199,8,Argenpolvere
1381,199,9,"Silver Powder"
1382,200,1,おまもりこばん
1383,200,3,부적금화
1384,200,5,"Pièce Rune"
1385,200,6,Münzamulett
1386,200,7,"Moneda Amuleto"
1387,200,8,Monetamuleto
1388,200,9,"Amulet Coin"
1389,201,1,きよめのおふだ
1390,201,3,순결의부적
1391,201,5,"Rune Purifiante"
1392,201,6,Schutzband
1393,201,7,Amuleto
1394,201,8,Velopuro
1395,201,9,"Cleanse Tag"
1396,202,1,こころのしずく
1397,202,3,마음의물방울
1398,202,5,"Rosée Âme"
1399,202,6,Seelentau
1400,202,7,"Rocío Bondad"
1401,202,8,Cuorugiada
1402,202,9,"Soul Dew"
1403,203,1,しんかいのキバ
1404,203,3,심해의이빨
1405,203,5,"Dent Océan"
1406,203,6,Abysszahn
1407,203,7,"Diente Marino"
1408,203,8,"Dente Abissi"
1409,203,9,"Deep Sea Tooth"
1410,204,1,しんかいのウロコ
1411,204,3,심해의비늘
1412,204,5,"Écaille Océan"
1413,204,6,Abyssplatte
1414,204,7,"Escama Marina"
1415,204,8,Squamabissi
1416,204,9,"Deep Sea Scale"
1417,205,1,けむりだま
1418,205,3,연막탄
1419,205,5,"Boule Fumée"
1420,205,6,Rauchball
1421,205,7,"Bola Humo"
1422,205,8,"Palla Fumo"
1423,205,9,"Smoke Ball"
1424,206,1,かわらずのいし
1425,206,3,변함없는돌
1426,206,5,"Pierre Stase"
1427,206,6,Ewigstein
1428,206,7,"Piedra Eterna"
1429,206,8,Pietrastante
1430,206,9,Everstone
1431,207,1,きあいのハチマキ
1432,207,3,기합의머리띠
1433,207,5,Bandeau
1434,207,6,Fokus-Band
1435,207,7,"Cinta Focus"
1436,207,8,Bandana
1437,207,9,"Focus Band"
1438,208,1,しあわせタマゴ
1439,208,3,행복의알
1440,208,5,"Œuf Chance"
1441,208,6,Glücks-Ei
1442,208,7,"Huevo Suerte"
1443,208,8,Fortunuovo
1444,208,9,"Lucky Egg"
1445,209,1,ピントレンズ
1446,209,3,초점렌즈
1447,209,5,Lentilscope
1448,209,6,Scope-Linse
1449,209,7,Periscopio
1450,209,8,Mirino
1451,209,9,"Scope Lens"
1452,210,1,メタルコート
1453,210,3,금속코트
1454,210,5,"Peau Métal"
1455,210,6,Metallmantel
1456,210,7,"Revest. Metálico"
1457,210,8,Metalcoperta
1458,210,9,"Metal Coat"
1459,211,1,たべのこし
1460,211,3,먹다남은음식
1461,211,5,Restes
1462,211,6,Überreste
1463,211,7,Restos
1464,211,8,Avanzi
1465,211,9,Leftovers
1466,212,1,りゅうのウロコ
1467,212,3,용의비늘
1468,212,5,"Écaille Draco"
1469,212,6,Drachenhaut
1470,212,7,Escamadragón
1471,212,8,"Squama Drago"
1472,212,9,"Dragon Scale"
1473,213,1,でんきだま
1474,213,3,전기구슬
1475,213,5,"Balle Lumière"
1476,213,6,Kugelblitz
1477,213,7,Bolaluminosa
1478,213,8,Elettropalla
1479,213,9,"Light Ball"
1480,214,1,やわらかいすな
1481,214,3,부드러운모래
1482,214,5,"Sable Doux"
1483,214,6,Pudersand
1484,214,7,"Arena Fina"
1485,214,8,"Sabbia Soffice"
1486,214,9,"Soft Sand"
1487,215,1,かたいいし
1488,215,3,딱딱한돌
1489,215,5,"Pierre Dure"
1490,215,6,Granitstein
1491,215,7,"Piedra Dura"
1492,215,8,Pietradura
1493,215,9,"Hard Stone"
1494,216,1,きせきのタネ
1495,216,3,기적의씨
1496,216,5,"Grain Miracle"
1497,216,6,Wundersaat
1498,216,7,"Semilla Milagro"
1499,216,8,Miracolseme
1500,216,9,"Miracle Seed"
1501,217,1,くろいメガネ
1502,217,3,검은안경
1503,217,5,"Lunettes Noires"
1504,217,6,Schattenglas
1505,217,7,"Gafas de Sol"
1506,217,8,Occhialineri
1507,217,9,"Black Glasses"
1508,218,1,くろおび
1509,218,3,검은띠
1510,218,5,"Ceinture Noire"
1511,218,6,Schwarzgurt
1512,218,7,"Cinturón Negro"
1513,218,8,Cinturanera
1514,218,9,"Black Belt"
1515,219,1,じしゃく
1516,219,3,자석
1517,219,5,Aimant
1518,219,6,Magnet
1519,219,7,Imán
1520,219,8,Calamita
1521,219,9,Magnet
1522,220,1,しんぴのしずく
1523,220,3,신비의물방울
1524,220,5,"Eau Mystique"
1525,220,6,Zauberwasser
1526,220,7,"Agua Mística"
1527,220,8,"Acqua Magica"
1528,220,9,"Mystic Water"
1529,221,1,するどいくちばし
1530,221,3,예리한부리
1531,221,5,"Bec Pointu"
1532,221,6,Hackattack
1533,221,7,"Pico Afilado"
1534,221,8,Beccaffilato
1535,221,9,"Sharp Beak"
1536,222,1,どくバリ
1537,222,3,독바늘
1538,222,5,"Pic Venin"
1539,222,6,Giftstich
1540,222,7,"Flecha Venenosa"
1541,222,8,Velenaculeo
1542,222,9,"Poison Barb"
1543,223,1,とけないこおり
1544,223,3,녹지않는얼음
1545,223,5,"Glace Éternelle"
1546,223,6,"Ewiges Eis"
1547,223,7,Antiderretir
1548,223,8,Gelomai
1549,223,9,"Never-Melt Ice"
1550,224,1,のろいのおふだ
1551,224,3,저주의부적
1552,224,5,"Rune Sort"
1553,224,6,Bannsticker
1554,224,7,Hechizo
1555,224,8,Spettrotarga
1556,224,9,"Spell Tag"
1557,225,1,まがったスプーン
1558,225,3,휘어진스푼
1559,225,5,"Cuiller Tordue"
1560,225,6,Krummlöffel
1561,225,7,"Cuchara Torcida"
1562,225,8,"Cucchiaio Torto"
1563,225,9,"Twisted Spoon"
1564,226,1,もくたん
1565,226,3,목탄
1566,226,5,Charbon
1567,226,6,Holzkohle
1568,226,7,Carbón
1569,226,8,Carbonella
1570,226,9,Charcoal
1571,227,1,りゅうのキバ
1572,227,3,용의이빨
1573,227,5,"Croc Dragon"
1574,227,6,Drachenzahn
1575,227,7,"Colmillo Dragón"
1576,227,8,Dentedidrago
1577,227,9,"Dragon Fang"
1578,228,1,シルクのスカーフ
1579,228,3,실크스카프
1580,228,5,"Mouchoir Soie"
1581,228,6,Seidenschal
1582,228,7,"Pañuelo Seda"
1583,228,8,"Sciarpa Seta"
1584,228,9,"Silk Scarf"
1585,229,1,アップグレード
1586,229,3,업그레이드
1587,229,5,Améliorator
1588,229,6,Up-Grade
1589,229,7,Mejora
1590,229,8,Upgrade
1591,229,9,Up-Grade
1592,230,1,かいがらのすず
1593,230,3,조개껍질방울
1594,230,5,"Grelot Coque"
1595,230,6,Seegesang
1596,230,7,"Campana Concha"
1597,230,8,Conchinella
1598,230,9,"Shell Bell"
1599,231,1,うしおのおこう
1600,231,3,바닷물향로
1601,231,5,"Encens Mer"
1602,231,6,Seerauch
1603,231,7,"Incienso Marino"
1604,231,8,Marearoma
1605,231,9,"Sea Incense"
1606,232,1,のんきのおこう
1607,232,3,무사태평향로
1608,232,5,"Encens Doux"
1609,232,6,Laxrauch
1610,232,7,"Incienso Suave"
1611,232,8,Distraroma
1612,232,9,"Lax Incense"
1613,233,1,ラッキーパンチ
1614,233,3,럭키펀치
1615,233,5,"Poing Chance"
1616,233,6,"Lucky Punch"
1617,233,7,"Puño Suerte"
1618,233,8,Fortunpugno
1619,233,9,"Lucky Punch"
1620,234,1,メタルパウダー
1621,234,3,금속파우더
1622,234,5,"Poudre Métal"
1623,234,6,Metallstaub
1624,234,7,"Polvo Metálico"
1625,234,8,Metalpolvere
1626,234,9,"Metal Powder"
1627,235,1,ふといホネ
1628,235,3,굵은뼈
1629,235,5,"Masse Os"
1630,235,6,Kampfknochen
1631,235,7,"Hueso Grueso"
1632,235,8,Ossospesso
1633,235,9,"Thick Club"
1634,236,1,ながねぎ
1635,236,3,대파
1636,236,5,Bâton
1637,236,6,Lauchstange
1638,236,7,Palo
1639,236,8,Gambo
1640,236,9,Stick
1641,237,1,あかいバンダナ
1642,237,3,빨강밴드
1643,237,5,"Foulard Rouge"
1644,237,6,"Roter Schal"
1645,237,7,"Pañuelo Rojo"
1646,237,8,"Fascia Rossa"
1647,237,9,"Red Scarf"
1648,238,1,あおいバンダナ
1649,238,3,파랑밴드
1650,238,5,"Foulard Bleu"
1651,238,6,"Blauer Schal"
1652,238,7,"Pañuelo Azul"
1653,238,8,"Fascia Blu"
1654,238,9,"Blue Scarf"
1655,239,1,ピンクのバンダナ
1656,239,3,분홍밴드
1657,239,5,"Foulard Rose"
1658,239,6,"Rosa Schal"
1659,239,7,"Pañuelo Rosa"
1660,239,8,"Fascia Rosa"
1661,239,9,"Pink Scarf"
1662,240,1,みどりのバンダナ
1663,240,3,초록밴드
1664,240,5,"Foulard Vert"
1665,240,6,"Grüner Schal"
1666,240,7,"Pañuelo Verde"
1667,240,8,"Fascia Verde"
1668,240,9,"Green Scarf"
1669,241,1,きいろのバンダナ
1670,241,3,노랑밴드
1671,241,5,"Foulard Jaune"
1672,241,6,"Gelber Schal"
1673,241,7,"Pañuelo Amarillo"
1674,241,8,"Fascia Gialla"
1675,241,9,"Yellow Scarf"
1676,242,1,こうかくレンズ
1677,242,3,광각렌즈
1678,242,5,Loupe
1679,242,6,Großlinse
1680,242,7,Lupa
1681,242,8,Grandelente
1682,242,9,"Wide Lens"
1683,243,1,ちからのハチマキ
1684,243,3,힘의머리띠
1685,243,5,"Bandeau Muscle"
1686,243,6,Muskelband
1687,243,7,"Cinta Fuerte"
1688,243,8,Muscolbanda
1689,243,9,"Muscle Band"
1690,244,1,ものしりメガネ
1691,244,3,박식안경
1692,244,5,"Lunettes Sages"
1693,244,6,Schlauglas
1694,244,7,"Gafas Especiales"
1695,244,8,Saviocchiali
1696,244,9,"Wise Glasses"
1697,245,1,たつじんのおび
1698,245,3,달인의띠
1699,245,5,"Ceinture Pro"
1700,245,6,Expertengurt
1701,245,7,"Cinta Experto"
1702,245,8,Abilcintura
1703,245,9,"Expert Belt"
1704,246,1,ひかりのねんど
1705,246,3,빛의점토
1706,246,5,Lumargile
1707,246,6,Lichtlehm
1708,246,7,Refleluz
1709,246,8,"Creta Luce"
1710,246,9,"Light Clay"
1711,247,1,いのちのたま
1712,247,3,생명의구슬
1713,247,5,"Orbe Vie"
1714,247,6,Leben-Orb
1715,247,7,Vidasfera
1716,247,8,Assorbisfera
1717,247,9,"Life Orb"
1718,248,1,パワフルハーブ
1719,248,3,파워풀허브
1720,248,5,"Herbe Pouvoir"
1721,248,6,Energiekraut
1722,248,7,"Hierba Única"
1723,248,8,Vigorerba
1724,248,9,"Power Herb"
1725,249,1,どくどくだま
1726,249,3,맹독구슬
1727,249,5,"Orbe Toxique"
1728,249,6,Toxik-Orb
1729,249,7,Toxisfera
1730,249,8,Tossicsfera
1731,249,9,"Toxic Orb"
1732,250,1,かえんだま
1733,250,3,화염구슬
1734,250,5,"Orbe Flamme"
1735,250,6,Heiß-Orb
1736,250,7,Llamasfera
1737,250,8,Fiammosfera
1738,250,9,"Flame Orb"
1739,251,1,スピードパウダー
1740,251,3,스피드파우더
1741,251,5,"Poudre Vite"
1742,251,6,Flottstaub
1743,251,7,"Polvo Veloz"
1744,251,8,Velopolvere
1745,251,9,"Quick Powder"
1746,252,1,きあいのタスキ
1747,252,3,기합의띠
1748,252,5,"Ceinture Force"
1749,252,6,Fokusgurt
1750,252,7,"Banda Focus"
1751,252,8,Focalnastro
1752,252,9,"Focus Sash"
1753,253,1,フォーカスレンズ
1754,253,3,포커스렌즈
1755,253,5,"Lentille Zoom"
1756,253,6,Zoomlinse
1757,253,7,Telescopio
1758,253,8,Zoomlente
1759,253,9,"Zoom Lens"
1760,254,1,メトロノーム
1761,254,3,메트로놈
1762,254,5,Métronome
1763,254,6,Metronom
1764,254,7,Metrónomo
1765,254,8,Plessimetro
1766,254,9,Metronome
1767,255,1,くろいてっきゅう
1768,255,3,검은철구
1769,255,5,"Balle Fer"
1770,255,6,Eisenkugel
1771,255,7,"Bola Férrea"
1772,255,8,Ferropalla
1773,255,9,"Iron Ball"
1774,256,1,こうこうのしっぽ
1775,256,3,느림보꼬리
1776,256,5,Ralentiqueue
1777,256,6,Schwerschwf.
1778,256,7,"Cola Plúmbea"
1779,256,8,Rallentocoda
1780,256,9,"Lagging Tail"
1781,257,1,あかいいと
1782,257,3,빨간실
1783,257,5,"Nœud Destin"
1784,257,6,Fatumknoten
1785,257,7,"Lazo Destino"
1786,257,8,Destincomune
1787,257,9,"Destiny Knot"
1788,258,1,くろいヘドロ
1789,258,3,검은진흙
1790,258,5,"Boue Noire"
1791,258,6,Giftschleim
1792,258,7,"Lodo Negro"
1793,258,8,Fangopece
1794,258,9,"Black Sludge"
1795,259,1,つめたいいわ
1796,259,3,차가운바위
1797,259,5,"Roche Glace"
1798,259,6,Eisbrocken
1799,259,7,"Roca Helada"
1800,259,8,Rocciafredda
1801,259,9,"Icy Rock"
1802,260,1,さらさらいわ
1803,260,3,보송보송바위
1804,260,5,"Roche Lisse"
1805,260,6,Glattbrocken
1806,260,7,"Roca Suave"
1807,260,8,Roccialiscia
1808,260,9,"Smooth Rock"
1809,261,1,あついいわ
1810,261,3,뜨거운바위
1811,261,5,"Roche Chaude"
1812,261,6,Heißbrocken
1813,261,7,"Roca Calor"
1814,261,8,Rocciacalda
1815,261,9,"Heat Rock"
1816,262,1,しめったいわ
1817,262,3,축축한바위
1818,262,5,"Roche Humide"
1819,262,6,Nassbrocken
1820,262,7,"Roca Lluvia"
1821,262,8,Rocciaumida
1822,262,9,"Damp Rock"
1823,263,1,ねばりのかぎづめ
1824,263,3,끈기갈고리손톱
1825,263,5,"Accro Griffe"
1826,263,6,Griffklaue
1827,263,7,"Garra Garfio"
1828,263,8,Presartigli
1829,263,9,"Grip Claw"
1830,264,1,こだわりスカーフ
1831,264,3,구애스카프
1832,264,5,"Mouchoir Choix"
1833,264,6,Wahlschal
1834,264,7,"Pañuelo Elegido"
1835,264,8,Stolascelta
1836,264,9,"Choice Scarf"
1837,265,1,くっつきバリ
1838,265,3,끈적끈적바늘
1839,265,5,Piquants
1840,265,6,Klettdorn
1841,265,7,Toxiestrella
1842,265,8,Vischiopunta
1843,265,9,"Sticky Barb"
1844,266,1,パワーリスト
1845,266,3,파워리스트
1846,266,5,"Poignée Pouvoir"
1847,266,6,Machtreif
1848,266,7,"Brazal Recio"
1849,266,8,Vigorcerchio
1850,266,9,"Power Bracer"
1851,267,1,パワーベルト
1852,267,3,파워벨트
1853,267,5,"Ceinture Pouvoir"
1854,267,6,Machtgurt
1855,267,7,"Cinto Recio"
1856,267,8,Vigorfascia
1857,267,9,"Power Belt"
1858,268,1,パワーレンズ
1859,268,3,파워렌즈
1860,268,5,"Lentille Pouvoir"
1861,268,6,Machtlinse
1862,268,7,"Lente Recia"
1863,268,8,Vigorlente
1864,268,9,"Power Lens"
1865,269,1,パワーバンド
1866,269,3,파워밴드
1867,269,5,"Bandeau Pouvoir"
1868,269,6,Machtband
1869,269,7,"Banda Recia"
1870,269,8,Vigorbanda
1871,269,9,"Power Band"
1872,270,1,パワーアンクル
1873,270,3,파워앵클릿
1874,270,5,"Chaîne Pouvoir"
1875,270,6,Machtkette
1876,270,7,"Franja Recia"
1877,270,8,Vigorgliera
1878,270,9,"Power Anklet"
1879,271,1,パワーウエイト
1880,271,3,파워웨이트
1881,271,5,"Poids Pouvoir"
1882,271,6,Machtgewicht
1883,271,7,"Pesa Recia"
1884,271,8,Vigorpeso
1885,271,9,"Power Weight"
1886,272,1,きれいなぬけがら
1887,272,3,아름다운허물
1888,272,5,"Carapace Mue"
1889,272,6,Wechselhülle
1890,272,7,"Muda Concha"
1891,272,8,Disfoguscio
1892,272,9,"Shed Shell"
1893,273,1,おおきなねっこ
1894,273,3,큰뿌리
1895,273,5,"Grosse Racine"
1896,273,6,Großwurzel
1897,273,7,"Raíz Grande"
1898,273,8,Granradice
1899,273,9,"Big Root"
1900,274,1,こだわりメガネ
1901,274,3,구애안경
1902,274,5,"Lunettes Choix"
1903,274,6,Wahlglas
1904,274,7,"Gafas Elegid"
1905,274,8,Lentiscelta
1906,274,9,"Choice Specs"
1907,275,1,ひのたまプレート
1908,275,3,불구슬플레이트
1909,275,5,"Plaque Flamme"
1910,275,6,Feuertafel
1911,275,7,"Tabla Llama"
1912,275,8,Lastrarogo
1913,275,9,"Flame Plate"
