id,ability_id,version_group_id,language_id,flavor_text
1008,41,11,9,"Prevents the Pokémon
from getting a burn."
1009,41,14,9,"Prevents the Pokémon
from getting a burn."
1010,41,15,1,"やけど　じょうたいに
ならない。"
1011,41,15,3,"화상 상태가
되지 않는다."
1012,41,15,5,"Protège le Pokémon des
brûlures."
1013,41,15,6,"Verhindert Verbrennungen."
1014,41,15,7,"Evita las quemaduras."
1015,41,15,8,"Evita che il Pokémon
resti scottato."
1016,41,15,9,"Prevents the Pokémon
from getting a burn."
1017,41,15,11,"やけど状態に
ならない。"
1018,41,16,1,"やけど　じょうたいに
ならない。"
1019,41,16,3,"화상 상태가
되지 않는다."
1020,41,16,5,"Protège le Pokémon des
brûlures."
1021,41,16,6,"Verhindert Verbrennungen."
1022,41,16,7,"Evita las quemaduras."
1023,41,16,8,"Evita che il Pokémon
resti scottato."
1024,41,16,9,"Prevents the Pokémon
from getting a burn."
1025,41,16,11,"やけど状態に
ならない。"
1026,42,5,9,"Traps STEEL-type POKéMON."
1027,42,6,9,"Traps STEEL-type POKéMON."
1028,42,7,9,"Traps STEEL-type POKéMON."
1029,42,8,9,"Prevents Steel-type
Pokémon from escaping."
1030,42,9,9,"Prevents Steel-type
Pokémon from escaping."
1031,42,10,9,"Prevents Steel-type
Pokémon from escaping."
1032,42,11,5,"Empêche les Pokémon Acier
de fuir."
1033,42,11,9,"Prevents Steel-type
Pokémon from escaping."
1034,42,14,9,"Prevents Steel-type
Pokémon from escaping."
1035,42,15,1,"はがねの　ポケモンを
にげられなくする。"
1036,42,15,3,"강철의 포켓몬을
도망칠 수 없게 한다."
1037,42,15,5,"Empêche les Pokémon Acier
de fuir."
1038,42,15,6,"Hindert Stahl-Pokémon
an der Flucht."
1039,42,15,7,"Impide huir a los Pokémon de
tipo Acero."
1040,42,15,8,"Impedisce la fuga ai Pokémon
di tipo Acciaio."
1041,42,15,9,"Prevents Steel-type
Pokémon from escaping."
1042,42,15,11,"はがねの　ポケモンを
逃げられなくする。"
1043,42,16,1,"はがねの　ポケモンを
にげられなくする。"
1044,42,16,3,"강철의 포켓몬을
도망칠 수 없게 한다."
1045,42,16,5,"Empêche les Pokémon Acier
de fuir."
1046,42,16,6,"Hindert Stahl-Pokémon
an der Flucht."
1047,42,16,7,"Impide huir a los Pokémon de
tipo Acero."
1048,42,16,8,"Impedisce la fuga ai Pokémon
di tipo Acciaio."
1049,42,16,9,"Prevents Steel-type
Pokémon from escaping."
1050,42,16,11,"はがねの　ポケモンを
逃げられなくする。"
1051,43,5,9,"Avoids sound-based moves."
1052,43,6,9,"Avoids sound-based moves."
1053,43,7,9,"Avoids sound-based moves."
1054,43,8,9,"Gives full immunity to all
sound-based moves."
1055,43,9,9,"Gives full immunity to all
sound-based moves."
1056,43,10,9,"Gives full immunity to all
sound-based moves."
1057,43,11,5,"Protège de toutes les
capacités sonores."
1058,43,11,9,"Gives full immunity to all
sound-based moves."
1059,43,14,9,"Gives full immunity to all
sound-based moves."
1060,43,15,1,"おとの　わざを
うけない。"
1061,43,15,3,"소리 기술을
받지 않는다."
1062,43,15,5,"Protège de toutes les capacités
sonores."
1063,43,15,6,"Volle Immunität gegen
alle Lärm-Attacken."
1064,43,15,7,"Evita ataques de sonido."
1065,43,15,8,"Fornisce immunità alle mosse
basate sul suono."
1066,43,15,9,"Gives full immunity to all
sound-based moves."
1067,43,15,11,"音の　技を
受けない。"
1068,43,16,1,"おとの　わざを
うけない。"
1069,43,16,3,"소리 기술을
받지 않는다."
1070,43,16,5,"Protège de toutes les capacités
sonores."
1071,43,16,6,"Volle Immunität gegen
alle Lärm-Attacken."
1072,43,16,7,"Evita ataques de sonido."
1073,43,16,8,"Fornisce immunità alle mosse
basate sul suono."
1074,43,16,9,"Gives full immunity to all
sound-based moves."
1075,43,16,11,"音の　技を
受けない。"
1076,44,5,9,"Slight HP recovery in rain."
1077,44,6,9,"Slight HP recovery in rain."
1078,44,7,9,"Slight HP recovery in rain."
1079,44,8,9,"The Pokémon gradually
recovers HP in rain."
1080,44,9,9,"The Pokémon gradually
recovers HP in rain."
1081,44,10,9,"The Pokémon gradually
recovers HP in rain."
1082,44,11,5,"Récupère progressivement
des PV par temps de pluie."
1083,44,11,9,"The Pokémon gradually
regains HP in rain."
1084,44,14,9,"The Pokémon gradually
regains HP in rain."
1085,44,15,1,"あめのとき　すこしずつ
ＨＰを　かいふくする。"
1086,44,15,3,"비가 올 때 조금씩
HP를 회복한다."
1087,44,15,5,"Récupère progressivement des
PV par temps de pluie."
1088,44,15,6,"Stellt bei Regen langsam
und stetig KP wieder her."
1089,44,15,7,"Recupera PS de forma gradual
cuando llueve."
1090,44,15,8,"Il Pokémon recupera PS
quando piove."
1091,44,15,9,"The Pokémon gradually
regains HP in rain."
1092,44,15,11,"雨のとき　少しずつ
ＨＰを　回復する。"
1093,44,16,1,"あめのとき　すこしずつ
ＨＰを　かいふくする。"
1094,44,16,3,"비가 올 때 조금씩
HP를 회복한다."
1095,44,16,5,"Récupère progressivement des
PV par temps de pluie."
1096,44,16,6,"Stellt bei Regen langsam
und stetig KP wieder her."
1097,44,16,7,"Recupera PS de forma gradual
cuando llueve."
1098,44,16,8,"Il Pokémon recupera PS
quando piove."
1099,44,16,9,"The Pokémon gradually
regains HP in rain."
1100,44,16,11,"雨のとき　少しずつ
ＨＰを　回復する。"
1101,45,5,9,"Summons a sandstorm."
1102,45,6,9,"Summons a sandstorm."
1103,45,7,9,"Summons a sandstorm."
1104,45,8,9,"The Pokémon summons a
sandstorm in battle."
1105,45,9,9,"The Pokémon summons a
sandstorm in battle."
1106,45,10,9,"The Pokémon summons a
sandstorm in battle."
1107,45,11,5,"Le Pokémon invoque une
tempête de sable."
1108,45,11,9,"The Pokémon summons a
sandstorm in battle."
1109,45,14,9,"The Pokémon summons a
sandstorm in battle."
1110,45,15,1,"せんとうで　すなあらしを
おこす。"
1111,45,15,3,"배틀에서 모래바람을
일으킨다."
1112,45,15,5,"Le Pokémon invoque une
tempête de sable."
1113,45,15,6,"Erzeugt im Kampf Sandstürme."
1114,45,15,7,"Crea una tormenta de arena en
el combate."
1115,45,15,8,"Causa una tempesta di sabbia
durante la lotta."
1116,45,15,9,"The Pokémon summons a
sandstorm in battle."
1117,45,15,11,"戦闘で　砂あらしを
おこす。"
1118,45,16,1,"せんとうで　すなあらしを
おこす。"
1119,45,16,3,"배틀에서 모래바람을
일으킨다."
1120,45,16,5,"Le Pokémon invoque une
tempête de sable."
1121,45,16,6,"Erzeugt im Kampf Sandstürme."
1122,45,16,7,"Crea una tormenta de arena en
el combate."
1123,45,16,8,"Causa una tempesta di sabbia
durante la lotta."
1124,45,16,9,"The Pokémon summons a
sandstorm in battle."
1125,45,16,11,"戦闘で　砂あらしを
おこす。"
1126,46,5,9,"Raises foe’s PP usage."
1127,46,6,9,"Raises foe’s PP usage."
1128,46,7,9,"Raises foe’s PP usage."
1129,46,8,9,"The Pokémon raises the
foe’s PP usage."
1130,46,9,9,"The Pokémon raises the
foe’s PP usage."
1131,46,10,9,"The Pokémon raises the
foe’s PP usage."
1132,46,11,5,"Force l’ennemi à
dépenser plus de PP."
1133,46,11,9,"The Pokémon raises the
foe’s PP usage."
1134,46,14,9,"The Pokémon raises the
foe’s PP usage."
1135,46,15,1,"あいての　つかう　わざの
ＰＰを　おおく　へらす。"
1136,46,15,3,"상대가 사용하는 기술의
PP를 많이 줄인다."
1137,46,15,5,"Force l’ennemi à dépenser plus
de PP."
1138,46,15,6,"Steigert den AP-Verbrauch
des Gegners."
1139,46,15,7,"Hace que los PP del rival se
acaben antes."
1140,46,15,8,"Il nemico usa più PP."
1141,46,15,9,"The Pokémon raises opposing
Pokémon’s PP usage."
1142,46,15,11,"相手の　使う　技の
ＰＰを　多く　減らす。"
1143,46,16,1,"あいての　つかう　わざの
ＰＰを　おおく　へらす。"
1144,46,16,3,"상대가 사용하는 기술의
PP를 많이 줄인다."
1145,46,16,5,"Force l’ennemi à dépenser plus
de PP."
1146,46,16,6,"Steigert den AP-Verbrauch
des Gegners."
1147,46,16,7,"Hace que los PP del rival se
acaben antes."
1148,46,16,8,"Il nemico usa più PP."
1149,46,16,9,"The Pokémon raises opposing
Pokémon’s PP usage."
1150,46,16,11,"相手の　使う　技の
ＰＰを　多く　減らす。"
1151,47,5,9,"Heat-and-cold protection."
1152,47,6,9,"Heat-and-cold protection."
1153,47,7,9,"Heat-and-cold protection."
1154,47,8,9,"Raises resistance to Fire-​
and Ice-type moves."
1155,47,9,9,"Raises resistance to Fire-​
and Ice-type moves."
1156,47,10,9,"Ups resistance to Fire-​
and Ice-type moves."
1157,47,11,5,"Augmente la résistance
aux cap. Feu et Glace."
1158,47,11,9,"Ups resistance to Fire-​
and Ice-type moves."
1159,47,14,9,"Ups resistance to Fire-​
and Ice-type moves."
1160,47,15,1,"ほのおと　こおりタイプの
わざに　つよい。"
1161,47,15,3,"불꽃과 얼음타입의
기술에 강하다."
1162,47,15,5,"Augmente la résistance aux
capacités Feu et Glace."
1163,47,15,6,"Stark gegen Attacken der Typen
Feuer und Eis."
1164,47,15,7,"Atenúa los ataques de tipo Fuego
y Hielo."
1165,47,15,8,"Aumenta la resistenza alle mosse
di tipo Fuoco e Ghiaccio."
1166,47,15,9,"Boosts resistance to Fire-​
and Ice-type moves."
1167,47,15,11,"ほのおと　こおりタイプの
技に　強い。"
1168,47,16,1,"ほのおと　こおりタイプの
わざに　つよい。"
1169,47,16,3,"불꽃과 얼음타입의
기술에 강하다."
1170,47,16,5,"Augmente la résistance aux
capacités Feu et Glace."
1171,47,16,6,"Stark gegen Attacken der Typen
Feuer und Eis."
1172,47,16,7,"Atenúa los ataques de tipo Fuego
y Hielo."
1173,47,16,8,"Aumenta la resistenza alle mosse
di tipo Fuoco e Ghiaccio."
1174,47,16,9,"Boosts resistance to Fire-
and Ice-type moves."
1175,47,16,11,"ほのおと　こおりタイプの
技に　強い。"
1176,48,5,9,"Awakens quickly from sleep."
1177,48,6,9,"Awakens quickly from sleep."
1178,48,7,9,"Awakens quickly from sleep."
1179,48,8,9,"The Pokémon awakens
quickly from sleep."
1180,48,9,9,"The Pokémon awakens
quickly from sleep."
1181,48,10,9,"The Pokémon awakens
quickly from sleep."
1182,48,11,5,"Le Pokémon se réveille
plus rapidement."
1183,48,11,9,"The Pokémon awakens
quickly from sleep."
1184,48,14,9,"The Pokémon awakens
quickly from sleep."
1185,48,15,1,"おきるのが　はやくなる。
"
1186,48,15,3,"잠듦 상태에서
빨리 깨어난다."
1187,48,15,5,"Le Pokémon se réveille plus
rapidement."
1188,48,15,6,"Bewirkt, dass das Pokémon
schneller wieder aufwacht."
1189,48,15,7,"El Pokémon se despierta
rápidamente."
1190,48,15,8,"Il Pokémon si risveglia
rapidamente dal sonno."
1191,48,15,9,"The Pokémon awakens
quickly from sleep."
1192,48,15,11,"起きるのが　早くなる。
"
1193,48,16,1,"おきるのが　はやくなる。
"
1194,48,16,3,"잠듦 상태에서
빨리 깨어난다."
1195,48,16,5,"Le Pokémon se réveille plus
rapidement."
1196,48,16,6,"Bewirkt, dass das Pokémon
schneller wieder aufwacht."
1197,48,16,7,"El Pokémon se despierta
rápidamente."
1198,48,16,8,"Il Pokémon si risveglia
rapidamente dal sonno."
1199,48,16,9,"The Pokémon awakens
quickly from sleep."
1200,48,16,11,"起きるのが　早くなる。
"
1201,49,5,9,"Burns the foe on contact."
1202,49,6,9,"Burns the foe on contact."
1203,49,7,9,"Burns the foe on contact."
1204,49,8,9,"Contact with the Pokémon
may burn the foe."
1205,49,9,9,"Contact with the Pokémon
may burn the foe."
1206,49,10,9,"Contact with the Pokémon
may burn the foe."
1207,49,11,5,"Peut brûler l’ennemi s’il y
a contact."
1208,49,11,9,"Contact with the Pokémon
may burn the attacker."
1209,49,14,9,"Contact with the Pokémon
may burn the attacker."
1210,49,15,1,"ふれた　あいてを　やけど
させることがある。"
1211,49,15,3,"접촉한 상대에게
화상을 입힐 때가 있다."
1212,49,15,5,"Peut brûler l’attaquant s’il y a
contact."
1213,49,15,6,"Fügt dem Angreifer bei Berührung
eventuell Verbrennungen zu."
1214,49,15,7,"Puede quemar al mínimo
contacto."
1215,49,15,8,"Al contatto subito, chi sferra
l’attacco può venire scottato."
1216,49,15,9,"Contact with the Pokémon
may burn the attacker."
1217,49,15,11,"触れた　相手を　やけど
させることがある。"
1218,49,16,1,"ふれた　あいてを　やけど
させることがある。"
1219,49,16,3,"접촉한 상대에게
화상을 입힐 때가 있다."
1220,49,16,5,"Peut brûler l’attaquant s’il y a
contact."
1221,49,16,6,"Fügt dem Angreifer bei Berührung
eventuell Verbrennungen zu."
1222,49,16,7,"Puede quemar al mínimo
contacto."
1223,49,16,8,"Al contatto subito, chi sferra
l’attacco può venire scottato."
1224,49,16,9,"Contact with the Pokémon
may burn the attacker."
1225,49,16,11,"触れた　相手を　やけど
させることがある。"
1226,50,5,9,"Makes escaping easier."
1227,50,6,9,"Makes escaping easier."
1228,50,7,9,"Makes escaping easier."
1229,50,8,9,"Enables sure getaway from
wild Pokémon."
1230,50,9,9,"Enables sure getaway from
wild Pokémon."
1231,50,10,9,"Enables sure getaway
from wild Pokémon."
1232,50,11,5,"Permet de fuir n’importe
quel Pokémon sauvage."
1233,50,11,9,"Enables a sure getaway
from wild Pokémon."
1234,50,14,9,"Enables a sure getaway
from wild Pokémon."
1235,50,15,1,"やせいの　ポケモンから
かならず　にげられる。"
1236,50,15,3,"야생 포켓몬으로부터
반드시 도망칠 수 있다."
1237,50,15,5,"Permet de fuir n’importe quel
Pokémon sauvage."
1238,50,15,6,"Die Flucht vor wilden Pokémon
gelingt immer."
1239,50,15,7,"Permite escapar de todos los
Pokémon salvajes."
1240,50,15,8,"Garantisce la fuga dai
Pokémon selvatici."
1241,50,15,9,"Enables a sure getaway
from wild Pokémon."
1242,50,15,11,"野生の　ポケモンから
必ず　逃げられる。"
1243,50,16,1,"やせいの　ポケモンから
かならず　にげられる。"
1244,50,16,3,"야생 포켓몬으로부터
반드시 도망칠 수 있다."
1245,50,16,5,"Permet de fuir n’importe quel
Pokémon sauvage."
1246,50,16,6,"Die Flucht vor wilden Pokémon
gelingt immer."
1247,50,16,7,"Permite escapar de todos los
Pokémon salvajes."
1248,50,16,8,"Garantisce la fuga dai
Pokémon selvatici."
1249,50,16,9,"Enables a sure getaway
from wild Pokémon."
1250,50,16,11,"野生の　ポケモンから
必ず　逃げられる。"
1251,51,5,9,"Prevents loss of accuracy."
1252,51,6,9,"Prevents loss of accuracy."
1253,51,7,9,"Prevents loss of accuracy."
1254,51,8,9,"Prevents the Pokémon
from losing accuracy."
1255,51,9,9,"Prevents the Pokémon
from losing accuracy."
1256,51,10,9,"Prevents the Pokémon
from losing accuracy."
1257,51,11,5,"Empêche le Pokémon de
perdre en Précision."
1258,51,11,9,"Prevents other Pokémon
from lowering accuracy."
1259,51,14,9,"Prevents other Pokémon
from lowering accuracy."
1260,51,15,1,"めいちゅうりつを
さげられない。"
1261,51,15,3,"명중률이
떨어지지 않는다."
1262,51,15,5,"Empêche le Pokémon de perdre
en Précision."
1263,51,15,6,"Hindert Angreifer daran,
die Genauigkeit zu senken."
1264,51,15,7,"Evita que disminuya la Precisión."
1265,51,15,8,"Evita che la precisione
diminuisca."
1266,51,15,9,"Prevents other Pokémon
from lowering accuracy."
1267,51,15,11,"命中率を
さげられない。"
1268,51,16,1,"めいちゅうりつを
さげられない。"
1269,51,16,3,"명중률이
떨어지지 않는다."
1270,51,16,5,"Empêche le Pokémon de perdre
en Précision."
1271,51,16,6,"Hindert Angreifer daran,
die Genauigkeit zu senken."
1272,51,16,7,"Evita que disminuya la Precisión."
1273,51,16,8,"Evita che la precisione
diminuisca."
1274,51,16,9,"Prevents other Pokémon
from lowering accuracy."
1275,51,16,11,"命中率を
さげられない。"
1276,52,5,9,"Prevents ATTACK reduction."
1277,52,6,9,"Prevents ATTACK reduction."
1278,52,7,9,"Prevents ATTACK reduction."
1279,52,8,9,"Prevents the Attack stat
from being lowered."
1280,52,9,9,"Prevents the Attack stat
from being lowered."
1281,52,10,9,"Prevents the Attack
stat from being lowered."
1282,52,11,5,"Empêche la réduction de
l’Attaque."
1283,52,11,9,"Prevents other Pokémon
from lowering Attack stat."
1284,52,14,9,"Prevents other Pokémon
from lowering Attack stat."
1285,52,15,1,"あいてに　こうげきを
さげられない。"
1286,52,15,3,"상대가 공격을
떨어뜨리지 못한다."
1287,52,15,5,"Empêche la réduction de
l’Attaque."
1288,52,15,6,"Hindert Angreifer daran,
den Angriffs-Wert zu senken."
1289,52,15,7,"Evita que disminuya el Ataque."
1290,52,15,8,"Evita che la statistica Attacco
venga ridotta."
1291,52,15,9,"Prevents other Pokémon
from lowering its Attack stat."
1292,52,15,11,"相手に　攻撃を
さげられない。"
1293,52,16,1,"あいてに　こうげきを
さげられない。"
1294,52,16,3,"상대가 공격을
떨어뜨리지 못한다."
1295,52,16,5,"Empêche la réduction de
l’Attaque."
1296,52,16,6,"Hindert Angreifer daran,
den Angriffs-Wert zu senken."
1297,52,16,7,"Evita que disminuya el Ataque."
1298,52,16,8,"Evita che la statistica Attacco
venga ridotta."
1299,52,16,9,"Prevents other Pokémon
from lowering its Attack stat."
1300,52,16,11,"相手に　攻撃を
さげられない。"
1301,53,5,9,"May pick up items."
1302,53,6,9,"May pick up items."
1303,53,7,9,"May pick up items."
1304,53,8,9,"The Pokémon may pick up
items."
1305,53,9,9,"The Pokémon may pick up
items."
1306,53,10,9,"The Pokémon may
pick up items."
1307,53,11,5,"Permet parfois au Pokémon
de ramasser des objets."
1308,53,11,9,"The Pokémon may
pick up items."
1309,53,14,9,"The Pokémon may
pick up items."
1310,53,15,1,"どうぐを　ひろってくる
ことが　ある。"
1311,53,15,3,"도구를 주워올
때가 있다."
1312,53,15,5,"Permet parfois au Pokémon de
ramasser des objets."
1313,53,15,6,"Hebt gelegentlich Items auf."
1314,53,15,7,"El Pokémon puede encontrar
objetos."
1315,53,15,8,"Aumenta la probabilità di trovare
strumenti."
1316,53,15,9,"The Pokémon may
pick up items."
1317,53,15,11,"道具を　拾ってくる
ことが　ある。"
1318,53,16,1,"どうぐを　ひろってくる
ことが　ある。"
1319,53,16,3,"도구를 주워올
때가 있다."
1320,53,16,5,"Permet parfois au Pokémon de
ramasser des objets."
1321,53,16,6,"Hebt gelegentlich Items auf."
1322,53,16,7,"El Pokémon puede encontrar
objetos."
1323,53,16,8,"Aumenta la probabilità di trovare
strumenti."
1324,53,16,9,"The Pokémon may
pick up items."
1325,53,16,11,"道具を　拾ってくる
ことが　ある。"
1326,54,5,9,"Moves only every two turns."
1327,54,6,9,"Moves only every two turns."
1328,54,7,9,"Moves only every two turns."
1329,54,8,9,"The Pokémon can’t attack
on consecutive turns."
1330,54,9,9,"The Pokémon can’t attack
on consecutive turns."
1331,54,10,9,"Pokémon can’t attack
on consecutive turns."
1332,54,11,5,"Le Pokémon ne frappe
qu’un tour sur deux."
1333,54,11,9,"Pokémon can’t attack
on consecutive turns."
1334,54,14,9,"Pokémon can’t attack
on consecutive turns."
1335,54,15,1,"こうげきが　れんぞくで
だせない。"
1336,54,15,3,"연속으로
공격할 수 없다."
1337,54,15,5,"Le Pokémon n’agit qu’un
tour sur deux."
1338,54,15,6,"Greift nur alle zwei Runden an."
1339,54,15,7,"El Pokémon no atacará en turnos
consecutivos."
1340,54,15,8,"Il Pokémon attacca un turno sì
e uno no."
1341,54,15,9,"The Pokémon can’t attack
on consecutive turns."
1342,54,15,11,"攻撃が　連続で
だせない。"
1343,54,16,1,"こうげきが　れんぞくで
だせない。"
1344,54,16,3,"연속으로
공격할 수 없다."
1345,54,16,5,"Le Pokémon n’agit qu’un
tour sur deux."
1346,54,16,6,"Greift nur alle zwei Runden an."
1347,54,16,7,"El Pokémon no atacará en turnos
consecutivos."
1348,54,16,8,"Il Pokémon attacca un turno sì
e uno no."
1349,54,16,9,"The Pokémon can’t attack
on consecutive turns."
1350,54,16,11,"攻撃が　連続で
だせない。"
1351,55,5,9,"Trades accuracy for power."
1352,55,6,9,"Trades accuracy for power."
1353,55,7,9,"Trades accuracy for power."
1354,55,8,9,"Boosts the Attack stat,
but lowers accuracy."
1355,55,9,9,"Boosts the Attack stat,
but lowers accuracy."
1356,55,10,9,"Boosts the Attack stat,
but lowers accuracy."
1357,55,11,5,"Améliore l’Attaque mais
diminue la Précision."
1358,55,11,9,"Boosts the Attack stat,
but lowers accuracy."
1359,55,14,9,"Boosts the Attack stat,
but lowers accuracy."
1360,55,15,1,"こうげきは　たかいが
はずれやすい。"
1361,55,15,3,"공격은 높지만
빗나가기 쉽다."
1362,55,15,5,"Améliore l’Attaque mais diminue
la Précision."
1363,55,15,6,"Erhöht den Angriffs-Wert,
aber senkt die Genauigkeit."
1364,55,15,7,"Aumenta el Ataque, pero reduce
la Precisión."
1365,55,15,8,"Aumenta l’Attacco, ma riduce
la precisione."
1366,55,15,9,"Boosts the Attack stat,
but lowers accuracy."
1367,55,15,11,"攻撃は　たかいが
はずれやすい。"
1368,55,16,1,"こうげきは　たかいが
はずれやすい。"
1369,55,16,3,"공격은 높지만
빗나가기 쉽다."
1370,55,16,5,"Améliore l’Attaque mais diminue
la Précision."
1371,55,16,6,"Erhöht den Angriffs-Wert,
aber senkt die Genauigkeit."
1372,55,16,7,"Aumenta el Ataque, pero reduce
la Precisión."
1373,55,16,8,"Aumenta l’Attacco, ma riduce
la precisione."
1374,55,16,9,"Boosts the Attack stat,
but lowers accuracy."
1375,55,16,11,"攻撃は　たかいが
はずれやすい。"
1376,56,5,9,"Infatuates on contact."
1377,56,6,9,"Infatuates on contact."
1378,56,7,9,"Infatuates on contact."
1379,56,8,9,"Contact with the Pokémon
may cause infatuation."
1380,56,9,9,"Contact with the Pokémon
may cause infatuation."
1381,56,10,9,"Contact with the Pokémon
may cause infatuation."
1382,56,11,5,"Séduit parfois l’ennemi
au contact."
1383,56,11,9,"Contact with the Pokémon
may cause infatuation."
1384,56,14,9,"Contact with the Pokémon
may cause infatuation."
1385,56,15,1,"ふれると　メロメロに
することがある。"
1386,56,15,3,"스치면 헤롱헤롱 상태가
될 때가 있다."
1387,56,15,5,"Séduit parfois l’attaquant au
contact."
1388,56,15,6,"Kann bei Kontakt betörend
wirken."
1389,56,15,7,"Tocar al Pokémon puede causar
enamoramiento."
1390,56,15,8,"Al contatto subito, chi sferra
l’attacco può infatuarsi."
1391,56,15,9,"Contact with the Pokémon
may cause infatuation."
1392,56,15,11,"触れると　メロメロに
することがある。"
1393,56,16,1,"ふれると　メロメロに
することがある。"
1394,56,16,3,"스치면 헤롱헤롱 상태가
될 때가 있다."
1395,56,16,5,"Séduit parfois l’attaquant au
contact."
1396,56,16,6,"Kann bei Kontakt betörend
wirken."
1397,56,16,7,"Tocar al Pokémon puede causar
enamoramiento."
1398,56,16,8,"Al contatto subito, chi sferra
l’attacco può infatuarsi."
1399,56,16,9,"Contact with the Pokémon
may cause infatuation."
1400,56,16,11,"触れると　メロメロに
することがある。"
1401,57,5,9,"Powers up with MINUS."
1402,57,6,9,"Powers up with MINUS."
1403,57,7,9,"Powers up with MINUS."
1404,57,8,9,"Boosts Sp. Atk if another
Pokémon has Minus."
1405,57,9,9,"Boosts Sp. Atk if another
Pokémon has Minus."
1406,57,10,9,"Ups Sp. Atk if another
Pokémon has Minus."
1407,57,11,5,"Augmente l’Atq. Spé. si un
Pokémon a Minus ou Plus."
1408,57,11,9,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
1409,57,14,9,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
1410,57,15,1,"プラスかマイナスがいると
とくこうが　あがる。"
1411,57,15,3,"플러스나 마이너스가 있으면
특수공격이 올라간다."
1412,57,15,5,"Augmente l’Attaque Spéciale si
un Pokémon a Minus ou Plus."
1413,57,15,6,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten sind."
1414,57,15,7,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
1415,57,15,8,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
1416,57,15,9,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
1417,57,15,11,"プラスかマイナスがいると
特攻が　あがる。"
1418,57,16,1,"プラスかマイナスがいると
とくこうが　あがる。"
1419,57,16,3,"플러스나 마이너스가 있으면
특수공격이 올라간다."
1420,57,16,5,"Augmente l’Atq. Spé. si un autre
Pokémon a Minus ou Plus."
1421,57,16,6,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten ist."
1422,57,16,7,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
1423,57,16,8,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
1424,57,16,9,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
1425,57,16,11,"プラスかマイナスがいると
特攻が　あがる。"
1426,58,5,9,"Powers up with PLUS."
1427,58,6,9,"Powers up with PLUS."
1428,58,7,9,"Powers up with PLUS."
1429,58,8,9,"Boosts Sp. Atk if another
Pokémon has Plus."
1430,58,9,9,"Boosts Sp. Atk if another
Pokémon has Plus."
1431,58,10,9,"Ups Sp. Atk if another
Pokémon has Plus."
1432,58,11,5,"Augmente l’Atq. Spé. si un
Pokémon a Minus ou Plus."
1433,58,11,9,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
1434,58,14,9,"Ups Sp. Atk if another
Pokémon has Plus or Minus."
1435,58,15,1,"プラスかマイナスがいると
とくこうが　あがる。"
1436,58,15,3,"플러스나 마이너스가 있으면
특수공격이 올라간다."
1437,58,15,5,"Augmente l’Attaque Spéciale si
un Pokémon a Minus ou Plus."
1438,58,15,6,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten sind."
1439,58,15,7,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
1440,58,15,8,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
1441,58,15,9,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
1442,58,15,11,"プラスかマイナスがいると
特攻が　あがる。"
1443,58,16,1,"プラスかマイナスがいると
とくこうが　あがる。"
1444,58,16,3,"플러스나 마이너스가 있으면
특수공격이 올라간다."
1445,58,16,5,"Augmente l’Atq. Spé. si un autre
Pokémon a Minus ou Plus."
1446,58,16,6,"Erhöht den Spezial-Angriff, wenn
Plus oder Minus vertreten ist."
1447,58,16,7,"Potencia el At. Esp. si algún otro
Pokémon tiene Más o Menos."
1448,58,16,8,"Aumenta l’Attacco Speciale se ci
sono Pokémon con Meno o Più."
1449,58,16,9,"Boosts the Sp. Atk stat if another
Pokémon has Plus or Minus."
1450,58,16,11,"プラスかマイナスがいると
特攻が　あがる。"
1451,59,5,9,"Changes with the weather."
1452,59,6,9,"Changes with the weather."
1453,59,7,9,"Changes with the weather."
1454,59,8,9,"CASTFORM transforms with
the weather."
1455,59,9,9,"CASTFORM transforms with
the weather."
1456,59,10,9,"CASTFORM transforms with
the weather."
1457,59,11,5,"Morphéo change de forme
selon le climat."
1458,59,11,9,"Castform transforms with
the weather."
1459,59,14,9,"Castform transforms with
the weather."
1460,59,15,1,"てんきで　ポワルンが
へんかする。"
1461,59,15,3,"날씨에 따라
캐스퐁이 변화한다."
1462,59,15,5,"Morphéo change de forme selon
le climat."
1463,59,15,6,"Formeo verändert seine Form
abhängig vom Wetter."
1464,59,15,7,"Se transforma según el tiempo
atmosférico."
1465,59,15,8,"La forma di Castform cambia in
base alle condizioni atmosferiche."
1466,59,15,9,"Castform transforms with
the weather."
1467,59,15,11,"天気で　ポワルンが
変化する。"
1468,59,16,1,"てんきで　ポワルンが
へんかする。"
1469,59,16,3,"날씨에 따라
캐스퐁이 변화한다."
