id,pokemon_id,ability_id,is_hidden,slot
1360,553,22,0,1
1361,553,153,0,2
1362,553,83,1,3
1363,554,55,0,1
1364,554,39,1,3
1365,555,125,0,1
1366,555,161,1,3
1367,556,11,0,1
1368,556,34,0,2
1369,556,114,1,3
1370,557,5,0,1
1371,557,75,0,2
1372,557,133,1,3
1373,558,5,0,1
1374,558,75,0,2
1375,558,133,1,3
1376,559,61,0,1
1377,559,153,0,2
1378,559,22,1,3
1379,560,61,0,1
1380,560,153,0,2
1381,560,22,1,3
1382,561,147,0,1
1383,561,98,0,2
1384,561,110,1,3
1385,562,152,0,1
1386,563,152,0,1
1387,564,116,0,1
1388,564,5,0,2
1389,564,33,1,3
1390,565,116,0,1
1391,565,5,0,2
1392,565,33,1,3
1393,566,129,0,1
1394,567,129,0,1
1395,568,1,0,1
1396,568,60,0,2
1397,568,106,1,3
1398,569,1,0,1
1399,569,133,0,2
1400,569,106,1,3
1401,570,149,0,1
1402,571,149,0,1
1403,572,56,0,1
1404,572,101,0,2
1405,572,92,1,3
1406,573,56,0,1
1407,573,101,0,2
1408,573,92,1,3
1409,574,119,0,1
1410,574,172,0,2
1411,574,23,1,3
1412,575,119,0,1
1413,575,172,0,2
1414,575,23,1,3
1415,576,119,0,1
1416,576,172,0,2
1417,576,23,1,3
1418,577,142,0,1
1419,577,98,0,2
1420,577,144,1,3
1421,578,142,0,1
1422,578,98,0,2
1423,578,144,1,3
1424,579,142,0,1
1425,579,98,0,2
1426,579,144,1,3
1427,580,51,0,1
1428,580,145,0,2
1429,580,93,1,3
1430,581,51,0,1
1431,581,145,0,2
1432,581,93,1,3
1433,582,115,0,1
1434,582,133,1,3
1435,583,115,0,1
1436,583,133,1,3
1437,584,115,0,1
1438,584,133,1,3
1439,585,34,0,1
1440,585,157,0,2
1441,585,32,1,3
1442,586,34,0,1
1443,586,157,0,2
1444,586,32,1,3
1445,587,9,0,1
1446,587,78,1,3
1447,588,68,0,1
1448,588,61,0,2
1449,588,99,1,3
1450,589,68,0,1
1451,589,75,0,2
1452,589,142,1,3
1453,590,27,0,1
1454,590,144,1,3
1455,591,27,0,1
1456,591,144,1,3
1457,592,11,0,1
1458,592,130,0,2
1459,592,6,1,3
1460,593,11,0,1
1461,593,130,0,2
1462,593,6,1,3
1463,594,131,0,1
1464,594,93,0,2
1465,594,144,1,3
1466,595,14,0,1
1467,595,127,0,2
1468,595,68,1,3
1469,596,14,0,1
1470,596,127,0,2
1471,596,68,1,3
1472,597,160,0,1
1473,598,160,0,1
1474,598,107,1,3
1475,599,57,0,1
1476,599,58,0,2
1477,599,29,1,3
1478,600,57,0,1
1479,600,58,0,2
1480,600,29,1,3
1481,601,57,0,1
1482,601,58,0,2
1483,601,29,1,3
1484,602,26,0,1
1485,603,26,0,1
1486,604,26,0,1
1487,605,140,0,1
1488,605,28,0,2
1489,605,148,1,3
1490,606,140,0,1
1491,606,28,0,2
1492,606,148,1,3
1493,607,18,0,1
1494,607,49,0,2
1495,607,151,1,3
1496,608,18,0,1
1497,608,49,0,2
1498,608,151,1,3
1499,609,18,0,1
1500,609,49,0,2
1501,609,151,1,3
1502,610,79,0,1
1503,610,104,0,2
1504,610,127,1,3
1505,611,79,0,1
1506,611,104,0,2
1507,611,127,1,3
1508,612,79,0,1
1509,612,104,0,2
1510,612,127,1,3
1511,613,81,0,1
1512,613,155,1,3
1513,614,81,0,1
1514,614,33,1,3
1515,615,26,0,1
1516,616,93,0,1
1517,616,75,0,2
1518,616,142,1,3
1519,617,93,0,1
1520,617,60,0,2
1521,617,84,1,3
1522,618,9,0,1
1523,618,7,0,2
1524,618,8,1,3
1525,619,39,0,1
1526,619,144,0,2
1527,619,120,1,3
1528,620,39,0,1
1529,620,144,0,2
1530,620,120,1,3
1531,621,24,0,1
1532,621,125,0,2
1533,621,104,1,3
1534,622,89,0,1
1535,622,103,0,2
1536,622,99,1,3
1537,623,89,0,1
1538,623,103,0,2
1539,623,99,1,3
1540,624,128,0,1
1541,624,39,0,2
1542,624,46,1,3
1543,625,128,0,1
1544,625,39,0,2
1545,625,46,1,3
1546,626,120,0,1
1547,626,157,0,2
1548,626,43,1,3
1549,627,51,0,1
1550,627,125,0,2
1551,627,55,1,3
1552,628,51,0,1
1553,628,125,0,2
1554,628,128,1,3
1555,629,145,0,1
1556,629,142,0,2
1557,629,133,1,3
1558,630,145,0,1
1559,630,142,0,2
1560,630,133,1,3
1561,631,82,0,1
1562,631,18,0,2
1563,631,73,1,3
1564,632,68,0,1
1565,632,55,0,2
1566,632,54,1,3
1567,633,55,0,1
1568,634,55,0,1
1569,635,26,0,1
1570,636,49,0,1
1571,636,68,1,3
1572,637,49,0,1
1573,637,68,1,3
1574,638,154,0,1
1575,639,154,0,1
1576,640,154,0,1
1577,641,158,0,1
1578,641,128,1,3
1579,642,158,0,1
1580,642,128,1,3
1581,643,163,0,1
1582,644,164,0,1
1583,645,159,0,1
1584,645,125,1,3
1585,646,46,0,1
1586,647,154,0,1
1587,648,32,0,1
1588,649,88,0,1
1589,650,65,0,1
1590,650,171,1,3
1591,651,65,0,1
1592,651,171,1,3
1593,652,65,0,1
1594,652,171,1,3
1595,653,66,0,1
1596,653,170,1,3
1597,654,66,0,1
1598,654,170,1,3
1599,655,66,0,1
1600,655,170,1,3
1601,656,67,0,1
1602,656,168,1,3
1603,657,67,0,1
1604,657,168,1,3
1605,658,67,0,1
1606,658,168,1,3
1607,659,53,0,1
1608,659,167,0,2
1609,659,37,1,3
1610,660,53,0,1
1611,660,167,0,2
1612,660,37,1,3
1613,661,145,0,1
1614,661,177,1,3
1615,662,49,0,1
1616,662,177,1,3
1617,663,49,0,1
1618,663,177,1,3
1619,664,19,0,1
1620,664,14,0,2
1621,664,132,1,3
1622,665,61,0,1
1623,665,132,1,3
1624,666,19,0,1
1625,666,14,0,2
1626,666,132,1,3
1627,667,79,0,1
1628,667,127,0,2
1629,667,153,1,3
1630,668,79,0,1
1631,668,127,0,2
1632,668,153,1,3
1633,669,166,0,1
1634,669,180,1,3
1635,670,166,0,1
1636,670,180,1,3
1637,671,166,0,1
1638,671,180,1,3
1639,672,157,0,1
1640,672,179,1,3
1641,673,157,0,1
1642,673,179,1,3
1643,674,89,0,1
1644,674,104,0,2
1645,674,113,1,3
1646,675,89,0,1
1647,675,104,0,2
1648,675,113,1,3
1649,676,169,0,1
1650,677,51,0,1
1651,677,151,0,2
1652,677,20,1,3
1653,678,51,0,1
1654,678,151,0,2
1655,678,158,1,3
1656,679,99,0,1
1657,680,99,0,1
1658,681,176,0,1
1659,682,131,0,1
1660,682,165,1,3
1661,683,131,0,1
1662,683,165,1,3
1663,684,175,0,1
1664,684,84,1,3
1665,685,175,0,1
1666,685,84,1,3
1667,686,126,0,1
1668,686,21,0,2
1669,686,151,1,3
1670,687,126,0,1
1671,687,21,0,2
1672,687,151,1,3
1673,688,181,0,1
1674,688,97,0,2
1675,688,124,1,3
1676,689,181,0,1
1677,689,97,0,2
1678,689,124,1,3
1679,690,38,0,1
1680,690,143,0,2
1681,690,91,1,3
1682,691,38,0,1
1683,691,143,0,2
1684,691,91,1,3
1685,692,178,0,1
1686,693,178,0,1
1687,694,87,0,1
1688,694,8,0,2
1689,694,94,1,3
1690,695,87,0,1
1691,695,8,0,2
1692,695,94,1,3
1693,696,173,0,1
1694,696,5,1,3
1695,697,173,0,1
1696,697,69,1,3
1697,698,174,0,1
1698,698,117,1,3
1699,699,174,0,1
1700,699,117,1,3
1701,700,56,0,1
1702,700,182,1,3
1703,701,7,0,1
1704,701,84,0,2
1705,701,104,1,3
1706,702,167,0,1
1707,702,53,0,2
1708,702,57,1,3
1709,703,29,0,1
1710,703,5,1,3
1711,704,157,0,1
1712,704,93,0,2
1713,704,183,1,3
1714,705,157,0,1
1715,705,93,0,2
1716,705,183,1,3
1717,706,157,0,1
1718,706,93,0,2
1719,706,183,1,3
1720,707,158,0,1
1721,707,170,1,3
1722,708,30,0,1
1723,708,119,0,2
1724,708,139,1,3
1725,709,30,0,1
1726,709,119,0,2
1727,709,139,1,3
1728,710,53,0,1
1729,710,119,0,2
1730,710,15,1,3
1731,711,53,0,1
1732,711,119,0,2
1733,711,15,1,3
1734,712,20,0,1
1735,712,115,0,2
1736,712,5,1,3
1737,713,20,0,1
1738,713,115,0,2
1739,713,5,1,3
1740,714,119,0,1
1741,714,151,0,2
1742,714,140,1,3
1743,715,119,0,1
1744,715,151,0,2
1745,715,140,1,3
1746,716,187,0,1
1747,717,186,0,1
1748,718,188,0,1
1749,719,29,0,1
1750,720,170,0,1
1751,721,11,0,1
1752,10001,46,0,1
1753,10002,46,0,1
1754,10003,46,0,1
1755,10004,107,0,1
1756,10004,142,1,3
1757,10005,107,0,1
1758,10005,142,1,3
1759,10006,32,0,1
1760,10007,26,0,1
1761,10008,26,0,1
1762,10009,26,0,1
1763,10010,26,0,1
1764,10011,26,0,1
1765,10012,26,0,1
1766,10013,59,0,1
1767,10014,59,0,1
1768,10015,59,0,1
1769,10016,69,0,1
1770,10016,91,0,2
1771,10016,104,1,3
1772,10017,125,0,1
1773,10017,161,1,3
1774,10018,32,0,1
1775,10019,144,0,1
1776,10020,10,0,1
1777,10021,22,0,1
1778,10022,164,0,1
1779,10023,163,0,1
1780,10024,154,0,1
1781,10025,51,0,1
1782,10025,151,0,2
1783,10025,172,1,3
1784,10026,176,0,1
1785,10027,53,0,1
1786,10027,119,0,2
1787,10027,15,1,3
1788,10028,53,0,1
1789,10028,119,0,2
1790,10028,15,1,3
1791,10029,53,0,1
1792,10029,119,0,2
1793,10029,15,1,3
1794,10030,53,0,1
1795,10030,119,0,2
1796,10030,15,1,3
1797,10031,53,0,1
1798,10031,119,0,2
1799,10031,15,1,3
1800,10032,53,0,1
1801,10032,119,0,2
1802,10032,15,1,3
1803,10033,47,0,1
1804,10034,181,0,1
1805,10035,70,0,1
1806,10036,178,0,1
1807,10037,36,0,1
1808,10038,23,0,1
1809,10039,185,0,1
1810,10040,184,0,1
1811,10041,104,0,1
1812,10042,181,0,1
1813,10043,80,0,1
1814,10044,15,0,1
1815,10045,104,0,1
1816,10046,101,0,1
1817,10047,92,0,1
1818,10048,94,0,1
1819,10049,45,0,1
1820,10050,3,0,1
1821,10051,182,0,1
1822,10052,37,0,1
1823,10053,111,0,1
1824,10054,74,0,1
1825,10055,22,0,1
1826,10056,158,0,1
1827,10057,156,0,1
1828,10058,159,0,1
1829,10059,91,0,1
1830,10060,117,0,1
1831,10061,166,0,1
1832,10061,180,1,3
1833,10062,26,0,1
1834,10063,26,0,1
1835,10064,33,0,1
1836,10065,31,0,1
1837,10066,156,0,1
1838,10067,182,0,1
1839,10068,39,0,1
1840,10069,131,0,1
1841,10070,173,0,1
1842,10071,75,0,1
1843,10072,159,0,1
1844,10073,99,0,1
1845,10074,174,0,1
1846,10075,156,0,1
1847,10076,181,0,1
1848,10077,189,0,1
1849,10078,190,0,1
1850,10079,191,0,1
1851,10080,9,0,1
1852,10080,31,1,3
1853,10081,9,0,1
1854,10081,31,1,3
1855,10082,9,0,1
1856,10082,31,1,3
1857,10083,9,0,1
1858,10083,31,1,3
1859,10084,9,0,1
1860,10084,31,1,3
1861,10085,9,0,1
1862,10085,31,1,3
1863,10086,170,0,1
1864,10087,125,0,1
1865,10088,113,0,1
1866,10089,184,0,1
1867,10090,91,0,1
