id,move_id,version_group_id,language_id,flavor_text
2343,87,16,3,"강한 번개를
상대에게 떨어뜨려 공격한다.
마비 상태로 만들 때가 있다."
2344,87,16,5,"La foudre tombe sur l’ennemi pour lui infliger
des dégâts. Peut aussi le paralyser."
2345,87,16,6,"Eine verheerende Elektro-Attacke,
die das Ziel eventuell paralysiert."
2346,87,16,7,"Un poderoso rayo que daña al objetivo y puede 
paralizarlo."
2347,87,16,8,"Il bersaglio è colpito da un lampo molto violento
che può anche paralizzarlo."
2348,87,16,9,"A wicked thunderbolt is dropped
on the target to inflict damage.
This may also leave the target with paralysis."
2349,87,16,11,"激しい　雷を
相手に　落として　攻撃する。
まひ状態に　することが　ある。"
2350,88,3,9,"Drops rocks on the
enemy."
2351,88,4,9,"Drops rocks on the
enemy."
2352,88,5,9,"Throws small rocks to
strike the foe."
2353,88,6,9,"Throws small rocks to
strike the foe."
2354,88,7,9,"The foe is attacked
with a shower of
small, easily
thrown rocks."
2355,88,8,9,"The user picks up
and throws a small
rock at the foe to
attack.
"
2356,88,9,9,"The user picks up
and throws a small
rock at the foe to
attack.
"
2357,88,10,9,"The user picks up
and throws a small
rock at the foe to
attack.
"
2358,88,11,5,"Le lanceur lâche une
pierre sur l’ennemi."
2359,88,11,9,"The user picks up and throws a small
rock at the target to attack."
2360,88,14,9,"The user picks up and throws a small
rock at the target to attack."
2361,88,15,1,"ちいさな　いわを　もちあげて
あいてに　なげつけて　こうげきする。
"
2362,88,15,3,"작은 바위를 들어올려
상대에게 내던져서 공격한다."
2363,88,15,5,"Le lanceur lâche une pierre sur l’ennemi."
2364,88,15,6,"Das Ziel wird mit einem kleinen Stein beworfen."
2365,88,15,7,"Tira una pequeña roca al objetivo."
2366,88,15,8,"Chi la usa solleva una roccia e la lancia
contro il bersaglio."
2367,88,15,9,"The user picks up and throws a small
rock at the target to attack."
2368,88,15,11,"小さな　岩を　持ちあげて
相手に　投げつけて　攻撃する。
"
2369,88,16,1,"ちいさな　いわを　もちあげて
あいてに　なげつけて　こうげきする。
"
2370,88,16,3,"작은 바위를 들어올려
상대에게 내던져서 공격한다."
2371,88,16,5,"Le lanceur lâche une pierre sur l’ennemi."
2372,88,16,6,"Das Ziel wird mit einem kleinen Stein beworfen."
2373,88,16,7,"Tira una pequeña roca al objetivo."
2374,88,16,8,"Chi la usa solleva una roccia e la lancia
contro il bersaglio."
2375,88,16,9,"The user picks up and throws a small
rock at the target to attack."
2376,88,16,11,"小さな　岩を　持ちあげて
相手に　投げつけて　攻撃する。
"
2377,89,3,9,"Tough but useless
vs. flying foes."
2378,89,4,9,"Tough but useless
vs. flying foes."
2379,89,5,9,"A powerful quake, but has
no effect on flying foes."
2380,89,6,9,"A powerful quake, but has
no effect on flying foes."
2381,89,7,9,"An earthquake that
strikes all POKéMON
in battle excluding
the user."
2382,89,8,9,"The user sets off an
earthquake that hits
all the Pokémon in
the battle.
"
2383,89,9,9,"The user sets off an
earthquake that hits
all the Pokémon in
the battle.
"
2384,89,10,9,"The user sets off an
earthquake that hits
all the Pokémon in
the battle.
"
2385,89,11,5,"Le lanceur provoque un tremblement
de terre touchant tous les Pokémon
autour de lui."
2386,89,11,9,"The user sets off an earthquake that
strikes those around it."
2387,89,14,9,"The user sets off an earthquake that
strikes those around it."
2388,89,15,1,"じしんの　しょうげきで　じぶんの
まわりに　いるものを　こうげきする。
"
2389,89,15,3,"지진의 충격으로 자신의
주위에 있는 포켓몬을 공격한다."
2390,89,15,5,"Le lanceur provoque un tremblement de terre
touchant tous les Pokémon autour de lui."
2391,89,15,6,"Ein mächtiges Beben, das die anderen Pokémon
in der Nähe des Anwenders trifft."
2392,89,15,7,"Un terremoto que afecta a los Pokémon de
alrededor en combate."
2393,89,15,8,"Chi la usa provoca un potente sisma che colpisce
i Pokémon che ha intorno."
2394,89,15,9,"The user sets off an earthquake that
strikes every Pokémon around it.
"
2395,89,15,11,"地震の　衝撃で　自分の
周りに　いるものを　攻撃する。
"
2396,89,16,1,"じしんの　しょうげきで　じぶんの
まわりに　いるものを　こうげきする。
"
2397,89,16,3,"지진의 충격으로 자신의
주위에 있는 포켓몬을 공격한다."
2398,89,16,5,"Le lanceur provoque un tremblement de terre
touchant tous les Pokémon autour de lui."
2399,89,16,6,"Ein mächtiges Beben, das die anderen Pokémon
in der Nähe des Anwenders trifft."
2400,89,16,7,"Un terremoto que afecta a los Pokémon de alrededor 
en combate."
2401,89,16,8,"Chi la usa provoca un potente sisma che colpisce
i Pokémon che ha intorno."
2402,89,16,9,"The user sets off an earthquake that
strikes every Pokémon around it.
"
2403,89,16,11,"地震の　衝撃で　自分の
周りに　いるものを　攻撃する。
"
2404,90,3,9,"A ground-type,
one-hit KO attack."
2405,90,4,9,"A ground-type,
one-hit KO attack."
2406,90,5,9,"A one-hit KO move that
drops the foe in a fissure."
2407,90,6,9,"A one-hit KO move that
drops the foe in a fissure."
2408,90,7,9,"The foe is dropped
into a fissure.
The foe faints if it
hits."
2409,90,8,9,"The user opens up a
fissure in the ground
and drops the foe in.
The target instantly
faints if it hits."
2410,90,9,9,"The user opens up a
fissure in the ground
and drops the foe in.
The target instantly
faints if it hits."
2411,90,10,9,"The user opens up a
fissure in the ground
and drops the foe in.
The target instantly
faints if it hits."
2412,90,11,5,"Le lanceur fait tomber l’ennemi dans une
crevasse. Si cette attaque réussit,
elle met K.O. sur le coup."
2413,90,11,9,"The user opens up a fissure in the ground
and drops the target in.
The target instantly faints if it hits."
2414,90,14,9,"The user opens up a fissure in the ground
and drops the target in.
The target instantly faints if it hits."
2415,90,15,1,"じわれの　さけめに
あいてを　おとして　こうげきする。
あたれば　いちげきで　ひんしに　する。"
2416,90,15,3,"땅이 갈라진 곳에
상대를 떨어뜨려 공격한다.
맞으면 일격에 기절한다."
2417,90,15,5,"Le lanceur fait tomber l’ennemi dans une crevasse.
Si cette attaque réussit, elle met K.O. sur le coup."
2418,90,15,6,"Das Ziel wird in eine Erdspalte geworfen.
Ist die Attacke erfolgreich, führt sie zu einem K.O."
2419,90,15,7,"Abre una grieta en el suelo y mete al objetivo en
ella. Fulmina en un golpe."
2420,90,15,8,"Chi la usa crea una spaccatura nel terreno e cerca
di gettarvici dentro il bersaglio. Se va a segno,
il Pokémon colpito va KO."
2421,90,15,9,"The user opens up a fissure in the ground
and drops the target in.
The target faints instantly if this attack hits."
2422,90,15,11,"地割れの　裂け目に
相手を　落として　攻撃する。
当たれば　一撃で　ひんしに　する。"
2423,90,16,1,"じわれの　さけめに
あいてを　おとして　こうげきする。
あたれば　いちげきで　ひんしに　する。"
2424,90,16,3,"땅이 갈라진 곳에
상대를 떨어뜨려 공격한다.
맞으면 일격에 기절한다."
2425,90,16,5,"Le lanceur fait tomber l’ennemi dans une crevasse.
Si cette attaque réussit, elle met K.O. sur le coup."
2426,90,16,6,"Das Ziel wird in eine Erdspalte geworfen.
Ist die Attacke erfolgreich, führt sie zu einem K.O."
2427,90,16,7,"Abre una grieta en el suelo y mete al objetivo en ella. 
Fulmina en un golpe."
2428,90,16,8,"Chi la usa crea una spaccatura nel terreno e cerca
di gettarvici dentro il bersaglio. Se va a segno,
il Pokémon colpito va KO."
2429,90,16,9,"The user opens up a fissure in the ground
and drops the target in.
The target faints instantly if this attack hits."
2430,90,16,11,"地割れの　裂け目に
相手を　落として　攻撃する。
当たれば　一撃で　ひんしに　する。"
2431,91,3,9,"1st turn: Burrow
2nd turn: Attack"
2432,91,4,9,"1st turn: Burrow
2nd turn: Attack"
2433,91,5,9,"Digs underground the first
turn and strikes next turn."
2434,91,6,9,"Digs underground the first
turn and strikes next turn."
2435,91,7,9,"An attack that hits
on the 2nd turn.
Can also be used
to exit dungeons."
2436,91,8,9,"The user burrows,
then attacks on the
second turn.
It can also be used
to exit dungeons."
2437,91,9,9,"The user burrows,
then attacks on the
second turn.
It can also be used
to exit dungeons."
2438,91,10,9,"The user burrows,
then attacks on the
second turn.
It can also be used
to exit dungeons."
2439,91,11,5,"Le lanceur creuse au 1er tour et
frappe au 2è. Permet aussi de
s’échapper d’un donjon."
2440,91,11,9,"The user burrows, then attacks
on the second turn.
It can also be used to exit dungeons."
2441,91,14,9,"The user burrows, then attacks
on the second turn.
It can also be used to exit dungeons."
2442,91,15,1,"１ターンめに　もぐり　２ターンめで
あいてを　こうげきする。どうくつ
からの　だっしゅつも　できる。"
2443,91,15,3,"1턴째에 파고들어 2턴째에
상대를 공격한다.
동굴에서 탈출할 수도 있다."
2444,91,15,5,"Le lanceur creuse au premier tour et frappe au
second. Permet aussi de sortir des grottes."
2445,91,15,6,"In Runde 1 gräbt sich der Anwender ein und
in Runde 2 greift er an. Macht Flucht aus
Höhlen möglich."
2446,91,15,7,"Primer turno: cava. Segundo turno: ataca. También
sirve para salir de ciertas zonas."
2447,91,15,8,"Chi la usa scava al primo turno e attacca
al successivo. Fuori dalla lotta fa uscire
da alcuni luoghi."
2448,91,15,9,"The user burrows, then attacks
on the next turn.
It can also be used to exit dungeons."
2449,91,15,11,"１ターン目に　潜り　２ターン目で
相手を　攻撃する。
洞窟からの　脱出も　できる。"
2450,91,16,1,"１ターンめに　もぐり　２ターンめで
あいてを　こうげきする。どうくつ
からの　だっしゅつも　できる。"
2451,91,16,3,"1턴째에 파고들어 2턴째에
상대를 공격한다.
동굴에서 탈출할 수도 있다."
2452,91,16,5,"Le lanceur creuse au premier tour et frappe au
second. Permet aussi de sortir des grottes."
2453,91,16,6,"In Runde 1 gräbt sich der Anwender ein und
in Runde 2 greift er an. Macht Flucht aus
Höhlen möglich."
2454,91,16,7,"Primer turno: cava. Segundo turno: ataca. También 
sirve para salir de ciertas zonas."
2455,91,16,8,"Chi la usa scava al primo turno e attacca
al successivo. Fuori dalla lotta fa uscire
da alcuni luoghi."
2456,91,16,9,"The user burrows, then attacks
on the next turn.
It can also be used to exit dungeons."
2457,91,16,11,"１ターン目に　潜り　２ターン目で
相手を　攻撃する。
洞窟からの　脱出も　できる。"
2458,92,3,9,"A poison move with
increasing damage."
2459,92,4,9,"A poison move with
increasing damage."
2460,92,5,9,"Poisons the foe with an
intensifying toxin."
2461,92,6,9,"Poisons the foe with an
intensifying toxin."
2462,92,7,9,"A move that badly
poisons the foe.
Its poison damage
worsens every turn."
2463,92,8,9,"A move that leaves
the target badly
poisoned.
Its poison damage
worsens every turn."
2464,92,9,9,"A move that leaves
the target badly
poisoned.
Its poison damage
worsens every turn."
2465,92,10,9,"A move that leaves
the target badly
poisoned.
Its poison damage
worsens every turn."
2466,92,11,5,"Empoisonne gravement l’ennemi. Les dégâts
dus au poison augmentent à chaque tour."
2467,92,11,9,"A move that leaves the target
badly poisoned.
Its poison damage worsens every turn."
2468,92,14,9,"A move that leaves the target
badly poisoned.
Its poison damage worsens every turn."
2469,92,15,1,"あいてを　もうどくの
じょうたいに　する。ターンが　すすむほど
どくの　ダメージが　ふえていく。"
2470,92,15,3,"상대를 맹독의 상태로 만든다.
턴이 진행될수록
독의 데미지가 증가한다."
2471,92,15,5,"Empoisonne gravement l’ennemi.
Les dégâts dus au poison augmentent à chaque
tour."
2472,92,15,6,"Vergiftet das Ziel mit einem potenten Toxin schwer.
Vergiftung wird von Runde zu Runde stärker."
2473,92,15,7,"Envenena gravemente al objetivo y causa un daño
mayor en cada turno."
2474,92,15,8,"Iperavvelena il bersaglio con una potente tossina.
Il danno peggiora a ogni turno."
2475,92,15,9,"A move that leaves the target
badly poisoned.
Its poison damage worsens every turn."
2476,92,15,11,"相手を　猛毒の　状態に　する。
ターンが　すすむほど
毒の　ダメージが　増えていく。"
2477,92,16,1,"あいてを　もうどくの
じょうたいに　する。ターンが　すすむほど
どくの　ダメージが　ふえていく。"
2478,92,16,3,"상대를 맹독의 상태로 만든다.
턴이 진행될수록
독의 데미지가 증가한다."
2479,92,16,5,"Empoisonne gravement l’ennemi.
Les dégâts dus au poison augmentent à chaque
tour."
2480,92,16,6,"Vergiftet das Ziel mit einem potenten Toxin schwer.
Vergiftung wird von Runde zu Runde stärker."
2481,92,16,7,"Envenena gravemente al objetivo y causa un daño 
mayor en cada turno."
2482,92,16,8,"Iperavvelena il bersaglio con una potente tossina.
Il danno peggiora a ogni turno."
2483,92,16,9,"A move that leaves the target
badly poisoned.
Its poison damage worsens every turn."
2484,92,16,11,"相手を　猛毒の　状態に　する。
ターンが　すすむほど
毒の　ダメージが　増えていく。"
2485,93,3,9,"An attack that may
cause confusion."
2486,93,4,9,"An attack that may
cause confusion."
2487,93,5,9,"A psychic attack that may
cause confusion."
2488,93,6,9,"A psychic attack that may
cause confusion."
2489,93,7,9,"A weak telekinetic
attack that may
also leave the foe
confused."
2490,93,8,9,"The foe is hit by a
weak telekinetic
force. It may also
leave the foe
confused."
2491,93,9,9,"The foe is hit by a
weak telekinetic
force. It may also
leave the foe
confused."
2492,93,10,9,"The foe is hit by a
weak telekinetic
force. It may also
leave the foe
confused."
2493,93,11,5,"Une faible vague télékinésique
frappe l’ennemi. Peut aussi le
plonger dans la confusion."
2494,93,11,9,"The target is hit by a weak telekinetic
force. It may also leave the
target confused."
2495,93,14,9,"The target is hit by a weak telekinetic
force. It may also leave the
target confused."
2496,93,15,1,"よわい　ねんりきを
あいてに　おくって　こうげきする。
あいてを　こんらん　させることが　ある。"
2497,93,15,3,"약한 염동력을
상대에게 보내어 공격한다.
상대를 혼란시킬 때가 있다."
2498,93,15,5,"Une faible vague télékinésique frappe l’ennemi.
Peut aussi le plonger dans la confusion."
2499,93,15,6,"Das Ziel wird von schwacher telekinetischer
Energie getroffen und eventuell verwirrt."
2500,93,15,7,"Débil ataque telequinético que puede causar
confusión."
2501,93,15,8,"Colpisce il bersaglio con una leggera forza
telecinetica e può anche confonderlo."
2502,93,15,9,"The target is hit by a weak telekinetic
force. This may also confuse the target."
2503,93,15,11,"弱い　念力を
相手に　送って　攻撃する。
相手を　混乱させることが　ある。"
2504,93,16,1,"よわい　ねんりきを
あいてに　おくって　こうげきする。
あいてを　こんらん　させることが　ある。"
2505,93,16,3,"약한 염동력을
상대에게 보내어 공격한다.
상대를 혼란시킬 때가 있다."
2506,93,16,5,"Une faible vague télékinétique frappe l’ennemi.
Peut aussi le plonger dans la confusion."
2507,93,16,6,"Das Ziel wird von schwacher telekinetischer
Energie getroffen und eventuell verwirrt."
2508,93,16,7,"Débil ataque telequinético que puede causar 
confusión."
2509,93,16,8,"Colpisce il bersaglio con una leggera forza
telecinetica e può anche confonderlo."
2510,93,16,9,"The target is hit by a weak telekinetic
force. This may also confuse the target."
2511,93,16,11,"弱い　念力を
相手に　送って　攻撃する。
相手を　混乱させることが　ある。"
2512,94,3,9,"An attack that may
lower SPCL.DEF."
2513,94,4,9,"An attack that may
lower SPCL.DEF."
2514,94,5,9,"A powerful psychic attack
that may lower SP. DEF."
2515,94,6,9,"A powerful psychic attack
that may lower SP. DEF."
2516,94,7,9,"A strong telekinetic
attack. It may also
lower the foe’s
SP. DEF stat."
2517,94,8,9,"The foe is hit by a
strong telekinetic
force. It may also
reduce the foe’s
Sp. Def stat."
2518,94,9,9,"The foe is hit by a
strong telekinetic
force. It may also
reduce the foe’s
Sp. Def stat."
2519,94,10,9,"The foe is hit by a
strong telekinetic
force. It may also
reduce the foe’s
Sp. Def stat."
2520,94,11,5,"Une puissante force télékinésique
frappe l’ennemi. Peut aussi faire
baisser sa Défense Spéciale."
2521,94,11,9,"The target is hit by a strong telekinetic
force. It may also reduce the target’s
Sp. Def stat."
2522,94,14,9,"The target is hit by a strong telekinetic
force. It may also reduce the target’s
Sp. Def stat."
2523,94,15,1,"つよい　ねんりきを　あいてに　おくって
こうげきする。あいての　とくぼうを
さげることが　ある。"
2524,94,15,3,"강한 염동력을 상대에게 보내어
공격한다. 상대의 특수방어를
떨어뜨릴 때가 있다."
2525,94,15,5,"Une puissante force télékinésique frappe l’ennemi.
Peut aussi faire baisser sa Défense Spéciale."
2526,94,15,6,"Starke Psycho-Attacke, die eventuell die
Spezial-Verteidigung des Zieles senkt."
2527,94,15,7,"Fuerte ataque telequinético que puede bajar la
Defensa Especial del objetivo."
2528,94,15,8,"Il bersaglio viene colpito da una potente
forza telecinetica che può anche ridurne
la Difesa Speciale."
2529,94,15,9,"The target is hit by a strong telekinetic
force. This may also lower the target’s
Sp. Def stat."
2530,94,15,11,"強い　念力を　相手に　送って
攻撃する。相手の　特防を
さげることが　ある。"
2531,94,16,1,"つよい　ねんりきを　あいてに　おくって
こうげきする。あいての　とくぼうを
さげることが　ある。"
2532,94,16,3,"강한 염동력을 상대에게 보내어
공격한다. 상대의 특수방어를
떨어뜨릴 때가 있다."
2533,94,16,5,"Une puissante force télékinétique frappe l’ennemi.
Peut aussi faire baisser sa Défense Spéciale."
2534,94,16,6,"Starke Psycho-Attacke, die eventuell die
Spezial-Verteidigung des Zieles senkt."
2535,94,16,7,"Fuerte ataque telequinético que puede bajar la 
Defensa Especial del objetivo."
2536,94,16,8,"Il bersaglio viene colpito da una potente
forza telecinetica che può anche ridurne
la Difesa Speciale."
2537,94,16,9,"The target is hit by a strong telekinetic
force. This may also lower the target’s
Sp. Def stat."
2538,94,16,11,"強い　念力を　相手に　送って
攻撃する。相手の　特防を
さげることが　ある。"
2539,95,3,9,"May put the foe to
sleep."
2540,95,4,9,"May put the foe to
sleep."
2541,95,5,9,"A hypnotizing move that
may induce sleep."
2542,95,6,9,"A hypnotizing move that
may induce sleep."
2543,95,7,9,"Hypnotic suggestion
is used to make the
foe fall into a
deep sleep."
2544,95,8,9,"The user employs
hypnotic suggestion
to make the target
fall into a deep
sleep."
2545,95,9,9,"The user employs
hypnotic suggestion
to make the target
fall into a deep
sleep."
2546,95,10,9,"The user employs
hypnotic suggestion
to make the target
fall into a deep
sleep."
2547,95,11,5,"Le lanceur hypnotise l’ennemi pour le
plonger dans un profond sommeil."
2548,95,11,9,"The user employs hypnotic suggestion
to make the target fall into a deep sleep."
2549,95,14,9,"The user employs hypnotic suggestion
to make the target fall into a deep sleep."
2550,95,15,1,"ねむけを　さそう　あんじを　かけて
あいてを　ねむり　じょうたいに　する。
"
2551,95,15,3,"졸음을 유도하는 암시를 걸어서
상대를 잠듦 상태로 만든다."
2552,95,15,5,"Le lanceur hypnotise l’ennemi pour le plonger
dans un profond sommeil."
2553,95,15,6,"Hypnose-Attacke, die das Ziel in Schlaf versetzt."
2554,95,15,7,"Ataque hipnótico que hace dormir profundamente
al objetivo."
2555,95,15,8,"Chi la usa si avvale della suggestione ipnotica
per far addormentare il bersaglio."
2556,95,15,9,"The user employs hypnotic suggestion
to make the target fall into a deep sleep."
2557,95,15,11,"眠気を　誘う　暗示を　かけて
相手を　眠り状態に　する。
"
2558,95,16,1,"ねむけを　さそう　あんじを　かけて
あいてを　ねむり　じょうたいに　する。
"
2559,95,16,3,"졸음을 유도하는 암시를 걸어서
상대를 잠듦 상태로 만든다."
2560,95,16,5,"Le lanceur hypnotise l’ennemi pour le plonger
dans un profond sommeil."
2561,95,16,6,"Hypnose-Attacke, die das Ziel in Schlaf versetzt."
2562,95,16,7,"Ataque hipnótico que hace dormir profundamente al 
objetivo."
2563,95,16,8,"Chi la usa si avvale della suggestione ipnotica
per far addormentare il bersaglio."
2564,95,16,9,"The user employs hypnotic suggestion
to make the target fall into a deep sleep."
2565,95,16,11,"眠気を　誘う　暗示を　かけて
相手を　眠り状態に　する。
"
2566,96,3,9,"Raises the user's
ATTACK."
2567,96,4,9,"Raises the user's
ATTACK."
2568,96,5,9,"Meditates in a peaceful
fashion to raise ATTACK."
2569,96,6,9,"Meditates in a peaceful
fashion to raise ATTACK."
2570,96,7,9,"The user meditates
to awaken its power
and raise its
ATTACK stat."
2571,96,8,9,"The user meditates
to awaken the power
deep within its body
and raise its Attack
stat."
2572,96,9,9,"The user meditates
to awaken the power
deep within its body
and raise its Attack
stat."
2573,96,10,9,"The user meditates
to awaken the power
deep within its body
and raise its Attack
stat."
2574,96,11,5,"Le lanceur médite pour éveiller son
pouvoir latent et augmenter son Attaque."
2575,96,11,9,"The user meditates to awaken the power
deep within its body and raise its
Attack stat."
2576,96,14,9,"The user meditates to awaken the power
deep within its body and raise its
Attack stat."
2577,96,15,1,"ねむっている　ちからを
からだの　おくから　ひきだして
じぶんの　こうげきを　あげる。"
2578,96,15,3,"잠들어 있는 힘을
몸속에서 끌어내어
자신의 공격을 올린다."
2579,96,15,5,"Le lanceur médite pour éveiller son pouvoir latent
et augmenter son Attaque."
2580,96,15,6,"Anwender aktiviert Kräfte, die tief in seinem
Inneren schlummern, und steigert so seinen
Angriffs-Wert."
2581,96,15,7,"El usuario reposa y medita para potenciar el
Ataque."
2582,96,15,8,"Chi la usa medita per risvegliare la propria
forza interiore e migliorare l’Attacco."
2583,96,15,9,"The user meditates to awaken the power
deep within its body and raise its
Attack stat."
2584,96,15,11,"眠っている　力を
体の　奥から　ひきだして
自分の　攻撃を　あげる。"
2585,96,16,1,"ねむっている　ちからを
からだの　おくから　ひきだして
じぶんの　こうげきを　あげる。"
2586,96,16,3,"잠들어 있는 힘을
몸속에서 끌어내어
자신의 공격을 올린다."
2587,96,16,5,"Le lanceur médite pour éveiller son pouvoir latent
et augmenter son Attaque."
2588,96,16,6,"Anwender aktiviert Kräfte, die tief in seinem
Inneren schlummern, und steigert so seinen
Angriffs-Wert."
2589,96,16,7,"El usuario reposa y medita para potenciar el Ataque. "
2590,96,16,8,"Chi la usa medita per risvegliare la propria
forza interiore e migliorare l’Attacco."
2591,96,16,9,"The user meditates to awaken the power
deep within its body and raise its
Attack stat."
2592,96,16,11,"眠っている　力を
体の　奥から　ひきだして
自分の　攻撃を　あげる。"
2593,97,3,9,"Sharply increases
the user's SPEED."
2594,97,4,9,"Sharply increases
the user's SPEED."
2595,97,5,9,"Relaxes the body to sharply
boost SPEED."
2596,97,6,9,"Relaxes the body to sharply
boost SPEED."
2597,97,7,9,"The user relaxes
and lightens its
body to sharply
boost its SPEED."
2598,97,8,9,"The user relaxes and
lightens its body to
move faster.
It sharply boosts
the Speed stat."
2599,97,9,9,"The user relaxes and
lightens its body to
move faster.
It sharply boosts
the Speed stat."
2600,97,10,9,"The user relaxes and
lightens its body to
move faster.
It sharply boosts
the Speed stat."
2601,97,11,5,"Le lanceur se relaxe et allège son corps
pour augmenter considérablement
sa Vitesse."
2602,97,11,9,"The user relaxes and lightens its body to
move faster. It sharply boosts
the Speed stat."
2603,97,14,9,"The user relaxes and lightens its body to
move faster. It sharply boosts
the Speed stat."
2604,97,15,1,"ちからを　ぬいて　からだを　かるくして
こうそくで　うごく。
じぶんの　すばやさを　ぐーんと　あげる。"
2605,97,15,3,"힘을 빼고 몸을 가볍게 해서
고속으로 움직인다.
자신의 스피드를 크게 올린다."
2606,97,15,5,"Le lanceur se relaxe et allège son corps pour
augmenter considérablement sa Vitesse."
2607,97,15,6,"Entspannt den Körper, um den Initiative-Wert
stark zu steigern."
2608,97,15,7,"Relaja el cuerpo para ganar mucha Velocidad."
2609,97,15,8,"Chi la usa rilassa e alleggerisce il proprio corpo
per far salire di molto la Velocità."
2610,97,15,9,"The user relaxes and lightens its body to
move faster. This sharply raises the Speed stat."
2611,97,15,11,"力を　ぬいて　体を　軽くして
高速で　動く。
自分の　素早さを　ぐーんと　あげる。"
2612,97,16,1,"ちからを　ぬいて　からだを　かるくして
こうそくで　うごく。
じぶんの　すばやさを　ぐーんと　あげる。"
2613,97,16,3,"힘을 빼고 몸을 가볍게 해서
고속으로 움직인다.
자신의 스피드를 크게 올린다."
2614,97,16,5,"Le lanceur se relaxe et allège son corps pour
augmenter considérablement sa Vitesse."
2615,97,16,6,"Entspannt den Körper, um den Initiative-Wert
stark zu steigern."
2616,97,16,7,"Relaja el cuerpo para ganar mucha Velocidad. "
2617,97,16,8,"Chi la usa rilassa e alleggerisce il proprio corpo
per far salire di molto la Velocità."
2618,97,16,9,"The user relaxes and lightens its body to
move faster. This sharply raises the Speed stat."
2619,97,16,11,"力を　ぬいて　体を　軽くして
高速で　動く。
自分の　素早さを　ぐーんと　あげる。"
2620,98,3,9,"Lets the user get
in the first hit."
2621,98,4,9,"Lets the user get
in the first hit."
2622,98,5,9,"An extremely fast attack
that always strikes first."
2623,98,6,9,"An extremely fast attack
that always strikes first."
2624,98,7,9,"An almost invisibly
fast attack that
is certain to strike
first."
2625,98,8,9,"The user lunges at
the foe at a speed
that makes it almost
invisible. It is sure
to strike first."
2626,98,9,9,"The user lunges at
the foe at a speed
that makes it almost
invisible. It is sure
to strike first."
2627,98,10,9,"The user lunges at
the foe at a speed
that makes it almost
invisible. It is sure
to strike first."
2628,98,11,5,"Le lanceur fonce sur l’ennemi si rapidement
qu’on parvient à peine à le discerner.
Frappe en premier."
2629,98,11,9,"The user lunges at the target at a speed
that makes it almost invisible. It is sure
to strike first."
2630,98,14,9,"The user lunges at the target at a speed
that makes it almost invisible. It is sure
to strike first."
2631,98,15,1,"めにも　とまらぬ　ものすごい　はやさで
あいてに　つっこむ。
かならず　せんせい　こうげき　できる。"
2632,98,15,3,"눈에 보이지 않는 굉장한 속도로
상대에게 돌진한다.
반드시 선제공격할 수 있다."
2633,98,15,5,"Le lanceur fonce sur l’ennemi si rapidement qu’on
parvient à peine à le discerner. Frappe toujours en
premier."
2634,98,15,6,"Sehr schneller Angriff mit Erstschlaggarantie."
2635,98,15,7,"Ataque rápido que permite golpear en primer lugar."
2636,98,15,8,"Chi la usa colpisce sempre per primo e a una tale
velocità da rendersi quasi invisibile."
2637,98,15,9,"The user lunges at the target at a speed
that makes it almost invisible.
This move always goes first."
2638,98,15,11,"目にも　留まらぬ　ものすごい　速さで
相手に　つっこむ。
必ず　先制攻撃　できる。"
2639,98,16,1,"めにも　とまらぬ　ものすごい　はやさで
あいてに　つっこむ。
かならず　せんせい　こうげき　できる。"
2640,98,16,3,"눈에 보이지 않는 굉장한 속도로
상대에게 돌진한다.
반드시 선제공격할 수 있다."
2641,98,16,5,"Le lanceur fonce sur l’ennemi si rapidement qu’on
parvient à peine à le discerner. Frappe toujours en
premier."
2642,98,16,6,"Sehr schneller Angriff mit Erstschlaggarantie."
2643,98,16,7,"Ataque rápido que permite golpear en primer lugar. "
2644,98,16,8,"Chi la usa colpisce sempre per primo e a una tale
velocità da rendersi quasi invisibile."
2645,98,16,9,"The user lunges at the target at a speed
that makes it almost invisible.
This move always goes first."
2646,98,16,11,"目にも　留まらぬ　ものすごい　速さで
相手に　つっこむ。
必ず　先制攻撃　できる。"
2647,99,3,9,"Raises ATTACK if
the user is hit."
2648,99,4,9,"Raises ATTACK if
the user is hit."
2649,99,5,9,"Raises the user’s ATTACK
every time it is hit."
2650,99,6,9,"Raises the user’s ATTACK
every time it is hit."
2651,99,7,9,"An attack that
becomes stronger
each time the user
is hit in battle."
2652,99,8,9,"While this move is in
use, it gains attack
power each time the
user is hit in battle.
"
2653,99,9,9,"While this move is in
use, it gains attack
power each time the
user is hit in battle.
"
2654,99,10,9,"While this move is in
use, it gains attack
power each time the
user is hit in battle.
"
2655,99,11,5,"Une fois activée, cette capacité augmente
l’Attaque du lanceur à mesure que celui-ci
subit des attaques."
2656,99,11,9,"As long as this move is in use, the power
of rage raises the Attack stat each
time the user is hit in battle."
2657,99,14,9,"As long as this move is in use, the power
of rage raises the Attack stat each
time the user is hit in battle."
2658,99,15,1,"わざを　だしたときに　こうげきを
うけると　いかりの　ちからで
こうげきが　あがる。"
2659,99,15,3,"기술을 썼을 때 공격을
받으면 분노의 힘으로
공격이 올라간다."
2660,99,15,5,"Une fois activée, cette capacité augmente
l’Attaque du lanceur à mesure que celui-ci
subit des attaques."
2661,99,15,6,"Erhöht Angriff des Anwenders, wenn dieser
getroffen wird, solange die Attacke aktiviert ist."
