id,pokemon_species_id,local_language_id,name,genus
862,96,7,Drowzee,Hipnosis
863,96,8,Drowzee,Ipnosi
864,96,9,Drowzee,Hypnosis
865,97,1,スリーパー,さいみん
866,97,2,Sleeper,
867,97,3,슬리퍼,최면
868,97,4,素利拍,
869,97,5,Hypnomade,Hypnose
870,97,6,Hypno,Hypnose
871,97,7,Hypno,Hipnosis
872,97,8,Hypno,Ipnosi
873,97,9,Hypno,Hypnosis
874,98,1,クラブ,さわがに
875,98,2,Crab,
876,98,3,크랩,게
877,98,4,大鉗蟹,
878,98,5,Krabby,"Doux Crabe"
879,98,6,Krabby,Krabbe
880,98,7,Krabby,Cangrejo
881,98,8,Krabby,Granchio
882,98,9,Krabby,"River Crab"
883,99,1,キングラー,はさみ
884,99,2,Kingler,
885,99,3,킹크랩,집게
886,99,4,巨鉗蟹,
887,99,5,Krabboss,Pince
888,99,6,Kingler,Kneifer
889,99,7,Kingler,Tenaza
890,99,8,Kingler,Chela
891,99,9,Kingler,Pincer
892,100,1,ビリリダマ,ボール
893,100,2,Biriridama,
894,100,3,찌리리공,볼
895,100,4,雷電球,
896,100,5,Voltorbe,Balle
897,100,6,Voltobal,Ball
898,100,7,Voltorb,Bola
899,100,8,Voltorb,Ball
900,100,9,Voltorb,Ball
901,101,1,マルマイン,ボール
902,101,2,Marumine,
903,101,3,붐볼,볼
904,101,4,頑皮彈,
905,101,5,Électrode,Balle
906,101,6,Lektrobal,Ball
907,101,7,Electrode,Bola
908,101,8,Electrode,Ball
909,101,9,Electrode,Ball
910,102,1,タマタマ,たまご
911,102,2,Tamatama,
912,102,3,아라리,알
913,102,4,蛋蛋,
914,102,5,Noeunoeuf,Œuf
915,102,6,Owei,Ei
916,102,7,Exeggcute,Huevo
917,102,8,Exeggcute,Uovo
918,102,9,Exeggcute,Egg
919,103,1,ナッシー,やしのみ
920,103,2,Nassy,
921,103,3,나시,야자열매
922,103,4,椰蛋樹,
923,103,5,Noadkoko,Fruitpalme
924,103,6,Kokowei,Palmfrucht
925,103,7,Exeggutor,Coco
926,103,8,Exeggutor,Nocecocco
927,103,9,Exeggutor,Coconut
928,104,1,カラカラ,こどく
929,104,2,Karakara,
930,104,3,탕구리,고독
931,104,4,可拉可拉,
932,104,5,Osselait,Solitaire
933,104,6,Tragosso,Einsam
934,104,7,Cubone,Solitario
935,104,8,Cubone,Solitario
936,104,9,Cubone,Lonely
937,105,1,ガラガラ,ほねずき
938,105,2,Garagara,
939,105,3,텅구리,뼈다귀
940,105,4,嘎啦嘎啦,
941,105,5,Ossatueur,Gard'Os
942,105,6,Knogga,Knochenfan
943,105,7,Marowak,Apilahueso
944,105,8,Marowak,Guardaossi
945,105,9,Marowak,"Bone Keeper"
946,106,1,サワムラー,キック
947,106,2,Sawamular,
948,106,3,시라소몬,킥
949,106,4,沙瓦郎,
950,106,5,Kicklee,Latteur
951,106,6,Kicklee,Kicker
952,106,7,Hitmonlee,Patada
953,106,8,Hitmonlee,Tiracalci
954,106,9,Hitmonlee,Kicking
955,107,1,エビワラー,パンチ
956,107,2,Ebiwalar,
957,107,3,홍수몬,펀치
958,107,4,艾比郎,
959,107,5,Tygnon,Puncheur
960,107,6,Nockchan,Puncher
961,107,7,Hitmonchan,Puñetazo
962,107,8,Hitmonchan,Tirapugni
963,107,9,Hitmonchan,Punching
964,108,1,ベロリンガ,なめまわし
965,108,2,Beroringa,
966,108,3,내루미,핥기
967,108,4,大舌頭,
968,108,5,Excelangue,Lécheur
969,108,6,Schlurp,Schlecker
970,108,7,Lickitung,Lametazo
971,108,8,Lickitung,Linguaccia
972,108,9,Lickitung,Licking
973,109,1,ドガース,どくガス
974,109,2,Dogars,
975,109,3,또가스,독가스
976,109,4,瓦斯彈,
977,109,5,Smogo,"Gaz Mortel"
978,109,6,Smogon,Giftwolke
979,109,7,Koffing,"Gas Venenoso"
980,109,8,Koffing,Velenuvola
981,109,9,Koffing,"Poison Gas"
982,110,1,マタドガス,どくガス
983,110,2,Matadogas,
984,110,3,또도가스,독가스
985,110,4,雙彈瓦斯,
986,110,5,Smogogo,"Gaz Mortel"
987,110,6,Smogmog,Giftwolke
988,110,7,Weezing,"Gas Venenoso"
989,110,8,Weezing,Velenuvola
990,110,9,Weezing,"Poison Gas"
991,111,1,サイホーン,とげとげ
992,111,2,Sihorn,
993,111,3,뿔카노,뿔
994,111,4,鐵甲犀牛,
995,111,5,Rhinocorne,Piquant
996,111,6,Rihorn,Stachler
997,111,7,Rhyhorn,Clavos
998,111,8,Rhyhorn,Punzoni
999,111,9,Rhyhorn,Spikes
1000,112,1,サイドン,ドリル
1001,112,2,Sidon,
1002,112,3,코뿌리,드릴
1003,112,4,鐵甲暴龍,
1004,112,5,Rhinoféros,Perceur
1005,112,6,Rizeros,Bohrer
1006,112,7,Rhydon,Taladro
1007,112,8,Rhydon,Trapano
1008,112,9,Rhydon,Drill
1009,113,1,ラッキー,たまご
1010,113,2,Lucky,
1011,113,3,럭키,알
1012,113,4,吉利蛋,
1013,113,5,Leveinard,Œuf
1014,113,6,Chaneira,Ei
1015,113,7,Chansey,Huevo
1016,113,8,Chansey,Uovo
1017,113,9,Chansey,Egg
1018,114,1,モンジャラ,ツルじょう
1019,114,2,Monjara,
1020,114,3,덩쿠리,넝쿨
1021,114,4,蔓藤怪,
1022,114,5,Saquedeneu,Vigne
1023,114,6,Tangela,Ranke
1024,114,7,Tangela,Enredadera
1025,114,8,Tangela,Liana
1026,114,9,Tangela,Vine
1027,115,1,ガルーラ,おやこ
1028,115,2,Garura,
1029,115,3,캥카,가족
1030,115,4,袋龍,
1031,115,5,Kangourex,Maternel
1032,115,6,Kangama,Muttertier
1033,115,7,Kangaskhan,Padres
1034,115,8,Kangaskhan,Genitore
1035,115,9,Kangaskhan,Parent
1036,116,1,タッツー,ドラゴン
1037,116,2,Tattu,
1038,116,3,쏘드라,드래곤
1039,116,4,墨海馬,
1040,116,5,Hypotrempe,Dragon
1041,116,6,Seeper,Drache
1042,116,7,Horsea,Dragón
1043,116,8,Horsea,Drago
1044,116,9,Horsea,Dragon
1045,117,1,シードラ,ドラゴン
1046,117,2,Seadra,
1047,117,3,시드라,드래곤
1048,117,4,海刺龍,
1049,117,5,Hypocéan,Dragon
1050,117,6,Seemon,Drache
1051,117,7,Seadra,Dragón
1052,117,8,Seadra,Drago
1053,117,9,Seadra,Dragon
1054,118,1,トサキント,きんぎょ
1055,118,2,Tosakinto,
1056,118,3,콘치,금붕어
1057,118,4,角金魚,
1058,118,5,Poissirène,Poisson
1059,118,6,Goldini,Goldfisch
1060,118,7,Goldeen,"Pez Color"
1061,118,8,Goldeen,Pescerosso
1062,118,9,Goldeen,Goldfish
1063,119,1,アズマオウ,きんぎょ
1064,119,2,Azumao,
1065,119,3,왕콘치,금붕어
1066,119,4,金魚王,
1067,119,5,Poissoroy,Poisson
1068,119,6,Golking,Goldfisch
1069,119,7,Seaking,"Pez Color"
1070,119,8,Seaking,Pescerosso
1071,119,9,Seaking,Goldfish
1072,120,1,ヒトデマン,ほしがた
1073,120,2,Hitodeman,
1074,120,3,별가사리,별
1075,120,4,海星星,
1076,120,5,Stari,Étoile
1077,120,6,Sterndu,Sternform
1078,120,7,Staryu,Estrellada
1079,120,8,Staryu,Stella
1080,120,9,Staryu,"Star Shape"
1081,121,1,スターミー,なぞの
1082,121,2,Starmie,
1083,121,3,아쿠스타,수수께끼
1084,121,4,寶石海星,
1085,121,5,Staross,Mystérieux
1086,121,6,Starmie,Mysteriös
1087,121,7,Starmie,Misterioso
1088,121,8,Starmie,Misterioso
1089,121,9,Starmie,Mysterious
1090,122,1,バリヤード,バリアー
1091,122,2,Barrierd,
1092,122,3,마임맨,배리어
1093,122,4,吸盤魔偶,
1094,122,5,"M. Mime",Bloqueur
1095,122,6,Pantimos,Sperre
1096,122,7,"Mr. Mime",Barrera
1097,122,8,"Mr. Mime",Barriera
1098,122,9,"Mr. Mime",Barrier
1099,123,1,ストライク,かまきり
1100,123,2,Strike,
1101,123,3,스라크,버마재비
1102,123,4,飛天螳螂,
1103,123,5,Insécateur,Mante
1104,123,6,Sichlor,Mantis
1105,123,7,Scyther,Mantis
1106,123,8,Scyther,Mantide
1107,123,9,Scyther,Mantis
1108,124,1,ルージュラ,ひとがた
1109,124,2,Rougela,
1110,124,3,루주라,인간형태
1111,124,4,迷唇姐,
1112,124,5,Lippoutou,Humanoïde
1113,124,6,Rossana,Humanotyp
1114,124,7,Jynx,"Forma Humana"
1115,124,8,Jynx,Umanoide
1116,124,9,Jynx,"Human Shape"
1117,125,1,エレブー,でんげき
1118,125,2,Eleboo,
1119,125,3,에레브,전기
1120,125,4,電擊獸,
1121,125,5,Élektek,Électrique
1122,125,6,Elektek,Elektro
1123,125,7,Electabuzz,Eléctrico
1124,125,8,Electabuzz,Elettrico
1125,125,9,Electabuzz,Electric
1126,126,1,ブーバー,ひふき
1127,126,2,Boober,
1128,126,3,마그마,불뿜기
1129,126,4,鴨嘴火龍,
1130,126,5,Magmar,Crache-Feu
1131,126,6,Magmar,Brenner
1132,126,7,Magmar,Escupefuego
1133,126,8,Magmar,Sputafuoco
1134,126,9,Magmar,Spitfire
1135,127,1,カイロス,くわがた
1136,127,2,Kailios,
1137,127,3,쁘사이저,뿔집게
1138,127,4,大甲,
1139,127,5,Scarabrute,Scarabée
1140,127,6,Pinsir,Kneifkäfer
1141,127,7,Pinsir,Escarabajo
1142,127,8,Pinsir,Cervolante
1143,127,9,Pinsir,"Stag Beetle"
1144,128,1,ケンタロス,あばれうし
1145,128,2,Kentauros,
1146,128,3,켄타로스,성난소
1147,128,4,肯泰羅,
1148,128,5,Tauros,Buffle
1149,128,6,Tauros,Wildbulle
1150,128,7,Tauros,"Toro Bravo"
1151,128,8,Tauros,Torobrado
1152,128,9,Tauros,"Wild Bull"
1153,129,1,コイキング,さかな
1154,129,2,Koiking,
1155,129,3,잉어킹,물고기
1156,129,4,鯉魚王,
1157,129,5,Magicarpe,Poisson
1158,129,6,Karpador,Fisch
1159,129,7,Magikarp,Pez
1160,129,8,Magikarp,Pesce
1161,129,9,Magikarp,Fish
1162,130,1,ギャラドス,きょうあく
1163,130,2,Gyarados,
1164,130,3,갸라도스,흉악
1165,130,4,暴鯉龍,
1166,130,5,Léviator,Terrifiant
1167,130,6,Garados,Grausam
1168,130,7,Gyarados,Atrocidad
1169,130,8,Gyarados,Atroce
1170,130,9,Gyarados,Atrocious
1171,131,1,ラプラス,のりもの
1172,131,2,Laplace,
1173,131,3,라프라스,탈것
1174,131,4,乘龍,
1175,131,5,Lokhlass,Transport
1176,131,6,Lapras,Transport
1177,131,7,Lapras,Transporte
1178,131,8,Lapras,Trasporto
1179,131,9,Lapras,Transport
1180,132,1,メタモン,へんしん
1181,132,2,Metamon,
1182,132,3,메타몽,변신
1183,132,4,百變怪,
1184,132,5,Métamorph,Morphing
1185,132,6,Ditto,Transform
1186,132,7,Ditto,Transform.
1187,132,8,Ditto,Mutante
1188,132,9,Ditto,Transform
1189,133,1,イーブイ,しんか
1190,133,2,Eievui,
1191,133,3,이브이,진화
1192,133,4,伊布,
1193,133,5,Évoli,Évolutif
1194,133,6,Evoli,Evolution
1195,133,7,Eevee,Evolución
1196,133,8,Eevee,Evoluzione
1197,133,9,Eevee,Evolution
1198,134,1,シャワーズ,あわはき
1199,134,2,Showers,
1200,134,3,샤미드,거품뿜기
1201,134,4,水精靈,
1202,134,5,Aquali,Bulleur
1203,134,6,Aquana,Blubblase
1204,134,7,Vaporeon,Burbuja
1205,134,8,Vaporeon,Bollajet
1206,134,9,Vaporeon,"Bubble Jet"
1207,135,1,サンダース,かみなり
1208,135,2,Thunders,
1209,135,3,쥬피썬더,번개
1210,135,4,雷精靈,
1211,135,5,Voltali,Orage
1212,135,6,Blitza,Blitz
1213,135,7,Jolteon,Relámpago
1214,135,8,Jolteon,Luminoso
1215,135,9,Jolteon,Lightning
1216,136,1,ブースター,ほのお
1217,136,2,Booster,
1218,136,3,부스터,불꽃
1219,136,4,火精靈,
1220,136,5,Pyroli,Flamme
1221,136,6,Flamara,Feuer
1222,136,7,Flareon,Llama
1223,136,8,Flareon,Fiamma
1224,136,9,Flareon,Flame
1225,137,1,ポリゴン,バーチャル
1226,137,2,Porygon,
1227,137,3,폴리곤,가상
1228,137,4,3D龍,
1229,137,5,Porygon,Virtuel
1230,137,6,Porygon,Virtuell
1231,137,7,Porygon,Virtual
1232,137,8,Porygon,Virtuale
1233,137,9,Porygon,Virtual
1234,138,1,オムナイト,うずまき
1235,138,2,Omnite,
1236,138,3,암나이트,소용돌이
1237,138,4,菊石獸,
1238,138,5,Amonita,Spirale
1239,138,6,Amonitas,Spirale
1240,138,7,Omanyte,Espiral
1241,138,8,Omanyte,Spirale
1242,138,9,Omanyte,Spiral
1243,139,1,オムスター,うずまき
1244,139,2,Omstar,
1245,139,3,암스타,소용돌이
1246,139,4,多刺菊石獸,
1247,139,5,Amonistar,Spirale
1248,139,6,Amoroso,Spirale
1249,139,7,Omastar,Espiral
1250,139,8,Omastar,Spirale
1251,139,9,Omastar,Spiral
1252,140,1,カブト,こうら
1253,140,2,Kabuto,
1254,140,3,투구,껍질
1255,140,4,化石盔,
1256,140,5,Kabuto,Carapace
1257,140,6,Kabuto,Schaltier
1258,140,7,Kabuto,Marisco
1259,140,8,Kabuto,Crostaceo
1260,140,9,Kabuto,Shellfish
1261,141,1,カブトプス,こうら
1262,141,2,Kabutops,
1263,141,3,투구푸스,껍질
1264,141,4,鐮刀盔,
1265,141,5,Kabutops,Carapace
1266,141,6,Kabutops,Schaltier
1267,141,7,Kabutops,Marisco
1268,141,8,Kabutops,Crostaceo
1269,141,9,Kabutops,Shellfish
1270,142,1,プテラ,かせき
1271,142,2,Ptera,
1272,142,3,프테라,화석
1273,142,4,化石翼龍,
1274,142,5,Ptéra,Fossile
1275,142,6,Aerodactyl,Fossil
1276,142,7,Aerodactyl,Fósil
1277,142,8,Aerodactyl,Fossile
1278,142,9,Aerodactyl,Fossil
1279,143,1,カビゴン,いねむり
1280,143,2,Kabigon,
1281,143,3,잠만보,졸음
1282,143,4,卡比獸,
1283,143,5,Ronflex,Pionceur
1284,143,6,Relaxo,Tagträumer
1285,143,7,Snorlax,Dormir
1286,143,8,Snorlax,Sonno
1287,143,9,Snorlax,Sleeping
1288,144,1,フリーザー,れいとう
1289,144,2,Freezer,
1290,144,3,프리져,냉동
1291,144,4,急凍鳥,
1292,144,5,Artikodin,Glaciaire
1293,144,6,Arktos,Eis
1294,144,7,Articuno,Congelar
1295,144,8,Articuno,Gelo
1296,144,9,Articuno,Freeze
1297,145,1,サンダー,でんげき
1298,145,2,Thunder,
1299,145,3,썬더,전기
1300,145,4,閃電鳥,
1301,145,5,Électhor,Électrique
1302,145,6,Zapdos,Elektro
1303,145,7,Zapdos,Eléctrico
1304,145,8,Zapdos,Elettrico
1305,145,9,Zapdos,Electric
1306,146,1,ファイヤー,かえん
1307,146,2,Fire,
1308,146,3,파이어,화염
1309,146,4,火焰鳥,
1310,146,5,Sulfura,Flamme
1311,146,6,Lavados,Flamme
1312,146,7,Moltres,Llama
1313,146,8,Moltres,Fiamma
1314,146,9,Moltres,Flame
1315,147,1,ミニリュウ,ドラゴン
1316,147,2,Miniryu,
1317,147,3,미뇽,드래곤
1318,147,4,迷你龍,
1319,147,5,Minidraco,Dragon
1320,147,6,Dratini,Drache
1321,147,7,Dratini,Dragón
1322,147,8,Dratini,Drago
1323,147,9,Dratini,Dragon
1324,148,1,ハクリュー,ドラゴン
1325,148,2,Hakuryu,
1326,148,3,신뇽,드래곤
1327,148,4,哈克龍,
1328,148,5,Draco,Dragon
1329,148,6,Dragonir,Drache
1330,148,7,Dragonair,Dragón
1331,148,8,Dragonair,Drago
1332,148,9,Dragonair,Dragon
1333,149,1,カイリュー,ドラゴン
1334,149,2,Kairyu,
1335,149,3,망나뇽,드래곤
1336,149,4,快龍,
1337,149,5,Dracolosse,Dragon
1338,149,6,Dragoran,Drache
1339,149,7,Dragonite,Dragón
1340,149,8,Dragonite,Drago
1341,149,9,Dragonite,Dragon
1342,150,1,ミュウツー,いでんし
1343,150,2,Mewtwo,
1344,150,3,뮤츠,유전
1345,150,4,超夢,
1346,150,5,Mewtwo,Génétique
1347,150,6,Mewtu,Genmutant
1348,150,7,Mewtwo,Genético
1349,150,8,Mewtwo,Genetico
1350,150,9,Mewtwo,Genetic
1351,151,1,ミュウ,しんしゅ
1352,151,2,Mew,
1353,151,3,뮤,신종
1354,151,4,夢幻,
1355,151,5,Mew,Nouveau
1356,151,6,Mew,"Neue Art"
1357,151,7,Mew,"N. Especie"
1358,151,8,Mew,Novaspecie
1359,151,9,Mew,"New Species"
1360,152,1,チコリータ,はっぱ
1361,152,2,Chicorita,
1362,152,3,치코리타,잎사귀
1363,152,4,菊草葉,
1364,152,5,Germignon,Feuille
1365,152,6,Endivie,Laub
1366,152,7,Chikorita,Hoja
1367,152,8,Chikorita,Foglia
1368,152,9,Chikorita,Leaf
1369,153,1,ベイリーフ,はっぱ
1370,153,2,Bayleaf,
1371,153,3,베이리프,잎사귀
1372,153,4,月桂葉,
1373,153,5,Macronium,Feuille
1374,153,6,Lorblatt,Laub
1375,153,7,Bayleef,Hoja
1376,153,8,Bayleef,Foglia
1377,153,9,Bayleef,Leaf
1378,154,1,メガニウム,ハーブ
1379,154,2,Meganium,
1380,154,3,메가니움,허브
1381,154,4,大菊花,
1382,154,5,Méganium,Herbe
1383,154,6,Meganie,Kräuter
1384,154,7,Meganium,Hierba
1385,154,8,Meganium,Erbe
1386,154,9,Meganium,Herb
1387,155,1,ヒノアラシ,ひねずみ
1388,155,2,Hinoarashi,
1389,155,3,브케인,불쥐
1390,155,4,火球鼠,
1391,155,5,Héricendre,"Souris Feu"
1392,155,6,Feurigel,Feuermaus
1393,155,7,Cyndaquil,"Ratón Fuego"
1394,155,8,Cyndaquil,Fuocotopo
1395,155,9,Cyndaquil,"Fire Mouse"
1396,156,1,マグマラシ,かざん
1397,156,2,Magmarashi,
1398,156,3,마그케인,화산
1399,156,4,火岩鼠,
1400,156,5,Feurisson,Volcan
1401,156,6,Igelavar,Vulkan
1402,156,7,Quilava,Volcán
1403,156,8,Quilava,Vulcano
1404,156,9,Quilava,Volcano
1405,157,1,バクフーン,かざん
1406,157,2,Bakphoon,
1407,157,3,블레이범,화산
1408,157,4,火暴獸,
1409,157,5,Typhlosion,Volcan
1410,157,6,Tornupto,Vulkan
1411,157,7,Typhlosion,Volcán
1412,157,8,Typhlosion,Vulcano
1413,157,9,Typhlosion,Volcano
1414,158,1,ワニノコ,おおあご
1415,158,2,Waninoko,
1416,158,3,리아코,큰턱
1417,158,4,小鋸鱷,
1418,158,5,Kaiminus,Mâchoire
1419,158,6,Karnimani,Großmaul
1420,158,7,Totodile,Fauces
1421,158,8,Totodile,Mascellone
1422,158,9,Totodile,"Big Jaw"
1423,159,1,アリゲイツ,おおあご
1424,159,2,Alligates,
1425,159,3,엘리게이,큰턱
1426,159,4,藍鱷,
1427,159,5,Crocrodil,Mâchoire
1428,159,6,Tyracroc,Großmaul
1429,159,7,Croconaw,Fauces
1430,159,8,Croconaw,Mascellone
1431,159,9,Croconaw,"Big Jaw"
1432,160,1,オーダイル,おおあご
1433,160,2,Ordile,
1434,160,3,장크로다일,큰턱
1435,160,4,大力鱷,
1436,160,5,Aligatueur,Mâchoire
1437,160,6,Impergator,Großmaul
1438,160,7,Feraligatr,Fauces
1439,160,8,Feraligatr,Mascellone
1440,160,9,Feraligatr,"Big Jaw"
1441,161,1,オタチ,みはり
1442,161,2,Otachi,
1443,161,3,꼬리선,망보기
1444,161,4,尾立,
1445,161,5,Fouinette,Espion
1446,161,6,Wiesor,Späher
1447,161,7,Sentret,Explorador
1448,161,8,Sentret,Esplorante
1449,161,9,Sentret,Scout
1450,162,1,オオタチ,どうなが
1451,162,2,Ootachi,
1452,162,3,다꼬리,긴몸통
1453,162,4,大尾立,
1454,162,5,Fouinar,Allongé
1455,162,6,Wiesenior,Langleib
1456,162,7,Furret,Alargado
1457,162,8,Furret,Lungocorpo
1458,162,9,Furret,"Long Body"
1459,163,1,ホーホー,ふくろう
1460,163,2,Hoho,
1461,163,3,부우부,부엉이
1462,163,4,咕咕,
1463,163,5,Hoothoot,Hibou
1464,163,6,Hoothoot,Eule
1465,163,7,Hoothoot,Búho
1466,163,8,Hoothoot,Gufo
1467,163,9,Hoothoot,Owl
1468,164,1,ヨルノズク,ふくろう
1469,164,2,Yorunozuku,
1470,164,3,야부엉,부엉이
1471,164,4,貓頭夜鷹,
1472,164,5,Noarfang,Hibou
1473,164,6,Noctuh,Eule
1474,164,7,Noctowl,Búho
1475,164,8,Noctowl,Gufo
1476,164,9,Noctowl,Owl
1477,165,1,レディバ,いつつぼし
1478,165,2,Rediba,
1479,165,3,레디바,별다섯
1480,165,4,芭瓢蟲,
1481,165,5,Coxy,"5 Étoiles"
1482,165,6,Ledyba,Fünf-Punkt
1483,165,7,Ledyba,"5 Estrellas"
1484,165,8,Ledyba,Pentastra
1485,165,9,Ledyba,"Five Star"
1486,166,1,レディアン,いつつぼし
1487,166,2,Redian,
1488,166,3,레디안,별다섯
1489,166,4,安瓢蟲,
1490,166,5,Coxyclaque,"5 Étoiles"
1491,166,6,Ledian,Fünf-Punkt
1492,166,7,Ledian,"5 Estrellas"
1493,166,8,Ledian,Pentastra
1494,166,9,Ledian,"Five Star"
1495,167,1,イトマル,いとはき
1496,167,2,Itomaru,
1497,167,3,페이검,실뿜기
1498,167,4,線球,
1499,167,5,Mimigal,"Crache Fil"
1500,167,6,Webarak,Fadenwurf
1501,167,7,Spinarak,Escupesoga
1502,167,8,Spinarak,Tela
1503,167,9,Spinarak,"String Spit"
1504,168,1,アリアドス,あしなが
1505,168,2,Ariados,
1506,168,3,아리아도스,롱다리
1507,168,4,阿利多斯,
1508,168,5,Migalos,Long-Patte
1509,168,6,Ariados,Langbein
1510,168,7,Ariados,"Pata Larga"
1511,168,8,Ariados,Lungazampa
1512,168,9,Ariados,"Long Leg"
1513,169,1,クロバット,こうもり
1514,169,2,Crobat,
1515,169,3,크로뱃,박쥐
1516,169,4,叉字蝠,
1517,169,5,Nostenfer,Chovsouris
1518,169,6,Iksbat,Fledermaus
1519,169,7,Crobat,Murciélago
1520,169,8,Crobat,Pipistrello
1521,169,9,Crobat,Bat
1522,170,1,チョンチー,あんこう
1523,170,2,Chonchie,
1524,170,3,초라기,아귀
1525,170,4,燈籠魚,
1526,170,5,Loupio,Poisson
1527,170,6,Lampi,Angler
1528,170,7,Chinchou,Rape
1529,170,8,Chinchou,Pescatore
1530,170,9,Chinchou,Angler
1531,171,1,ランターン,ライト
1532,171,2,Lantern,
1533,171,3,랜턴,라이트
1534,171,4,電燈怪,
1535,171,5,Lanturn,Lumière
1536,171,6,Lanturn,Leuchte
1537,171,7,Lanturn,Luz
1538,171,8,Lanturn,Luce
1539,171,9,Lanturn,Light
1540,172,1,ピチュー,こねずみ
1541,172,2,Pichu,
1542,172,3,피츄,아기쥐
1543,172,4,皮丘,
1544,172,5,Pichu,Minisouris
1545,172,6,Pichu,Babymaus
1546,172,7,Pichu,Ratoncito
1547,172,8,Pichu,Topino
1548,172,9,Pichu,"Tiny Mouse"
1549,173,1,ピィ,ほしがた
1550,173,2,Py,
1551,173,3,삐,별
1552,173,4,皮寶寶,
1553,173,5,Mélo,Étoile
1554,173,6,Pii,Sternform
1555,173,7,Cleffa,Estrellada
1556,173,8,Cleffa,Stella
1557,173,9,Cleffa,"Star Shape"
1558,174,1,ププリン,ふうせん
1559,174,2,Pupurin,
1560,174,3,푸푸린,풍선
1561,174,4,寶寶丁,
1562,174,5,Toudoudou,Bouboule
1563,174,6,Fluffeluff,Ballon
1564,174,7,Igglybuff,Globo
1565,174,8,Igglybuff,Pallone
1566,174,9,Igglybuff,Balloon
1567,175,1,トゲピー,はりたま
1568,175,2,Togepy,
1569,175,3,토게피,바늘알
1570,175,4,波克比,
1571,175,5,Togepi,"Balle Pic"
1572,175,6,Togepi,Zackenball
1573,175,7,Togepi,Bolaclavos
1574,175,8,Togepi,Pallapunte
1575,175,9,Togepi,"Spike Ball"
1576,176,1,トゲチック,しあわせ
1577,176,2,Togechick,
1578,176,3,토게틱,행복
1579,176,4,波克基古,
1580,176,5,Togetic,Bonheur
1581,176,6,Togetic,Freude
1582,176,7,Togetic,Felicidad
1583,176,8,Togetic,Felicità
1584,176,9,Togetic,Happiness
1585,177,1,ネイティ,ことり
1586,177,2,Naty,
1587,177,3,네이티,아기새
1588,177,4,天然雀,
1589,177,5,Natu,Minoiseau
1590,177,6,Natu,Kleinvogel
1591,177,7,Natu,Pajarito
1592,177,8,Natu,Uccellino
1593,177,9,Natu,"Tiny Bird"
1594,178,1,ネイティオ,せいれい
1595,178,2,Natio,
1596,178,3,네이티오,정령
1597,178,4,天然鳥,
1598,178,5,Xatu,Mystique
1599,178,6,Xatu,Mystik
1600,178,7,Xatu,Místico
1601,178,8,Xatu,Magico
1602,178,9,Xatu,Mystic
1603,179,1,メリープ,わたげ
1604,179,2,Merriep,
1605,179,3,메리프,솜털
1606,179,4,咩利羊,
1607,179,5,Wattouat,Laine
1608,179,6,Voltilamm,Wolle
1609,179,7,Mareep,Lana
1610,179,8,Mareep,Lana
1611,179,9,Mareep,Wool
1612,180,1,モココ,わたげ
1613,180,2,Mokoko,
1614,180,3,보송송,솜털
1615,180,4,綿綿,
1616,180,5,Lainergie,Laine
1617,180,6,Waaty,Wolle
1618,180,7,Flaaffy,Lana
1619,180,8,Flaaffy,Lana
1620,180,9,Flaaffy,Wool
1621,181,1,デンリュウ,ライト
1622,181,2,Denryu,
1623,181,3,전룡,라이트
1624,181,4,電龍,
1625,181,5,Pharamp,Lumière
1626,181,6,Ampharos,Leuchte
1627,181,7,Ampharos,Luz
1628,181,8,Ampharos,Luce
1629,181,9,Ampharos,Light
1630,182,1,キレイハナ,フラワー
1631,182,2,Kireihana,
1632,182,3,아르코,꽃
1633,182,4,美麗花,
1634,182,5,Joliflor,Fleur
1635,182,6,Blubella,Blume
1636,182,7,Bellossom,Flor
1637,182,8,Bellossom,Fiore
1638,182,9,Bellossom,Flower
1639,183,1,マリル,みずねずみ
1640,183,2,Maril,
1641,183,3,마릴,물쥐
1642,183,4,瑪力露,
1643,183,5,Marill,Aquasouris
1644,183,6,Marill,Aquamaus
1645,183,7,Marill,"Ratón Agua"
1646,183,8,Marill,Acquatopo
1647,183,9,Marill,"Aqua Mouse"
1648,184,1,マリルリ,みずうさぎ
1649,184,2,Marilli,
1650,184,3,마릴리,물토끼
1651,184,4,瑪力露麗,
1652,184,5,Azumarill,Aqualapin
1653,184,6,Azumarill,Aquahase
1654,184,7,Azumarill,"Conejo Agua"
1655,184,8,Azumarill,Acquniglio
1656,184,9,Azumarill,"Aqua Rabbit"
1657,185,1,ウソッキー,まね
1658,185,2,Usokkie,
1659,185,3,꼬지모,흉내
1660,185,4,胡說樹,
1661,185,5,Simularbre,Imitation
1662,185,6,Mogelbaum,Imitation
1663,185,7,Sudowoodo,Imitación
1664,185,8,Sudowoodo,Imitazione
1665,185,9,Sudowoodo,Imitation
1666,186,1,ニョロトノ,かえる
1667,186,2,Nyorotono,
1668,186,3,왕구리,개구리
1669,186,4,牛蛙君,
1670,186,5,Tarpaud,Grenouille
1671,186,6,Quaxo,Frosch
1672,186,7,Politoed,Rana
1673,186,8,Politoed,Rana
1674,186,9,Politoed,Frog
1675,187,1,ハネッコ,わたくさ
1676,187,2,Hanecco,
1677,187,3,통통코,솜풀
1678,187,4,毽子草,
1679,187,5,Granivol,Pissenlit
1680,187,6,Hoppspross,Löwenzahn
1681,187,7,Hoppip,Algadón
