id,move_id,meta_category_id,meta_ailment_id,min_hits,max_hits,min_turns,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance
572,572,0,0,,,,,0,0,0,0,0,0
573,573,4,3,,,,,0,0,0,10,0,0
574,574,0,0,,,,,0,0,0,0,0,0
575,575,2,0,,,,,0,0,0,0,0,100
576,576,13,0,,,,,0,0,0,0,0,0
577,577,8,0,,,,,75,0,0,0,0,0
578,578,11,0,,,,,0,0,0,0,0,0
579,579,13,0,,,,,0,0,0,0,0,100
580,580,10,0,,,,,0,0,0,0,0,0
581,581,10,0,,,,,0,0,0,0,0,0
582,582,13,0,,,,,0,0,0,0,0,0
583,583,6,0,,,,,0,0,0,0,0,10
584,584,0,0,,,,,0,0,0,0,0,0
585,585,6,0,,,,,0,0,0,0,0,30
586,586,0,0,,,,,0,0,0,0,0,0
587,587,10,0,,,,,0,0,0,0,0,0
588,588,13,0,,,,,0,0,0,0,0,0
589,589,2,0,,,,,0,0,0,0,0,100
590,590,2,0,,,,,0,0,0,0,0,100
591,591,7,0,,,,,0,0,0,0,0,50
592,592,4,4,,,,,0,0,0,30,0,0
593,593,0,0,,,,,0,0,0,0,0,0
594,594,0,0,2,5,,,0,0,0,0,0,0
595,595,6,0,,,,,0,0,0,0,0,100
596,596,13,0,,,,,0,0,0,0,0,0
597,597,2,0,,,,,0,0,0,0,0,0
598,598,2,0,,,,,0,0,0,0,0,0
599,599,2,0,,,,,0,0,0,0,0,100
600,600,13,0,,,,,0,0,0,0,0,0
601,601,2,0,,,,,0,0,0,0,0,0
602,602,2,0,,,,,0,0,0,0,0,0
603,603,13,0,,,,,0,0,0,0,0,0
604,604,10,0,,,,,0,0,0,0,0,0
605,605,0,0,,,,,0,0,0,0,0,0
606,606,13,0,,,,,0,0,0,0,0,0
607,607,13,0,,,,,0,0,0,0,0,0
608,608,2,0,,,,,0,0,0,0,0,0
609,609,4,1,,,,,0,0,0,100,0,0
610,610,0,0,,,,,0,0,0,0,0,0
611,611,4,8,,,5,6,0,0,0,100,0,0
612,612,7,0,,,,,0,0,0,0,0,100
613,613,8,0,,,,,75,0,0,0,0,0
614,614,0,-1,,,,,0,0,0,100,0,0
615,615,0,0,,,,,0,0,0,0,0,0
616,616,0,0,,,,,0,0,0,0,0,0
617,617,0,0,,,,,-50,0,0,0,0,0
