id,encounter_id,encounter_condition_value_id
1912,5348,5
1913,5353,8
1914,5354,9
1915,5355,10
1916,5356,11
1917,5357,12
1918,5358,13
1919,5359,8
1920,5360,9
1921,5361,10
1922,5362,11
1923,5363,12
1924,5364,13
1925,5389,3
1926,5390,4
1927,5391,5
1928,5392,3
1929,5393,4
1930,5394,5
1931,5399,8
1932,5400,9
1933,5401,10
1934,5402,11
1935,5403,12
1936,5404,13
1937,5405,8
1938,5406,9
1939,5407,10
1940,5408,11
1941,5409,12
1942,5410,13
1943,5435,3
1944,5436,4
1945,5437,5
1946,5438,3
1947,5439,4
1948,5440,5
1949,5445,8
1950,5446,9
1951,5447,10
1952,5448,11
1953,5449,12
1954,5450,13
1955,5451,8
1956,5452,9
1957,5453,10
1958,5454,11
1959,5455,12
1960,5456,13
1961,5461,3
1962,5462,4
1963,5463,5
1964,5464,3
1965,5465,4
1966,5466,5
1967,5471,8
1968,5472,9
1969,5473,10
1970,5474,11
1971,5475,12
1972,5476,13
1973,5477,8
1974,5478,9
1975,5479,10
1976,5480,11
1977,5481,12
1978,5482,13
1979,5911,3
1980,5912,4
1981,5913,5
1982,5914,3
1983,5915,4
1984,5916,5
1985,5917,7
1986,5918,6
1987,5919,7
1988,5920,6
1989,5923,8
1990,5924,9
1991,5925,10
1992,5926,11
1993,5927,12
1994,5928,13
1995,5929,8
1996,5930,9
1997,5931,10
1998,5932,11
1999,5933,12
2000,5934,13
2001,5935,7
2002,5936,6
2003,5937,7
2004,5938,6
2005,5947,8
2006,5948,9
2007,5949,10
2008,5950,11
2009,5951,12
2010,5952,13
2011,5953,8
2012,5954,9
2013,5955,10
2014,5956,11
2015,5957,12
2016,5958,13
2017,5969,8
2018,5970,9
2019,5971,10
2020,5972,11
2021,5973,12
2022,5974,13
2023,5975,8
2024,5976,9
2025,5977,10
2026,5978,11
2027,5979,12
2028,5980,13
2029,5985,3
2030,5986,4
2031,5987,5
2032,5988,3
2033,5989,4
2034,5990,5
2035,5995,8
2036,5996,9
2037,5997,10
2038,5998,11
2039,5999,12
2040,6000,13
2041,6001,8
2042,6002,9
2043,6003,10
2044,6004,11
2045,6005,12
2046,6006,13
2047,6037,8
2048,6038,9
2049,6039,10
2050,6040,11
2051,6041,12
2052,6042,13
2053,6043,8
2054,6044,9
2055,6045,10
2056,6046,11
2057,6047,12
2058,6048,13
2059,6059,8
2060,6060,9
2061,6061,10
2062,6062,11
2063,6063,12
2064,6064,13
2065,6065,8
2066,6066,9
2067,6067,10
2068,6068,11
2069,6069,12
2070,6070,13
2071,6081,8
2072,6082,9
2073,6083,10
2074,6084,11
2075,6085,12
2076,6086,13
2077,6087,8
2078,6088,9
2079,6089,10
2080,6090,11
2081,6091,12
2082,6092,13
2083,6103,8
2084,6104,9
2085,6105,10
2086,6106,11
2087,6107,12
2088,6108,13
2089,6109,8
2090,6110,9
2091,6111,10
2092,6112,11
2093,6113,12
2094,6114,13
2095,6235,8
2096,6236,9
2097,6237,10
2098,6238,11
2099,6239,12
2100,6240,13
2101,6241,8
2102,6242,9
2103,6243,10
2104,6244,11
2105,6245,12
2106,6246,13
2107,6367,8
2108,6368,9
2109,6369,10
2110,6370,11
2111,6371,12
2112,6372,13
2113,6373,8
2114,6374,9
2115,6375,10
2116,6376,11
2117,6377,12
2118,6378,13
2119,6499,8
2120,6500,9
2121,6501,10
2122,6502,11
2123,6503,12
2124,6504,13
2125,6505,8
2126,6506,9
2127,6507,10
2128,6508,11
2129,6509,12
2130,6510,13
2131,7121,8
2132,7122,9
2133,7123,10
2134,7124,11
2135,7125,12
2136,7126,13
2137,7127,8
2138,7128,9
2139,7129,10
2140,7130,11
2141,7131,12
2142,7132,13
2143,7143,8
2144,7144,9
2145,7145,10
2146,7146,11
2147,7147,12
2148,7148,13
2149,7149,8
2150,7150,9
2151,7151,10
2152,7152,11
2153,7153,12
2154,7154,13
2155,7195,3
2156,7196,4
2157,7197,5
2158,7198,3
2159,7199,4
2160,7200,5
2161,7249,8
2162,7250,9
2163,7251,10
2164,7252,11
2165,7253,12
2166,7254,13
2167,7255,8
2168,7256,9
2169,7257,10
2170,7258,11
2171,7259,12
2172,7260,13
2173,7271,8
2174,7272,9
2175,7273,10
2176,7274,11
2177,7275,12
2178,7276,13
2179,7277,8
2180,7278,9
2181,7279,10
2182,7280,11
2183,7281,12
2184,7282,13
2185,7293,8
2186,7294,9
2187,7295,10
2188,7296,11
2189,7297,12
2190,7298,13
2191,7299,8
2192,7300,9
2193,7301,10
2194,7302,11
2195,7303,12
2196,7304,13
2197,7315,8
2198,7316,9
2199,7317,10
2200,7318,11
2201,7319,12
2202,7320,13
2203,7321,8
2204,7322,9
2205,7323,10
2206,7324,11
2207,7325,12
2208,7326,13
2209,7337,8
2210,7338,9
2211,7339,10
2212,7340,11
2213,7341,12
2214,7342,13
2215,7343,8
2216,7344,9
2217,7345,10
2218,7346,11
2219,7347,12
2220,7348,13
2221,7359,8
2222,7360,9
2223,7361,10
2224,7362,11
2225,7363,12
2226,7364,13
2227,7365,8
2228,7366,9
2229,7367,10
2230,7368,11
2231,7369,12
2232,7370,13
2233,7381,8
2234,7382,9
2235,7383,10
2236,7384,11
2237,7385,12
2238,7386,13
2239,7387,8
2240,7388,9
2241,7389,10
2242,7390,11
2243,7391,12
2244,7392,13
2245,7403,8
2246,7404,9
2247,7405,10
2248,7406,11
2249,7407,12
2250,7408,13
2251,7409,8
2252,7410,9
2253,7411,10
2254,7412,11
2255,7413,12
2256,7414,13
2257,7425,8
2258,7426,9
2259,7427,10
2260,7428,11
2261,7429,12
2262,7430,13
2263,7431,8
2264,7432,9
2265,7433,10
2266,7434,11
2267,7435,12
2268,7436,13
2269,7447,8
2270,7448,9
2271,7449,10
2272,7450,11
2273,7451,12
2274,7452,13
2275,7453,8
2276,7454,9
2277,7455,10
2278,7456,11
2279,7457,12
2280,7458,13
2281,7469,8
2282,7470,9
2283,7471,10
2284,7472,11
2285,7473,12
2286,7474,13
2287,7475,8
2288,7476,9
2289,7477,10
2290,7478,11
2291,7479,12
2292,7480,13
2293,7491,8
2294,7492,9
2295,7493,10
2296,7494,11
2297,7495,12
2298,7496,13
2299,7497,8
2300,7498,9
2301,7499,10
2302,7500,11
2303,7501,12
2304,7502,13
2305,7513,8
2306,7514,9
2307,7515,10
2308,7516,11
2309,7517,12
2310,7518,13
2311,7519,8
2312,7520,9
2313,7521,10
2314,7522,11
2315,7523,12
2316,7524,13
2317,7535,8
2318,7536,9
2319,7537,10
2320,7538,11
2321,7539,12
2322,7540,13
2323,7541,8
2324,7542,9
2325,7543,10
2326,7544,11
2327,7545,12
2328,7546,13
2329,7549,2
2330,7550,1
2331,7551,2
2332,7552,1
2333,7553,3
2334,7554,4
2335,7555,5
2336,7557,7
2337,7558,6
2338,7559,7
2339,7560,6
2340,7563,8
2341,7564,9
2342,7565,10
2343,7566,11
2344,7567,12
2345,7568,13
2346,7569,8
2347,7570,9
2348,7571,10
2349,7572,11
2350,7573,12
2351,7574,13
2352,7575,7
2353,7576,6
2354,7577,7
2355,7578,6
2356,7599,2
2357,7600,1
2358,7601,2
2359,7602,1
2360,7603,3
2361,7604,4
2362,7605,5
2363,7607,7
2364,7608,6
2365,7609,7
2366,7610,6
2367,7613,8
2368,7614,9
2369,7615,10
2370,7616,11
2371,7617,12
2372,7618,13
2373,7619,8
2374,7620,9
2375,7621,10
2376,7622,11
2377,7623,12
2378,7624,13
2379,7625,7
2380,7626,6
2381,7627,7
2382,7628,6
2383,7649,2
2384,7650,1
2385,7651,2
2386,7652,1
2387,7653,3
2388,7654,4
2389,7655,5
2390,7656,3
2391,7657,4
2392,7658,5
2393,7659,7
2394,7660,6
2395,7661,7
2396,7662,6
2397,7665,8
2398,7666,9
2399,7667,10
2400,7668,11
2401,7669,12
2402,7670,13
2403,7671,8
2404,7672,9
2405,7673,10
2406,7674,11
2407,7675,12
2408,7676,13
2409,7677,7
2410,7678,6
2411,7679,7
2412,7680,6
2413,7701,2
2414,7702,1
2415,7703,2
2416,7704,1
2417,7705,3
2418,7706,4
2419,7707,5
2420,7708,3
2421,7709,4
2422,7710,5
2423,7711,7
2424,7712,6
2425,7713,7
2426,7714,6
2427,7717,8
2428,7718,9
2429,7719,10
2430,7720,11
2431,7721,12
2432,7722,13
2433,7723,8
2434,7724,9
2435,7725,10
2436,7726,11
2437,7727,12
2438,7728,13
2439,7729,7
2440,7730,6
2441,7731,7
2442,7732,6
2443,7755,3
2444,7756,4
2445,7757,5
2446,7758,3
2447,7759,4
2448,7760,5
2449,7761,7
2450,7762,6
2451,7763,7
2452,7764,6
2453,7769,7
2454,7770,6
2455,7771,7
2456,7772,6
2457,7775,3
2458,7776,4
2459,7777,5
2460,7778,3
2461,7779,4
2462,7780,5
2463,7781,7
2464,7782,6
2465,7783,7
2466,7784,6
2467,7787,8
2468,7788,9
2469,7789,10
2470,7790,11
2471,7791,12
2472,7792,13
2473,7793,8
2474,7794,9
2475,7795,10
2476,7796,11
2477,7797,12
2478,7798,13
2479,7799,7
2480,7800,6
2481,7801,7
2482,7802,6
2483,7803,2
2484,7804,1
2485,7805,2
2486,7806,1
2487,7807,3
2488,7808,4
2489,7809,5
2490,7811,7
2491,7812,6
2492,7813,7
2493,7814,6
2494,7817,8
2495,7818,9
2496,7819,10
2497,7820,11
2498,7821,12
2499,7822,13
2500,7823,8
2501,7824,9
2502,7825,10
2503,7826,11
2504,7827,12
2505,7828,13
2506,7829,7
2507,7830,6
2508,7831,7
2509,7832,6
2510,7833,2
2511,7834,1
2512,7835,2
2513,7836,1
2514,7837,3
2515,7838,4
2516,7839,5
2517,7840,3
2518,7841,4
2519,7842,5
2520,7843,7
2521,7844,6
2522,7845,7
2523,7846,6
2524,7849,8
2525,7850,9
2526,7851,10
2527,7852,11
2528,7853,12
2529,7854,13
2530,7855,8
2531,7856,9
2532,7857,10
2533,7858,11
2534,7859,12
2535,7860,13
2536,7861,7
2537,7862,6
2538,7863,7
2539,7864,6
2540,7865,2
2541,7866,1
2542,7867,2
2543,7868,1
2544,7869,3
2545,7870,4
2546,7871,5
2547,7872,3
2548,7873,4
2549,7874,5
2550,7875,7
2551,7876,6
2552,7877,7
2553,7878,6
2554,7881,8
2555,7882,9
2556,7883,10
2557,7884,11
2558,7885,12
2559,7886,13
2560,7887,8
2561,7888,9
2562,7889,10
2563,7890,11
2564,7891,12
2565,7892,13
2566,7893,7
2567,7894,6
2568,7895,7
2569,7896,6
2570,7919,3
2571,7920,4
2572,7921,5
2573,7922,3
2574,7923,4
2575,7924,5
2576,7925,7
2577,7926,6
2578,7927,7
2579,7928,6
2580,7931,8
2581,7932,9
2582,7933,10
2583,7934,11
2584,7935,12
2585,7936,13
2586,7937,8
2587,7938,9
2588,7939,10
2589,7940,11
2590,7941,12
2591,7942,13
2592,7943,7
2593,7944,6
2594,7945,7
2595,7946,6
2596,7969,3
2597,7970,4
2598,7971,5
2599,7972,3
2600,7973,4
2601,7974,5
2602,7975,7
2603,7976,6
2604,7977,7
2605,7978,6
2606,7981,8
2607,7982,9
2608,7983,10
2609,7984,11
2610,7985,12
2611,7986,13
2612,7987,8
2613,7988,9
2614,7989,10
2615,7990,11
2616,7991,12
2617,7992,13
2618,7993,7
2619,7994,6
2620,7995,7
2621,7996,6
2622,8021,7
2623,8022,6
2624,8023,7
2625,8024,6
2626,8027,8
2627,8028,9
2628,8029,10
2629,8030,11
2630,8031,12
2631,8032,13
2632,8033,8
2633,8034,9
2634,8035,10
2635,8036,11
2636,8037,12
2637,8038,13
2638,8039,7
2639,8040,6
2640,8041,7
2641,8042,6
2642,8067,7
2643,8068,6
2644,8069,7
2645,8070,6
2646,8073,8
2647,8074,9
2648,8075,10
2649,8076,11
2650,8077,12
2651,8078,13
2652,8079,8
2653,8080,9
2654,8081,10
2655,8082,11
2656,8083,12
2657,8084,13
2658,8085,7
2659,8086,6
2660,8087,7
2661,8088,6
2662,8109,2
2663,8110,1
2664,8111,2
2665,8112,1
2666,8113,3
2667,8114,4
2668,8115,5
2669,8116,3
2670,8117,4
2671,8118,5
2672,8119,7
2673,8120,6
2674,8121,7
2675,8122,6
2676,8125,8
2677,8126,9
2678,8127,10
2679,8128,11
2680,8129,12
2681,8130,13
2682,8131,8
2683,8132,9
2684,8133,10
2685,8134,11
2686,8135,12
2687,8136,13
2688,8137,7
2689,8138,6
2690,8139,7
2691,8140,6
2692,8141,2
2693,8142,1
2694,8143,2
2695,8144,1
2696,8145,3
2697,8146,4
2698,8147,5
2699,8148,3
2700,8149,4
2701,8150,5
2702,8151,7
2703,8152,6
2704,8153,7
2705,8154,6
2706,8157,8
2707,8158,9
2708,8159,10
2709,8160,11
2710,8161,12
2711,8162,13
2712,8163,8
2713,8164,9
2714,8165,10
2715,8166,11
2716,8167,12
2717,8168,13
2718,8169,7
2719,8170,6
2720,8171,7
2721,8172,6
2722,8173,2
2723,8174,1
2724,8175,2
2725,8176,1
2726,8177,3
2727,8178,4
2728,8179,5
2729,8180,3
2730,8181,4
2731,8182,5
2732,8183,7
2733,8184,6
2734,8185,7
2735,8186,6
2736,8189,8
2737,8190,9
2738,8191,10
2739,8192,11
2740,8193,12
2741,8194,13
2742,8195,8
2743,8196,9
2744,8197,10
2745,8198,11
2746,8199,12
2747,8200,13
2748,8201,7
2749,8202,6
2750,8203,7
2751,8204,6
2752,8225,2
2753,8226,1
2754,8227,2
2755,8228,1
2756,8229,3
2757,8230,4
2758,8231,5
2759,8232,3
2760,8233,4
2761,8234,5
2762,8235,7
2763,8236,6
2764,8237,7
2765,8238,6
2766,8241,8
2767,8242,9
2768,8243,10
2769,8244,11
2770,8245,12
2771,8246,13
2772,8247,8
2773,8248,9
2774,8249,10
2775,8250,11
2776,8251,12
2777,8252,13
2778,8253,7
2779,8254,6
2780,8255,7
2781,8256,6
2782,8279,3
2783,8280,4
2784,8281,5
2785,8282,3
2786,8283,4
2787,8284,5
2788,8295,3
2789,8296,4
2790,8297,5
2791,8298,3
2792,8299,4
2793,8300,5
2794,8311,3
2795,8312,4
2796,8313,5
2797,8314,3
2798,8315,4
2799,8316,5
2800,8327,3
2801,8328,4
2802,8329,5
2803,8330,3
2804,8331,4
2805,8332,5
2806,8343,3
2807,8344,4
2808,8345,5
2809,8346,3
2810,8347,4
2811,8348,5
2812,8359,3
2813,8360,4
2814,8361,5
2815,8362,3
2816,8363,4
2817,8364,5
2818,8365,7
2819,8366,6
2820,8367,7
2821,8368,6
2822,8371,8
2823,8372,9
2824,8373,10
2825,8374,11
2826,8375,12
2827,8376,13
2828,8377,8
2829,8378,9
2830,8379,10
2831,8380,11
2832,8381,12
2833,8382,13
2834,8383,7
2835,8384,6
2836,8385,7
2837,8386,6
2838,8389,3
2839,8390,4
2840,8391,5
2841,8392,3
2842,8393,4
2843,8394,5
2844,8395,7
2845,8396,6
2846,8397,7
2847,8398,6
2848,8401,8
2849,8402,9
2850,8403,10
2851,8404,11
2852,8405,12
2853,8406,13
2854,8407,8
2855,8408,9
2856,8409,10
2857,8410,11
2858,8411,12
2859,8412,13
2860,8413,7
2861,8414,6
2862,8415,7
2863,8416,6
2864,8439,3
2865,8440,4
2866,8441,5
2867,8442,3
2868,8443,4
2869,8444,5
2870,8445,7
2871,8446,6
2872,8447,7
2873,8448,6
2874,8451,8
2875,8452,9
2876,8453,10
2877,8454,11
2878,8455,12
2879,8456,13
2880,8457,8
2881,8458,9
2882,8459,10
2883,8460,11
2884,8461,12
2885,8462,13
2886,8463,7
2887,8464,6
2888,8465,7
2889,8466,6
2890,8469,3
2891,8470,4
2892,8471,5
2893,8472,3
2894,8473,4
2895,8474,5
2896,8475,7
2897,8476,6
2898,8477,7
2899,8478,6
2900,8481,8
2901,8482,9
2902,8483,10
2903,8484,11
2904,8485,12
2905,8486,13
2906,8487,8
2907,8488,9
2908,8489,10
2909,8490,11
2910,8491,12
2911,8492,13
2912,8493,7
2913,8494,6
2914,8495,7
2915,8496,6
2916,8499,3
2917,8500,4
2918,8501,5
2919,8502,3
2920,8503,4
2921,8504,5
2922,8505,7
2923,8506,6
2924,8507,7
2925,8508,6
2926,8513,7
2927,8514,6
2928,8515,7
2929,8516,6
2930,8539,3
2931,8540,4
2932,8541,5
2933,8542,3
2934,8543,4
2935,8544,5
2936,8545,7
2937,8546,6
2938,8547,7
2939,8548,6
2940,8551,8
2941,8552,9
2942,8553,10
2943,8554,11
2944,8555,12
2945,8556,13
2946,8557,8
2947,8558,9
2948,8559,10
2949,8560,11
2950,8561,12
2951,8562,13
2952,8563,7
2953,8564,6
2954,8565,7
2955,8566,6
2956,8587,2
2957,8588,1
2958,8589,2
2959,8590,1
2960,8592,3
2961,8593,4
2962,8594,5
2963,8595,7
2964,8596,6
2965,8597,7
2966,8598,6
2967,8603,7
2968,8604,6
2969,8605,7
2970,8606,6
2971,8627,2
2972,8628,1
2973,8629,2
2974,8630,1
2975,8631,3
2976,8632,4
2977,8633,5
2978,8634,3
2979,8635,4
2980,8636,5
2981,8637,7
2982,8638,6
2983,8639,7
2984,8640,6
2985,8643,8
2986,8644,9
2987,8645,10
2988,8646,11
2989,8647,12
2990,8648,13
2991,8649,8
2992,8650,9
2993,8651,10
2994,8652,11
2995,8653,12
2996,8654,13
2997,8655,7
2998,8656,6
2999,8657,7
3000,8658,6
3001,8679,2
3002,8680,1
3003,8681,2
3004,8682,1
3005,8683,3
3006,8684,4
3007,8685,5
3008,8686,3
3009,8687,4
3010,8688,5
3011,8689,7
3012,8690,6
3013,8691,7
3014,8692,6
3015,8695,8
3016,8696,9
3017,8697,10
3018,8698,11
3019,8699,12
3020,8700,13
3021,8701,8
3022,8702,9
3023,8703,10
3024,8704,11
3025,8705,12
3026,8706,13
3027,8707,7
3028,8708,6
3029,8709,7
3030,8710,6
3031,8711,2
3032,8712,1
3033,8713,2
3034,8714,1
3035,8715,3
3036,8716,4
3037,8717,5
3038,8718,3
3039,8719,4
3040,8720,5
3041,8721,7
3042,8722,6
3043,8723,7
3044,8724,6
3045,8727,8
3046,8728,9
3047,8729,10
3048,8730,11
3049,8731,12
3050,8732,13
3051,8733,8
3052,8734,9
3053,8735,10
3054,8736,11
3055,8737,12
3056,8738,13
3057,8739,7
3058,8740,6
3059,8741,7
3060,8742,6
3061,8743,2
3062,8744,1
3063,8745,2
3064,8746,1
3065,8747,3
3066,8748,4
3067,8749,5
3068,8750,3
3069,8751,4
3070,8752,5
3071,8753,7
3072,8754,6
3073,8755,7
3074,8756,6
3075,8759,8
3076,8760,9
3077,8761,10
3078,8762,11
3079,8763,12
3080,8764,13
3081,8765,8
3082,8766,9
3083,8767,10
3084,8768,11
3085,8769,12
3086,8770,13
3087,8771,7
3088,8772,6
3089,8773,7
3090,8774,6
3091,8775,2
3092,8776,1
3093,8777,2
3094,8778,1
3095,8781,7
3096,8782,6
3097,8783,7
3098,8784,6
3099,8789,7
3100,8790,6
3101,8791,7
3102,8792,6
3103,8833,2
3104,8834,1
3105,8835,2
3106,8836,1
3107,8839,7
3108,8840,6
3109,8841,7
3110,8842,6
3111,8847,7
3112,8848,6
3113,8849,7
3114,8850,6
3115,8871,2
3116,8872,1
3117,8873,2
3118,8874,1
3119,8875,3
3120,8876,4
3121,8877,5
3122,8878,3
3123,8879,4
3124,8880,5
3125,8881,7
3126,8882,6
3127,8883,7
3128,8884,6
3129,8889,7
3130,8890,6
3131,8891,7
3132,8892,6
3133,8913,2
3134,8914,1
3135,8915,2
3136,8916,1
3137,8917,3
3138,8918,4
3139,8919,5
3140,8920,3
3141,8921,4
3142,8922,5
3143,8923,7
3144,8924,6
3145,8925,7
3146,8926,6
3147,8929,8
3148,8930,9
3149,8931,10
3150,8932,11
3151,8933,12
3152,8934,13
3153,8935,8
3154,8936,9
3155,8937,10
3156,8938,11
3157,8939,12
3158,8940,13
3159,8941,7
3160,8942,6
3161,8943,7
3162,8944,6
3163,8965,2
3164,8966,1
3165,8967,2
3166,8968,1
3167,8969,3
3168,8970,4
3169,8971,5
3170,8972,3
3171,8973,4
3172,8974,5
3173,8975,7
3174,8976,6
3175,8977,7
3176,8978,6
3177,8983,7
3178,8984,6
3179,8985,7
3180,8986,6
3181,9007,2
3182,9008,1
3183,9009,2
3184,9010,1
3185,9011,3
3186,9012,4
3187,9013,5
3188,9014,3
3189,9015,4
3190,9016,5
3191,9017,7
3192,9018,6
3193,9019,7
3194,9020,6
3195,9023,8
3196,9024,9
3197,9025,10
3198,9026,11
3199,9027,12
3200,9028,13
3201,9029,8
3202,9030,9
3203,9031,10
3204,9032,11
3205,9033,12
3206,9034,13
3207,9035,7
3208,9036,6
3209,9037,7
3210,9038,6
3211,9059,2
3212,9060,1
3213,9061,2
3214,9062,1
3215,9063,3
3216,9064,4
3217,9065,5
3218,9066,3
3219,9067,4
3220,9068,5
3221,9069,7
3222,9070,6
3223,9071,7
3224,9072,6
3225,9075,8
3226,9076,9
3227,9077,10
3228,9078,11
3229,9079,12
3230,9080,13
3231,9081,8
3232,9082,9
3233,9083,10
3234,9084,11
3235,9085,12
3236,9086,13
3237,9087,7
3238,9088,6
3239,9089,7
3240,9090,6
3241,9111,2
3242,9112,1
3243,9113,2
3244,9114,1
3245,9115,3
3246,9116,4
3247,9117,5
3248,9118,3
3249,9119,4
3250,9120,5
3251,9121,7
3252,9122,6
3253,9123,7
3254,9124,6
3255,9127,8
3256,9128,9
3257,9129,10
3258,9130,11
3259,9131,12
3260,9132,13
3261,9133,8
3262,9134,9
3263,9135,10
3264,9136,11
3265,9137,12
3266,9138,13
3267,9139,7
3268,9140,6
3269,9141,7
3270,9142,6
3271,9263,2
3272,9264,1
3273,9265,2
3274,9266,1
3275,9267,3
3276,9268,4
3277,9269,5
3278,9270,3
3279,9271,4
3280,9272,5
3281,9273,7
3282,9274,6
3283,9275,7
3284,9276,6
3285,9281,7
3286,9282,6
3287,9283,7
3288,9284,6
3289,9305,2
3290,9306,1
3291,9307,2
3292,9308,1
3293,9311,7
3294,9312,6
3295,9313,7
3296,9314,6
3297,9319,7
3298,9320,6
3299,9321,7
3300,9322,6
3301,9452,8
3302,9453,9
3303,9454,10
3304,9455,11
3305,9456,12
3306,9457,13
3307,9459,7
3308,9460,6
3309,9470,8
3310,9471,9
3311,9472,10
3312,9473,11
3313,9474,12
3314,9475,13
3315,9477,7
3316,9478,6
3317,9479,2
3318,9480,1
3319,9481,2
3320,9482,1
3321,9485,7
3322,9486,6
3323,9487,7
3324,9488,6
3325,9493,7
3326,9494,6
3327,9495,7
3328,9496,6
3329,9517,2
3330,9518,1
3331,9519,2
3332,9520,1
3333,9521,3
3334,9522,4
3335,9523,5
3336,9524,3
3337,9525,4
3338,9526,5
3339,9527,7
3340,9528,6
3341,9529,7
3342,9530,6
3343,9533,8
3344,9534,9
3345,9535,10
3346,9536,11
3347,9537,12
3348,9538,13
3349,9539,8
3350,9540,9
3351,9541,10
3352,9542,11
3353,9543,12
3354,9544,13
3355,9545,7
3356,9546,6
3357,9547,7
3358,9548,6
3359,9551,3
3360,9552,4
3361,9553,5
3362,9555,7
3363,9556,6
3364,9557,7
3365,9558,6
3366,9563,7
3367,9564,6
3368,9565,7
3369,9566,6
3370,9589,3
3371,9590,4
3372,9591,5
3373,9592,3
3374,9593,4
3375,9594,5
3376,9625,3
3377,9626,4
3378,9627,5
3379,9628,3
3380,9629,4
3381,9630,5
3382,9635,8
3383,9636,9
3384,9637,10
3385,9638,11
3386,9639,12
3387,9640,13
3388,9641,8
3389,9642,9
3390,9643,10
3391,9644,11
3392,9645,12
3393,9646,13
3394,9651,3
3395,9652,4
3396,9653,5
3397,9654,3
3398,9655,4
3399,9656,5
3400,9661,8
3401,9662,9
3402,9663,10
3403,9664,11
3404,9665,12
3405,9666,13
3406,9667,8
3407,9668,9
3408,9669,10
3409,9670,11
3410,9671,12
3411,9672,13
3412,9677,3
3413,9678,4
3414,9679,5
3415,9680,3
3416,9681,4
3417,9682,5
3418,9683,7
3419,9684,6
3420,9685,7
3421,9686,6
3422,9689,8
3423,9690,9
3424,9691,10
3425,9692,11
3426,9693,12
3427,9694,13
3428,9695,8
3429,9696,9
3430,9697,10
3431,9698,11
3432,9699,12
3433,9700,13
3434,9701,7
3435,9702,6
3436,9703,7
3437,9704,6
3438,9707,3
3439,9708,4
3440,9709,5
3441,9710,3
3442,9711,4
3443,9712,5
3444,9713,7
3445,9714,6
3446,9715,7
3447,9716,6
3448,9719,8
3449,9720,9
3450,9721,10
3451,9722,11
3452,9723,12
3453,9724,13
3454,9725,8
3455,9726,9
3456,9727,10
3457,9728,11
3458,9729,12
3459,9730,13
3460,9731,7
3461,9732,6
3462,9733,7
3463,9734,6
3464,9737,3
3465,9738,4
3466,9739,5
3467,9740,3
3468,9741,4
3469,9742,5
3470,9747,8
3471,9748,9
3472,9749,10
3473,9750,11
3474,9751,12
3475,9752,13
3476,9753,8
3477,9754,9
3478,9755,10
3479,9756,11
3480,9757,12
3481,9758,13
3482,9783,3
3483,9784,4
3484,9785,5
3485,9786,3
3486,9787,4
3487,9788,5
3488,9793,8
3489,9794,9
3490,9795,10
3491,9796,11
3492,9797,12
3493,9798,13
3494,9799,8
3495,9800,9
3496,9801,10
3497,9802,11
3498,9803,12
3499,9804,13
3500,9809,3
3501,9810,4
3502,9811,5
3503,9812,3
3504,9813,4
3505,9814,5
3506,9819,8
3507,9820,9
3508,9821,10
3509,9822,11
3510,9823,12
3511,9824,13
3512,9825,8
3513,9826,9
3514,9827,10
3515,9828,11
3516,9829,12
3517,9830,13
3518,9835,3
3519,9836,4
3520,9837,5
3521,9838,3
3522,9839,4
3523,9840,5
3524,9845,8
3525,9846,9
3526,9847,10
3527,9848,11
3528,9849,12
3529,9850,13
3530,9851,8
3531,9852,9
3532,9853,10
3533,9854,11
3534,9855,12
3535,9856,13
3536,9861,3
3537,9862,4
3538,9863,5
3539,9864,3
3540,9865,4
3541,9866,5
3542,9871,8
3543,9872,9
3544,9873,10
3545,9874,11
3546,9875,12
3547,9876,13
3548,9877,8
3549,9878,9
3550,9879,10
3551,9880,11
3552,9881,12
3553,9882,13
3554,9887,3
3555,9888,4
3556,9889,5
3557,9890,3
3558,9891,4
3559,9892,5
3560,9903,3
3561,9904,4
3562,9905,5
3563,9906,3
3564,9907,4
3565,9908,5
3566,9919,3
3567,9920,4
3568,9921,5
3569,9922,3
3570,9923,4
3571,9924,5
3572,9955,3
3573,9956,4
3574,9957,5
3575,9958,3
3576,9959,4
3577,9960,5
3578,9965,8
3579,9966,9
3580,9967,10
3581,9968,11
3582,9969,12
3583,9970,13
3584,9971,8
3585,9972,9
3586,9973,10
3587,9974,11
3588,9975,12
3589,9976,13
3590,10001,3
3591,10002,4
3592,10003,5
3593,10004,3
3594,10005,4
3595,10006,5
3596,10011,8
3597,10012,9
3598,10013,10
3599,10014,11
3600,10015,12
3601,10016,13
3602,10017,8
3603,10018,9
3604,10019,10
3605,10020,11
3606,10021,12
3607,10022,13
3608,10047,3
3609,10048,4
3610,10049,5
3611,10050,3
3612,10051,4
3613,10052,5
3614,10057,8
3615,10058,9
3616,10059,10
3617,10060,11
3618,10061,12
3619,10062,13
3620,10063,8
3621,10064,9
3622,10065,10
3623,10066,11
3624,10067,12
3625,10068,13
3626,10093,3
3627,10094,4
3628,10095,5
3629,10096,3
3630,10097,4
3631,10098,5
3632,10103,8
3633,10104,9
3634,10105,10
3635,10106,11
3636,10107,12
3637,10108,13
3638,10109,8
3639,10110,9
3640,10111,10
3641,10112,11
3642,10113,12
3643,10114,13
3644,10139,3
3645,10140,4
3646,10141,5
3647,10142,3
3648,10143,4
3649,10144,5
3650,10149,8
3651,10150,9
3652,10151,10
3653,10152,11
3654,10153,12
3655,10154,13
3656,10155,8
3657,10156,9
3658,10157,10
